ID,이름,개수,ID_01,ID_02,ID_03,ID_04,ID_05,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,시너지 고유값,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값
11,Tramposo,4 ,158 ,69 ,70 ,121 ,0 ,<color=#F5F5E1>,Los [Críticos] de 『##70##』 activan el efecto de 『##158##』,<color=#64FF32>,Aumenta la Tasa de golpe Crítico un 7%,<color=#FFFFFF>,`,100 ,14 ,7 ,1 ,0 ,1 ,0 
12,Francotirador,4 ,105 ,44 ,77 ,180 ,0 ,<color=#F5F5E1>,Inflige un 〈25%〉 de [Daño adicional] a los enemigos cuyos [PS] sean del 〈75%〉 o más.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,93 ,25 ,1 ,0 ,1 ,0 
13,Nuclear,4 ,68 ,76 ,178 ,59 ,0 ,<color=#F5F5E1>,"Por cada 〈3%〉 de aumento en el tamaño de todas las magias, [ATQ] aumenta un 〈1%〉",<color=#64FF32>,Aumenta el Tamaño de todas las Magias un 20%,<color=#FFFFFF>,`,1 ,8 ,20 ,1 ,0 ,1 ,0 
14,Cero a Cien,4 ,78 ,199 ,174 ,67 ,0 ,<color=#F5F5E1>,El efecto de {Amplificación} de 『##199##』 aumenta 〈x3〉,<color=#FFFFFF>,`,<color=#FFFFFF>,`,200 ,1 ,0 ,1 ,0 ,1 ,0 
15,Árbitro,4 ,79 ,179 ,221 ,169 ,0 ,<color=#EB96FF>,"Aumento del Daño de Todas las Magias x1,25",<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
16,Cronos,4 ,185 ,200 ,99 ,53 ,0 ,<color=#F5F5E1>,"Por cada [3%] de Reducción de Tiempo de Reutilización de Magias, [ATQ] se {Amplifica} un 〈1%〉",<color=#64FF32>,Reduce el tiempo de recup. de todas las Magias un 5%,<color=#FFFFFF>,`,1 ,6 ,5 ,1 ,0 ,1 ,0 
17,Monarca,4 ,177 ,42 ,175 ,63 ,0 ,<color=#F5F5E1>,[ATQ] aumenta un 〈1%〉 por cada artefacto [Común] poseído,<color=#F5F5E1>,[ATQ] aumenta un 〈3%〉 por cada artefacto [Raro] poseído,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
18,Arquitecto,5 ,163 ,159 ,155 ,94 ,120 ,<color=#FF76DE>,Amplifica el ATQ un 100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,16 ,100 ,1 ,0 ,1 ,0 
19,Magnum Opus,5 ,66 ,84 ,195 ,116 ,167 ,<color=#F5F5E1>,{Todas} las [Sinergias] 〈cumplen los〉 《1》 『requisitos.』,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
20,Mano de Dios,4 ,201 ,221 ,181 ,90 ,0 ,<color=#F5F5E1>,El rayo de 『##201##』 se fusiona en uno solo y se {Potencia},<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
21,Paladín,4 ,94 ,108 ,104 ,54 ,0 ,<color=#F5F5E1>,"Cuando estás en estado de [Invulnerabilidad], [ATQ] se {Amplifica} un 〈100%〉",<color=#64FF32>,Reduce el Daño recibido un 5%,<color=#FFFFFF>,`,100 ,23 ,5 ,1 ,0 ,1 ,0 
22,AGI,4 ,204 ,116 ,41 ,48 ,0 ,<color=#F5F5E1>,[ATQ] 〈aumenta〉 y se {Amplifica} según el efecto de 『##204##』.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
23,Cazador de Tesoros,4 ,165 ,96 ,190 ,61 ,0 ,<color=#F5F5E1>,Se crean 〈2〉 [Cofres del tesoro] en un lugar aleatorio.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,2 ,1 ,0 ,1 ,0 ,1 ,0 
24,Blood Moon,4 ,196 ,194 ,164 ,100 ,0 ,<color=#F5F5E1>,El efecto de la {Runa de Furia} se aplica incluso cuando está inactiva @ y en estado activo inflige un 〈25%〉 de [Daño Adicional].,<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
25,Rompecorazones,5 ,213 ,60 ,49 ,188 ,55 ,<color=#EB96FF>,"Multiplicador Crítico x1,25",<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
26,País de las Maravillas,4 ,162 ,179 ,219 ,107 ,0 ,<color=#F5F5E1>,[Tamaño] de todos los enemigos y del personaje se reduce un 〈9%〉,<color=#F5F5E1>,Reduce los [PS Máx.] de todos los enemigos un 〈9%〉.,<color=#FFFFFF>,`,0 ,33 ,-9 ,32 ,-9 ,54 ,-9 
27,Horror Cósmico,3 ,115 ,195 ,152 ,0 ,0 ,<color=#F5F5E1>,【Debuff】 de 『##115##』 desaparece,<color=#F5F5E1>,【Debuff】 de 『##195##』 desaparece,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
28,Android,3 ,215 ,166 ,52 ,0 ,0 ,<color=#F5F5E1>,【Debuff】 de 『##215##』 desaparece,<color=#64FF32>,Aumenta el ATQ un 30%,<color=#FFFFFF>,`,1 ,4 ,30 ,1 ,0 ,1 ,0 
29,Gravedad,3 ,76 ,72 ,89 ,0 ,0 ,<color=#F5F5E1>,La onda de 『##72##』 se expande considerablemente,<color=#F5F5E1>,Reduce la [Vel. de movimiento] de todos los enemigos un 〈5%〉.,<color=#FFFFFF>,`,1 ,55 ,-5 ,1 ,0 ,1 ,0 
30,Genio,4 ,155 ,217 ,82 ,184 ,0 ,<color=#F5F5E1>,El límite de [Niveles Adicionales] aplicables tras alcanzar el Nivel Máximo aumenta en 〈10〉,<color=#64FF32>,Aumenta la Adquisición de maná un 25%,<color=#FFFFFF>,`,0 ,43 ,10 ,38 ,25 ,1 ,0 
31,Conflux,4 ,202 ,182 ,41 ,160 ,0 ,<color=#F5F5E1>,El efecto de 『##202##』 aumenta 〈1.5X〉.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
32,Carnicero,4 ,111 ,164 ,47 ,170 ,0 ,<color=#F5F5E1>,Inflige un 〈15%〉 de [Daño Adicional] a {Monstruos de Oleada de Jefe}.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,732 ,15 ,1 ,0 ,1 ,0 
33,Gilgamesh,5 ,75 ,176 ,177 ,198 ,218 ,<color=#F5F5E1>,"Al eliminar [2500] enemigos, se activa el efecto de la {Runa de la Codicia}.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,733 ,2500 ,1 ,0 ,1 ,0 
34,Homúnculo,4 ,118 ,66 ,91 ,106 ,0 ,<color=#F5F5E1>,"Al morir, {Revivir} con una probabilidad de 〈30%〉.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,730 ,30 ,1 ,0 ,1 ,0 
35,Broker,4 ,214 ,66 ,99 ,77 ,0 ,<color=#F5F5E1>,Los {artículos con 25% de descuento} del [Mercader] pasan a ser 〈gratuitos〉.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
36,Réquiem,4 ,87 ,193 ,110 ,172 ,0 ,<color=#F5F5E1>,Los enemigos eliminados mediante el efecto de 『##193##』 llenan las acumulaciones de 『##87##』.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
37,Fanático,3 ,216 ,115 ,154 ,0 ,0 ,<color=#F5F5E1>,El efecto de 『##154##』 aumenta 〈2X〉 y su tiempo de activación se acelera 〈2X〉.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,Medusa,4 ,102 ,216 ,108 ,88 ,0 ,<color=#F5F5E1>,Inflige [Daño Adicional] según la cantidad de acumulaciones de 『##102##』 aplicadas al objetivo.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
39,Dominus,4 ,168 ,186 ,56 ,173 ,0 ,<color=#F5F5E1>,El Daño de las combinaciones de Magias aumenta un 〈25%〉 por cada [combinación de Magias] activada.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,731 ,25 ,1 ,0 ,1 ,0 
40,Elixir,3 ,73 ,71 ,65 ,0 ,0 ,<color=#F5F5E1>,『##65##』 restaura de inmediato y reduce el [Tiempo de Reutilización] en 〈20 segundos〉,<color=#64FF32>,Aumenta la Recuperación de PS de orbe de vida un 50%,<color=#FFFFFF>,`,1 ,36 ,50 ,1 ,0 ,1 ,0 
41,Factor Curativo,3 ,91 ,106 ,51 ,0 ,0 ,<color=#F5F5E1>,[HP Adicional] de 『##106##』 también aumenta mediante [Regeneración de HP por Segundo],<color=#64FF32>,"Aumenta la Regen. de PS por seg. un 0,5%",<color=#FFFFFF>,`,1 ,24 ,50 ,1 ,0 ,1 ,0 
42,Steampunk,3 ,85 ,81 ,52 ,0 ,0 ,<color=#F5F5E1>,Reduce el tiempo de recup. de [todos los Artefactos] un 〈12%〉.,<color=#64FF32>,Aumenta la duración de todas las Magias un 12%,<color=#FFFFFF>,`,0 ,110 ,-12 ,10 ,12 ,1 ,0 
43,Ninfa,4 ,124 ,125 ,126 ,127 ,0 ,<color=#6EDCFF>,Aumenta el Daño de todas las Magias un 100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,17 ,100 ,1 ,0 ,1 ,0 
44,Caos,4 ,83 ,187 ,156 ,183 ,0 ,<color=#F5F5E1>,Las magias activadas por 『##83##』 infligen el doble de daño,<color=#FFFFFF>,`,<color=#FFFFFF>,`,100 ,1 ,0 ,1 ,0 ,1 ,0 
45,Djinn,4 ,207 ,206 ,112 ,175 ,0 ,<color=#F5F5E1>,Los enemigos normales ocasionalmente sueltan [Orbe de Maná (Grande)] al ser eliminados,<color=#64FF32>,Aumenta la Adquisición de maná un 10%,<color=#FFFFFF>,`,1 ,38 ,10 ,1 ,0 ,1 ,0 
46,Máquina de Guerra,4 ,171 ,123 ,120 ,52 ,0 ,<color=#F5F5E1>,La acumulación de 『##171##』 se llena al máximo de inmediato,<color=#64FF32>,Aumenta el ATQ un 20%,<color=#FFFFFF>,`,1 ,4 ,20 ,1 ,0 ,1 ,0 
47,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
48,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
49,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
50,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
51,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
52,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
53,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
54,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
55,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
56,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
57,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
58,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
59,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
60,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
61,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
62,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
63,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
64,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
65,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
66,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
67,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
68,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
69,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
70,Maestría : Disparo mágico,4 ,209 ,97 ,128 ,210 ,0 ,<color=#6EDCFF>,Aumenta el Daño del Disparo mágico un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,151 ,50 ,1 ,0 ,1 ,0 
71,Maestría : Bola de fuego,3 ,138 ,151 ,132 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño de la Bola de fuego un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,181 ,50 ,1 ,0 ,1 ,0 
72,Maestría : Espíritu,4 ,93 ,97 ,210 ,135 ,0 ,<color=#6EDCFF>,Aumenta el Daño del Espíritu un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,271 ,50 ,1 ,0 ,1 ,0 
73,Maestría : Satélite,4 ,147 ,113 ,46 ,136 ,0 ,<color=#6EDCFF>,Aumenta el Daño del Satélite un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,306 ,50 ,1 ,0 ,1 ,0 
74,Maestría : Nova de hielo,3 ,80 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño de la Nova de hielo un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,371 ,50 ,1 ,0 ,1 ,0 
75,Maestría : Tormenta de rayos,3 ,139 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño de la Tormenta de rayos un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,211 ,50 ,1 ,0 ,1 ,0 
76,Maestría : Zona eléctrica,3 ,205 ,46 ,130 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño de la Zona eléctrica un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,291 ,50 ,1 ,0 ,1 ,0 
77,Maestría : Tsunami,3 ,146 ,208 ,126 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño del Tsunami un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,251 ,50 ,1 ,0 ,1 ,0 
78,Maestría : Meteoro,3 ,140 ,151 ,129 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño del Meteoro un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,321 ,50 ,1 ,0 ,1 ,0 
79,Maestría : Ciclón,3 ,141 ,126 ,58 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño del Ciclón un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,391 ,50 ,1 ,0 ,1 ,0 
80,Maestría : Electrocución,3 ,142 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño de la Electrocución un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,421 ,50 ,1 ,0 ,1 ,0 
81,Maestría : Incineración,3 ,144 ,212 ,132 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño de la Incineración un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,461 ,50 ,1 ,0 ,1 ,0 
82,Maestría : Disparo de energía,3 ,143 ,161 ,131 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño del Disparo de energía un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,481 ,50 ,1 ,0 ,1 ,0 
83,Maestría : Ventisca,3 ,145 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño de la Ventisca un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,511 ,50 ,1 ,0 ,1 ,0 
84,Maestría : Rayo arcano,3 ,119 ,161 ,137 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño del Rayo arcano un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,531 ,50 ,1 ,0 ,1 ,0 
85,Maestría : Zona de lava,3 ,148 ,208 ,212 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño de la Zona de lava un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,581 ,50 ,1 ,0 ,1 ,0 
86,Maestría : Destello,3 ,150 ,208 ,125 ,0 ,0 ,<color=#6EDCFF>,Aumenta el Daño del Destello un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,601 ,50 ,1 ,0 ,1 ,0 
87,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
88,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
89,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
90,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
91,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
92,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
93,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
94,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
95,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
96,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
97,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
98,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
99,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
100,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
