ID,이름,개수,ID_01,ID_02,ID_03,ID_04,ID_05,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,시너지 고유값,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값
32,Мясник,4 ,111 ,164 ,47 ,170 ,0 ,<color=#F5F5E1>,Наносит 〈15%〉 [дополнительного урона] {монстрам волны босса}.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,732 ,15 ,1 ,0 ,1 ,0 
33,Гильгамеш,5 ,75 ,176 ,177 ,198 ,218 ,<color=#F5F5E1>,Эффект {руны жадности} активируется после убийства [2500 врагов].,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,733 ,2500 ,1 ,0 ,1 ,0 
34,Гомункул,4 ,118 ,66 ,91 ,106 ,0 ,<color=#F5F5E1>,При смерти {возрождает} с вероятностью 〈30%〉.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,730 ,30 ,1 ,0 ,1 ,0 
35,Брокер,4 ,214 ,66 ,99 ,77 ,0 ,<color=#F5F5E1>,{Товар со скидкой 25%} у [торговца] становится 〈бесплатным〉.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
36,Реквием,4 ,87 ,193 ,110 ,172 ,0 ,<color=#F5F5E1>,"Враги, {мгновенно убитые} эффектом 『##193##』, заполняют стаки 『##87##』.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
37,Фанатик,3 ,216 ,115 ,154 ,0 ,0 ,<color=#F5F5E1>,"Эффект 『##154##』 увеличивается в 〈2 раза〉, а скорость срабатывания увеличивается в 〈2 раза〉.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,Медуза,4 ,102 ,216 ,108 ,88 ,0 ,<color=#F5F5E1>,Наносит [дополнительный урон] в зависимости от количества стаков 『##102##』 на цели.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
39,Доминус,4 ,168 ,186 ,56 ,173 ,0 ,<color=#F5F5E1>,Урон [комбинаций заклинаний] увеличивается на 〈25%〉 за каждую активную [комбинацию заклинаний].,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,731 ,25 ,1 ,0 ,1 ,0 
40,Эликсир,3 ,73 ,71 ,65 ,0 ,0 ,<color=#F5F5E1>,Эффект 『##65##』 немедленно восстанавливает и снижает [перезарядку] на 〈20 сек.〉.,<color=#64FF32>,Исцеление от крупицы жизни +50%,<color=#FFFFFF>,`,1 ,36 ,50 ,1 ,0 ,1 ,0 
41,Хилинг-Фактор,3 ,91 ,106 ,51 ,0 ,0 ,<color=#F5F5E1>,[Доп. здоровье] 『##106##』 также увеличивает [восстановление здоровья в сек.].,<color=#64FF32>,"Доля восстановления здоровья в сек. +0,5%",<color=#FFFFFF>,`,1 ,24 ,50 ,1 ,0 ,1 ,0 
42,Стимпанк,3 ,85 ,81 ,52 ,0 ,0 ,<color=#F5F5E1>,[Время перезарядки всех артефактов] сокращается на 〈12%〉.,<color=#64FF32>,Длительность всех заклинаний +12%,<color=#FFFFFF>,`,0 ,110 ,-12 ,10 ,12 ,1 ,0 
43,Нимфа,4 ,124 ,125 ,126 ,127 ,0 ,<color=#6EDCFF>,Урон всех заклинаний +100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,17 ,100 ,1 ,0 ,1 ,0 
44,Хаос,4 ,83 ,187 ,156 ,183 ,0 ,<color=#F5F5E1>,"Заклинания, активированные через 『##83##』, наносят 〈x2〉 урона.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,100 ,1 ,0 ,1 ,0 ,1 ,0 
45,Джинн,4 ,207 ,206 ,112 ,175 ,0 ,<color=#F5F5E1>,При убийстве обычного врага иногда выпадает [большая мана-сфера].,<color=#64FF32>,Получение маны +10%,<color=#FFFFFF>,`,1 ,38 ,10 ,1 ,0 ,1 ,0 
46,Военная машина,4 ,171 ,123 ,120 ,52 ,0 ,<color=#F5F5E1>,Стаки 『##171##』 немедленно достигают максимума.,<color=#64FF32>,Атака +20%,<color=#FFFFFF>,`,1 ,4 ,20 ,1 ,0 ,1 ,0 
47,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
48,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
49,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
50,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
51,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
52,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
53,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
54,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
55,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
56,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
57,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
58,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
59,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
60,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
61,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
62,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
63,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
64,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
65,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
66,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
67,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
68,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
69,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
70,Мастерство : Магическая пуля,4 ,209 ,97 ,128 ,210 ,0 ,<color=#6EDCFF>,Урон магических пуль +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,151 ,50 ,1 ,0 ,1 ,0 
71,Мастерство : Огненный шар,3 ,138 ,151 ,132 ,0 ,0 ,<color=#6EDCFF>,Урон огненных шаров +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,181 ,50 ,1 ,0 ,1 ,0 
72,Мастерство : Дух,4 ,93 ,97 ,210 ,135 ,0 ,<color=#6EDCFF>,Урон духов +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,271 ,50 ,1 ,0 ,1 ,0 
73,Мастерство : Спутник,4 ,147 ,113 ,46 ,136 ,0 ,<color=#6EDCFF>,Урон спутников +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,306 ,50 ,1 ,0 ,1 ,0 
74,Мастерство : Ледяные иглы,3 ,80 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,Урон ледяных игл +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,371 ,50 ,1 ,0 ,1 ,0 
75,Мастерство : Молния,3 ,139 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,Урон молний +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,211 ,50 ,1 ,0 ,1 ,0 
76,Мастерство : Область электротока,3 ,205 ,46 ,130 ,0 ,0 ,<color=#6EDCFF>,Урон области электротока +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,291 ,50 ,1 ,0 ,1 ,0 
77,Мастерство : Цунами,3 ,146 ,208 ,126 ,0 ,0 ,<color=#6EDCFF>,Урон цунами +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,251 ,50 ,1 ,0 ,1 ,0 
78,Мастерство : Метеорит,3 ,140 ,151 ,129 ,0 ,0 ,<color=#6EDCFF>,Урон метеоритов +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,321 ,50 ,1 ,0 ,1 ,0 
79,Мастерство : Вихрь,3 ,141 ,126 ,58 ,0 ,0 ,<color=#6EDCFF>,Урон вихря +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,391 ,50 ,1 ,0 ,1 ,0 
80,Мастерство : Электрический удар,3 ,142 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,Урон электрического удара +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,421 ,50 ,1 ,0 ,1 ,0 
81,Мастерство : Испепеление,3 ,144 ,212 ,132 ,0 ,0 ,<color=#6EDCFF>,Урон испепеления +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,461 ,50 ,1 ,0 ,1 ,0 
82,Мастерство : Энергетическая пуля,3 ,143 ,161 ,131 ,0 ,0 ,<color=#6EDCFF>,Урон энергетических пуль +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,481 ,50 ,1 ,0 ,1 ,0 
83,Мастерство : Метель,3 ,145 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,Урон метели +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,511 ,50 ,1 ,0 ,1 ,0 
84,Мастерство : Таинственный луч,3 ,119 ,161 ,137 ,0 ,0 ,<color=#6EDCFF>,Урон таинственных лучей +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,531 ,50 ,1 ,0 ,1 ,0 
85,Мастерство : Лавовая область,3 ,148 ,208 ,212 ,0 ,0 ,<color=#6EDCFF>,Урон лавовой области +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,581 ,50 ,1 ,0 ,1 ,0 
86,Мастерство : Световая вспышка,3 ,150 ,208 ,125 ,0 ,0 ,<color=#6EDCFF>,Урон световых вспышек +50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,601 ,50 ,1 ,0 ,1 ,0 
87,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
88,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
89,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
90,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
91,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
92,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
93,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
94,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
95,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
96,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
97,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
98,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
99,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
100,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
