ID,이름,유형,특성A레벨,특성B레벨,특성C레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,궁극기 이름,궁극기 조건,궁극기 설명줄01,UI002,기술 개수
10,Vórtice,조합,463 ,389 ,0 ,<color=#F5F5E1>,Ciclones são criados perto do personagem e giram.,<color=#F5F5E1>,Ciclones [diminuem] de tamanho gradualmente.,<color=#6EDCFF>,Aumente o dano de Ciclone em 9x,<color=#6EDCFF>,Aumente a duração de Ciclone em 9x,<color=#6EDCFF>,Reduza a recarga de Ciclone em 50%,<color=#FFFFFF>,`,406 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,9,1095 ,9,1 ,0 ,1 ,0 ,Darkness,10,Ciclone se manifesta ocasionalmente em uma forma maximizada e unificada,`,`
11,Sopro do Fogo,조합,490 ,515 ,0 ,<color=#F5F5E1>,Incineração não dispara mais para o lado do personagem @ mas para [cinco direções] distantes do personagem.,<color=#F5F5E1>,Incinerações são criadas com alcance maior e mais velocidade.,<color=#6EDCFF>,Aumente o dano de Incineração em 6x,<color=#6EDCFF>,Aumente o número de Incinerações em 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,464 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1161 ,6,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
12,Chama do Éter,조합,508 ,488 ,0 ,<color=#F5F5E1>,Cada explosão de Nevasca se divide em 〈2〉.,<color=#6EDCFF>,Aumente o dano de Nevasca em 8x,<color=#6EDCFF>,Aumente o tamanho de Nevasca em 20%,<color=#6EDCFF>,Reduza o intervalo de Nevasca em 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,516 ,20 ,522 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,8,1 ,0 ,1 ,0 ,1 ,0 ,아마테라스,0,`,`,`
13,Golpe Orbital,조합,417 ,507 ,0 ,<color=#F5F5E1>,Os relâmpagos são gerados rapidamente perto de um local designado.,<color=#6EDCFF>,Aumente o dano de Tempestade em 9x,<color=#6EDCFF>,Tamanho do raio aumentado em 30%,<color=#FF6464>,Tempo de recarga do relâmpago aumentado em 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,216 ,30 ,220 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,9,1 ,0 ,1 ,0 ,1 ,0 ,익스터미네이션,0,`,`,`
14,Geração de Nêutrons,조합,462 ,391 ,0 ,<color=#F5F5E1>,Todos os Ciclones são [combinados] em um.,<color=#F5F5E1>,"Ciclone não dispara mais projéteis, mas rapidamente [se expande] e a velocidade reduz gradualmente.",<color=#F5F5E1>,Cada Ciclone aumenta o [tamanho] do novo Ciclone em 〈25%〉.,<color=#6EDCFF>,Aumente o dano de Ciclone em 10x,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,Ômega,10,"A duração do Ciclone é convertida em Dano, e explode ao desaparecer",`,`
15,Tempestade de Inverno,조합,506 ,372 ,0 ,<color=#F5F5E1>,Explosões de Nevasca [se expandem].,<color=#6EDCFF>,Aumente o dano de Nevasca em 8x,<color=#6EDCFF>,Aumente o tamanho de Nevasca em 25%,<color=#FF6464>,Reduza o número de Nevascas em 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,516 ,25 ,515 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
16,Raio de Plasma,조합,516 ,391 ,0 ,<color=#F5F5E1>,"Raios Arcanos ficam [fixos] em 〈4〉 e [permanentes], aumentando em 〈1〉 [Raio] para cada redução do Tempo de Recarga de [4 segundos] para [1 segundo]",<color=#F5F5E1>,[Tamanho] e [Duração] dos Raios Arcanos são {convertidos} em [Dano],<color=#F5F5E1>,"Raios Arcanos causam dano em intervalos de 〈0,25 segundos〉",<color=#6EDCFF>,"Para cada Raio Arcano, o Multiplicador de Dano aumenta em 1",<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,Quantum Laser,9,O Raio Arcano aumenta seu poder e gira mais rápido proporcionalmente ao número de raios ativos.,`,`
17,Relâmpagos,조합,416 ,470 ,0 ,<color=#F5F5E1>,〈5〉 Tempestades são criadas em sequência em locais aleatórios.,<color=#F5F5E1>,Cada Tempestade aumenta o [raio de criação] e [número] da nova Tempestade em 〈30%〉.,<color=#6EDCFF>,Aumente o dano de Tempestade em 12x,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,12,1 ,0 ,1 ,0 ,1 ,0 ,Death Storm,4,A quantidade de invocações consecutivas da Tempestade aumenta e é gerada mais rapidamente,`,`
18,Explosão de Fótons,조합,409 ,35 ,0 ,<color=#F5F5E1>,O Escudo explode em vez de carregar.,<color=#F5F5E1>,[Dano] e [Tamanho] dos Escudos aumentam em 〈33%〉 por Escudo,<color=#F5F5E1>,[Dano] aumenta em relação ao [aumento de todo o tamanho da magia],<color=#6EDCFF>,Reduza a recarga de Escudo em 70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,233 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
19,Inferno,조합,488 ,533 ,0 ,<color=#F5F5E1>,Incineração é gerada rapidamente e o [Multiplicador Máximo] de poder é aumentado,<color=#EB96FF>,"(Máximo: Dano x30, Tamanho x2)",<color=#6EDCFF>,Reduza a recarga de Incineração em 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,472 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,Inquisitor,23,Incineração é gerada explosivamente em um único instante,`,`
20,Calibração de Raio,조합,425 ,390 ,0 ,<color=#F5F5E1>,Zonas Elétricas giram ao redor do personagem como vários [projéteis].,<color=#F5F5E1>,"Zonas Elétricas não têm mais [intervalo de dano], mas aumentaram a [velocidade de rotação].",<color=#6EDCFF>,Aumente o dano de Zona Elétrica em 10x,<color=#6EDCFF>,Aumente o tamanho de Zona Elétrica em 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,10,1 ,0 ,1 ,0 ,1 ,0 ,템페스터,0,감전지대가 더 많은 투사체를 생성하고 더 강해진다.,`,`
21,Fornalha,조합,535 ,443 ,0 ,<color=#F5F5E1>,Zonas de Lava [se expandem] gradualmente.,<color=#F5F5E1>,[Dano] aumenta em relação à duração de Zona de Lava.,<color=#6EDCFF>,Aumente o dano de Zona de Lava em 10x,<color=#6EDCFF>,Aumente a duração de Zona de Lava em 30%,<color=#6EDCFF>,Reduza a recarga de Zona de Lava em 30%,<color=#FFFFFF>,`,585 ,30 ,590 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1281 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
22,Sobrecarga de Corrente,조합,470 ,382 ,0 ,<color=#F5F5E1>,"Choques Elétricos não são mais encadeados, mas são criados 〈3 a 7 vezes〉 seguidas.",<color=#F5F5E1>,Choque Elétrico tem [alcance] maior.,<color=#6EDCFF>,Aumente o dano de Choque Elétrico em 8x,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
23,Grande Enchente,조합,435 ,461 ,0 ,<color=#F5F5E1>,〈2〉 Tsunamis adicionais são criados em cada lado do Tsunami.,<color=#F5F5E1>,Tsunamis são sempre criados atrás do personagem.,<color=#6EDCFF>,Aumente o dano do Tsunami em 8x,<color=#FF6464>,Aumente a recarga de Tsunami em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,260 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,951 ,8,1 ,0 ,1 ,0 ,1 ,0 ,Mega Tsunami,17,Tsunami ocorre simultaneamente em uma ampla área,`,`
24,Florescer de Leucojum,조합,399 ,434 ,0 ,<color=#F5F5E1>,"Nova Gélida explode consecutivamente 〈24 vezes〉 em inimigos próximos, reduzindo [Dano] e [Tamanho] em 〈2%〉 por explosão",<color=#6EDCFF>,Aumente o dano de Nova Gélida em 24x,<color=#6EDCFF>,Reduza a recarga de Nova Gélida em 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,378 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,24,1 ,0 ,1 ,0 ,1 ,0 ,Zero Nova,3,As explosões da Nova Gélida são geradas em grande quantidade e alta velocidade,`,`
25,Soberano das Tempestades,조합,461 ,366 ,0 ,<color=#F5F5E1>,〈3〉 Ciclones são criados em sequência em múltiplas direções.,<color=#F5F5E1>,A [velocidade de movimento] dos Ciclones aumenta e depois reduz gradualmente.,<color=#6EDCFF>,Aumente o dano de Ciclone em 10x,<color=#6EDCFF>,Aumente o tamanho de Ciclone em 20%,<color=#FF6464>,Reduza a duração de Ciclone em 50%,<color=#FFFFFF>,`,397 ,20 ,396 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
26,Mente Superior,조합,31 ,526 ,0 ,<color=#F5F5E1>,Apenas [Magia Combinada] é conjurada,<color=#F5F5E1>,"Para cada nível de [Magia Ativa] adquirida, os seguintes atributos são fortalecidos",<color=#FF76DE>,"Amplifique o ataque em 1,5%",<color=#64FF32>,"Aumente todo o tamanho da magia em 0,5%",<color=#64FF32>,"Reduza toda a recarga mágica em 0,3%",<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
27,Motor Perpétuo,조합,524 ,31 ,0 ,<color=#F5F5E1>,Círculos Mágicos são [permanentes].,<color=#F5F5E1>,O [efeito] do Círculo Mágico é aumentado em 〈1%〉 a cada [3%] de sua duração.,<color=#F5F5E1>,O [efeito] do Círculo Mágico é aumentado em 〈1%〉 a cada [3%] de sua redução de recarga.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
28,Portal da Criação,조합,31 ,525 ,0 ,<color=#F5F5E1>,"Para cada [Combinação de Magias] ativada, o [ATQ] é {Amplificado} em 〈20%〉.",<color=#F5F5E1>,Ganhe mais 〈2〉 chance de [Combinação Mágica].,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,35 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
29,Explosão de Origem,조합,499 ,373 ,0 ,<color=#F5F5E1>,Os Raios de Energia explodem imediatamente após se espalharem em todas as direções,<color=#F5F5E1>,[Dano] e [Quantidade] dos Raios de Energia aumentam proporcionalmente à sua duração,<color=#6EDCFF>,Aumente o dano de Raio de Energia em 12x,<color=#6EDCFF>,Aumente o tamanho da explosão de Raio de Energia em 50%,<color=#FF6464>,Tempo de Recarga de Raio de Energia aumentado em 75%,<color=#FFFFFF>,`,494 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1181 ,12,1202 ,50,1 ,0 ,1 ,0 ,Blitz,13,Raios de Energia se dividem duas vezes consecutivas,`,`
30,Disparo de Prisma,조합,515 ,366 ,0 ,<color=#F5F5E1>,"Em vez de criar Raios Arcanos no lado oposto, @ eles são criados [ao mesmo tempo] em direções aleatórias 〈5 vezes〉 seguidas.",<color=#F5F5E1>,A [duração] de Raio Arcano é {convertida} em seu [dano].,<color=#6EDCFF>,Aumente o dano de Raio Arcano em 7x,<color=#6EDCFF>,Reduza a recarga de Raio Arcano em 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,542 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
31,Grande Fenda,조합,400 ,443 ,0 ,<color=#F5F5E1>,Inimigos atingidos por Nova Gélida são todos [recuados],<color=#F5F5E1>,[Dano] aumenta proporcionalmente ao Tamanho da Nova Gélida,<color=#6EDCFF>,Aumente o dano de Nova Gélida em 10x,<color=#6EDCFF>,Aumente o tamanho de Nova Gélida em 50%,<color=#FF6464>,Aumente a recarga de Nova Gélida em 50%,<color=#FFFFFF>,`,375 ,50 ,379 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
32,Hiperião,조합,391 ,445 ,0 ,<color=#F5F5E1>,"O Satélite unificado gera um adicional no lado oposto com [Dano] 【20%】 menor, mas causa {Congelamento} no primeiro impacto",<color=#F5F5E1>,[Dano] aumenta proporcionalmente ao Tamanho do Satélite,<color=#6EDCFF>,Multiplicador de Dano do Satélite aumenta em 50%,<color=#6EDCFF>,Aumente a velocidade de rotação de Satélite em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,311 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,Abaddon,2,"Satélites se fundem em um único Sol, causando 33% de dano a todos os inimigos no campo de batalha.",`,`
33,Avatar,조합,367 ,380 ,0 ,<color=#F5F5E1>,Invoque 〈3〉 [Miragens] adicionais que disparam Raios Mágicos.,<color=#F5F5E1>,Miragens disparam apenas [1] Raio Mágico por vez.,<color=#F5F5E1>,Cada Raio Mágico aumenta o [dano] em 〈33%〉.,<color=#6EDCFF>,"Aumente o dano de Raio Mágico em 9,99x",<color=#6EDCFF>,Reduza a recarga de Raio Mágico em 33%,<color=#FFFFFF>,`,158 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,999,1 ,0 ,1 ,0 ,1 ,0 ,Equilibrium,1,Doppelganger gera 3 clones adicionais,`,`
34,Coração de Raio,조합,470 ,497 ,0 ,<color=#F5F5E1>,"Cada vez que Choque Elétrico é encadeado, o projétil se divide em 〈2〉 e seu [dano] e [tamanho] são reduzidos em 【20%】.",<color=#F5F5E1>,Choque Elétrico é [encadeado] em velocidade maior.,<color=#6EDCFF>,Aumente o dano de Choque Elétrico em 8x,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8 ,1 ,0 ,1 ,0 ,1 ,0 ,Arc,12,"Choque Elétrico é fortalecido, e os projéteis não se dividem durante a cadeia, mas não perdem poder",`,`
35,Grande Impacto,조합,445 ,507 ,0 ,<color=#F5F5E1>,Meteoro é invocado consecutivamente 〈3 vezes〉 e o [Poder] do primeiro meteoro aumenta em 〈50%〉,<color=#6EDCFF>,Aumente o dano de Meteoro em 12x,<color=#6EDCFF>,Reduza a recarga de Meteoro em 30%,<color=#FF6464>,Reduza o tamanho de Meteoro em 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,327 ,30 ,325 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,12,1 ,0 ,1 ,0 ,1 ,0 ,Giant Impact,5,"Meteoro é unificado em um único impacto, atordoando todos os inimigos próximos com a explosão",`,`
36,Coração Congelado,조합,427 ,399 ,0 ,<color=#F5F5E1>,Zona Elétrica congela inimigos por um curto período,<color=#F5F5E1>,"Cada ativação da Zona Elétrica aumenta o [Multiplicador de Dano] e o [Tamanho] em 〈1〉, reiniciando após 〈4 ativações〉",<color=#6EDCFF>,Aumente o dano de Zona Elétrica em 20x,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,20,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
37,Efeito Meissner,조합,426 ,472 ,0 ,<color=#F5F5E1>,"Quando 《PEM》 atordoar um alvo, [empurre-o para trás] e cause 〈10x〉 de {dano adicional}.",<color=#6EDCFF>,Aumente o dano de Zona Elétrica em 6x,<color=#6EDCFF>,Aumente o tamanho de Zona Elétrica em 100%,<color=#FF76DE>,Amplifique o ataque em 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,100 ,16 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,Lockdown,16,"Zona Elétrica é gerada em forma de ondas, e a frequência aumenta proporcionalmente ao Tempo de Recarga.",`,`
38,Bombardeio de Energia,조합,516 ,543 ,0 ,<color=#F5F5E1>,Vários Raios Arcanos são criados em direções aleatórias ao mesmo tempo.,<color=#F5F5E1>,Raios Arcanos não giram mais.,<color=#6EDCFF>,Aumente o dano de Raio Arcano em 20x,<color=#6EDCFF>,Aumente o tamanho de Raio Arcano em 5x,<color=#FF6464>,Reduza a duração de Raio Arcano em 75%,<color=#FFFFFF>,`,538 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,20,1239 ,5,1 ,0 ,1 ,0 ,`,0,`,`,`
39,Super Ciclone,조합,461 ,427 ,0 ,<color=#F5F5E1>,Todos os Ciclones são [combinados] em um.,<color=#F5F5E1>,Ciclones persistem e seguem o personagem. @ [Multiplicador de dano] aumenta em relação à persistência dos Ciclones.,<color=#F5F5E1>,[Recarga] começa quando a duração de Ciclone acabar.,<color=#F5F5E1>,Cada Ciclone aumenta o [tamanho] do novo Ciclone em 〈20%〉.,<color=#EB96FF>,Aumente a duração e recarga de Ciclone em 100%,<color=#FFFFFF>,`,395 ,100 ,407 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1112 ,100,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
40,Teleporte,조합,453 ,36 ,0 ,<color=#F5F5E1>,"Camuflagem é conjurada consecutivamente 〈7 vezes〉, movendo-se aleatoriamente e retornando à posição original ao final",<color=#F5F5E1>,[Quantidade de Conjuração] e [Multiplicador de Dano] da Camuflagem aumentam proporcionalmente à sua duração,<color=#6EDCFF>,Dano da Camuflagem aumenta 3x,<color=#6EDCFF>,Tempo de Recarga da Camuflagem reduzido em 70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,356 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1062 ,3 ,1 ,0 ,1 ,0 ,1 ,0 ,Alucinação,25,Explosões da Camuflagem são ativadas em cadeia 5 vezes,`,`
41,Tempestade de Chamas,조합,443 ,490 ,0 ,<color=#F5F5E1>,A cratera do Meteoro não causa mais dano,<color=#F5F5E1>,"Meteoro é gerado em linha reta em [cinco direções] ao redor do personagem. Para cada conversão de Tamanho em {33%}, {66%}, {99%}, aumenta 〈1〉 em [Direção de Geração] e 〈5〉 em [Multiplicador de Dano]",<color=#6EDCFF>,Aumente o dano de Meteoro em 10x,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,10,1 ,0 ,1 ,0 ,1 ,0 ,볼케이노,0,`,`,`
