ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
10,德魯伊,학파,0 ,<color=#EBEBEB>,〔旋風 Lv +1〕 @ 每當角色等級提升[5]，旋風傷害量『追加』〈3%〉。,<color=#32FFE1>,旋風 Lv +1,<color=#6EDCFF>,旋風冷卻時間減少20%,<color=#6EDCFF>,旋風個數增加1,<color=#FF76DE>,旋風傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-12 ,1 ,1 ,0 ,1 ,0 ,-12 ,1 ,406 ,20 ,393 ,1 ,391 ,20 ,1 ,0 ,1 ,0 
11,火焰術士,학파,0 ,<color=#EBEBEB>,〔火焰球 Lv +1〕 @ 每當角色等級提升[5]，火焰球傷害量『追加』〈3%〉。,<color=#32FFE1>,火焰球 Lv +1,<color=#6EDCFF>,火焰球冷卻時間減少20%,<color=#6EDCFF>,火焰球個數增加1,<color=#FF76DE>,火焰球傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,1 ,1 ,0 ,1 ,0 ,-2 ,1 ,194 ,20 ,184 ,1 ,181 ,20 ,1 ,0 ,1 ,0 
12,術士,학파,0 ,<color=#EBEBEB>,〔電氣衝擊 Lv +1〕 @ 每當角色等級提升[5]，電氣衝擊傷害量『追加』〈3%〉。,<color=#32FFE1>,電氣衝擊 Lv +1,<color=#6EDCFF>,電氣衝擊冷卻時間減少20%,<color=#6EDCFF>,電氣衝擊個數增加35%,<color=#FF76DE>,電氣衝擊傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13 ,1 ,1 ,0 ,1 ,0 ,-13 ,1 ,431 ,20 ,426 ,35 ,421 ,20 ,1 ,0 ,1 ,0 
13,煉金術士,학파,0 ,<color=#EBEBEB>,〔能量彈 Lv +1〕 @ 每當角色等級提升[5]，能量彈傷害量『追加』〈3%〉。,<color=#32FFE1>,能量彈 Lv +1,<color=#6EDCFF>,能量彈冷卻時間減少20%,<color=#6EDCFF>,能量彈個數增加35%,<color=#FF76DE>,能量彈傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-16 ,1 ,1 ,0 ,1 ,0 ,-16 ,1 ,493 ,20 ,486 ,35 ,481 ,20 ,1 ,0 ,1 ,0 
14,學者,학파,0 ,<color=#EBEBEB>,〔初始等級 +3〕 @ 每當角色等級提升[1]，所有魔法傷害量增加〈1%〉。,<color=#EB96FF>,博士 Lv +1,<color=#EBEBEB>,法力回收選擇效果量增加〈30%〉。,<color=#EBEBEB>,魔法選擇出現[4個]的機率增加〈50%〉。,<color=#FF76DE>,法力獲得量增加5% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,1 ,0 ,1 ,0 ,-316 ,1 ,61 ,30 ,58 ,50 ,38 ,5 ,1 ,0 ,1 ,0 
15,魔女,학파,0 ,<color=#EBEBEB>,〔熔岩地帶 Lv +1〕 @ 每當角色等級提升[5]，熔岩地帶傷害量『追加』〈3%〉。,<color=#32FFE1>,熔岩地帶 Lv +1,<color=#6EDCFF>,熔岩地帶冷卻時間減少20%,<color=#6EDCFF>,熔岩地帶個數增加1,<color=#FF76DE>,熔岩地帶傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-20 ,1 ,1 ,0 ,1 ,0 ,-20 ,1 ,590 ,20 ,583 ,1 ,581 ,20 ,1 ,0 ,1 ,0 
16,電荷術士,학파,0 ,<color=#EBEBEB>,〔導電地帶 Lv +1〕 @ 每當角色等級提升[5]，導電地帶傷害量『追加』〈3%〉。,<color=#32FFE1>,導電地帶 Lv +1,<color=#6EDCFF>,導電地帶傷害間隔減少20%,<color=#6EDCFF>,導電地帶面積增加25%,<color=#FF76DE>,導電地帶傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-8 ,1 ,1 ,0 ,1 ,0 ,-8 ,1 ,296 ,20 ,293 ,25 ,291 ,20 ,1 ,0 ,1 ,0 
17,協調者,학파,0 ,<color=#EBEBEB>,〔海嘯 Lv +1〕 @ 每當角色等級提升[5]，海嘯傷害量『追加』〈3%〉。,<color=#32FFE1>,海嘯 Lv +1,<color=#6EDCFF>,海嘯冷卻時間減少20%,<color=#6EDCFF>,海嘯個數增加35%,<color=#FF76DE>,海嘯傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-9 ,1 ,1 ,0 ,1 ,0 ,-9 ,1 ,259 ,20 ,254 ,35 ,251 ,20 ,1 ,0 ,1 ,0 
18,大魔法師,학파,0 ,<color=#EBEBEB>,〔初始等級 +3〕 @ [組合魔法]傷害量增加〈50%〉。,<color=#32FFE1>,魔法陣 Lv +1,<color=#EB96FF>,默言詠唱 Lv +1,<color=#EBEBEB>,[組合魔法]傷害量增加〈50%〉。,<color=#FF76DE>,所有魔法冷卻時間減少3% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,90 ,50 ,1 ,0 ,-19 ,1 ,-307 ,1 ,90 ,50 ,6 ,3 ,1 ,0 ,1 ,0 
19,考古學者,학파,0 ,<color=#EBEBEB>,〔魔力彈 Lv +1〕 @ 角色每升[20]級，附近會生成 [寶箱]。,<color=#32FFE1>,探索 Lv +1,<color=#6EDCFF>,法力獲得量增加10%,<color=#EBEBEB>,[寶箱]的掉落頻率增加〈10%〉。,<color=#FF76DE>,道具獲得範圍增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,1 ,0 ,1 ,0 ,-38 ,1 ,38 ,10 ,127 ,-10 ,40 ,20 ,1 ,0 ,1 ,0 
20,魔術師,학파,0 ,<color=#EBEBEB>,〔魔力彈 Lv +1〕 @ 魔力彈變換為 [隨機投射體]的機率增加〈20%〉。,<color=#32FFE1>,魔力彈 Lv +1,<color=#EBEBEB>,魔力彈變換為[隨機投射體]的機率增加〈5%〉。,<color=#EBEBEB>,魔力彈變換為[隨機投射體]的機率增加〈5%〉。,<color=#FF76DE>,暴擊率增加3% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,168 ,20 ,1 ,0 ,-1 ,1 ,168 ,5 ,168 ,5 ,14 ,3 ,1 ,0 ,1 ,0 
21,魔學者,학파,0 ,<color=#EBEBEB>,〔暴風雪 Lv +1〕 @ 每當角色等級提升[5]，暴風雪傷害量『追加』〈3%〉。,<color=#32FFE1>,暴風雪 Lv +1,<color=#6EDCFF>,暴風雪冷卻時間減少20%,<color=#6EDCFF>,暴風雪個數增加35%,<color=#FF76DE>,暴風雪傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,1 ,0 ,1 ,0 ,-17 ,1 ,519 ,20 ,514 ,35 ,511 ,20 ,1 ,0 ,1 ,0 
22,戰鬥法師,학파,0 ,<color=#EBEBEB>,〔閃光衝擊 Lv +1〕 @ 每當角色等級提升[5]，閃光衝擊傷害量『追加』〈3%〉。,<color=#32FFE1>,閃光衝擊 Lv +1,<color=#6EDCFF>,閃光衝擊冷卻時間減少20%,<color=#6EDCFF>,閃光衝擊面積增加25%,<color=#FF76DE>,閃光衝擊傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,1 ,0 ,1 ,0 ,-21 ,1 ,609 ,20 ,606 ,25 ,601 ,20 ,1 ,0 ,1 ,0 
23,戰爭領主,학파,0 ,<color=#EBEBEB>,〔焚燒 Lv +1〕 @ 每當角色等級提升[5]，焚燒傷害量『追加』〈3%〉。,<color=#32FFE1>,焚燒 Lv +1,<color=#6EDCFF>,焚燒冷卻時間減少20%,<color=#6EDCFF>,焚燒面積增加25%,<color=#FF76DE>,焚燒傷害量增加20% （所有學派均有效）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,1 ,0 ,1 ,0 ,-15 ,1 ,472 ,20 ,468 ,25 ,461 ,20 ,1 ,0 ,1 ,0 
24,黑魔法師,학파,0 ,<color=#EBEBEB>,〔魔力彈 Lv +1〕 @ 消滅敵軍時有 〈10%〉 的機率引發[爆炸]。 @ 『（爆炸傷害量為敵軍體力上限的75%）』,<color=#32FFE1>,魔力發散 Lv +1,<color=#6EDCFF>,消滅敵軍時[爆炸]機率增加〈5%〉,<color=#6EDCFF>,消滅敵軍時[爆炸]機率增加〈5%〉,<color=#FF76DE>,所有魔法面積增加3% （所有學派均有效）,<color=#FFFFFF>,`,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,118 ,10 ,1 ,0 ,-35 ,1 ,118 ,5 ,118 ,5 ,8 ,3 ,1 ,0 ,1 ,0 
25,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
26,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
27,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
28,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
29,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
30,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
31,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
32,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
33,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
34,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
35,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
36,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
37,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
39,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
41,魔法師,실험체,800 ,<color=#FF76DE>,魔力彈傷害量增加5% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,151 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
42,天文學者,실험체,800 ,<color=#1BA9E3>,核心能量,<color=#FF76DE>,衛星傷害量增加5% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,113 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,306 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
43,冰凍師,실험체,800 ,<color=#1BA9E3>,月之水晶,<color=#FF76DE>,凜霜傷害量增加5% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,371 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
44,咒術師,실험체,800 ,<color=#1BA9E3>,雷神之鎚,<color=#FF76DE>,落雷傷害量增加5% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,211 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
45,巫術師,실험체,800 ,<color=#1BA9E3>,次元門,<color=#FF76DE>,隕石墜落傷害量增加5% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,321 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
46,魔道學者,실험체,800 ,<color=#1BA9E3>,魔晶石,<color=#FF76DE>,攻擊力增加2% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,56 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
47,召喚師,실험체,800 ,<color=#1BA9E3>,魔法棒,<color=#FF76DE>,精靈傷害量增加5% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,93 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,271 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
48,大主教,실험체,800 ,<color=#1BA9E3>,庇護,<color=#FF76DE>,受到的傷害量減少2% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,108 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
49,神祕術士,실험체,800 ,<color=#1BA9E3>,異界觸手,<color=#FF76DE>,幻視光線傷害量增加5% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,119 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,531 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
50,德魯伊,실험체,800 ,<color=#1BA9E3>,芭蕉扇,<color=#FF76DE>,旋風傷害量增加5% （所有學派均有效）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,141 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,391 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
