ID,이름,유형,요구레벨,특성ID,특성A레벨,특성B레벨,특성C레벨,최대레벨,파생기술ID,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,기술 습득01,기술 습득02,기술 습득03,기술 습득04,기술 습득05,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,UI002,기술 개수
11,유체화,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,잠시동안 모든 물체를 [통과]하며 [이동속도]가 상승한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《유체화 지속시간 30% 증가》^《유체화 지속시간 30% 증가》^《유체화 지속시간 30% 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-11 ,1 ,352 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
12,돌개바람,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,큰 바람을 일으켜 점차 커지면서 피해를 준다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,돌개바람 피해량 50% 증가 @ 돌개바람 지속시간 15% 증가,<color=#FFFFFF>,《돌개바람 개수 1 증가》^《돌개바람 피해량 50% 증가》^《돌개바람 지속시간 30% 증가》^《돌개바람 개수 1 증가》^《돌개바람 피해량 50% 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-12 ,1 ,393 ,1 ,391 ,50 ,395 ,30 ,393 ,1 ,391 ,50 ,1 ,0 ,391 ,50 ,395 ,15 ,`,`
13,전기충격,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,무작위 방향에 전기를 방출한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,전기충격 피해량 50% 증가 @ 전기충격 쿨타임 5% 감소,<color=#FFFFFF>,《전기충격 피해량 20% 증가 @ 전기충격 개수 1 증가》^《전기충격 피해량 20% 증가 @ 전기충격 개수 1 증가》^《전기충격 피해량 20% 증가 @ 전기충격 개수 1 증가》^《전기충격 피해량 20% 증가 @ 전기충격 개수 1 증가》^《전기충격 피해량 20% 증가 @ 전기충격 개수 1 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13 ,1 ,421 ,20 ,424 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,421 ,50 ,431 ,5 ,`,`
14,아마겟돈,마법,6 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,모든 적을 제거한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《아마겟돈 쿨타임 10% 감소》^《아마겟돈 쿨타임 10% 감소》^《아마겟돈 쿨타임 10% 감소》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-14 ,1 ,443 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
15,소각,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,전방에 화염을 방출한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,소각 피해량 50% 증가 @ 소각 쿨타임 5% 감소,<color=#FFFFFF>,《소각 개수 6 증가》^《소각 피해량 50% 증가》^《소각 크기 20% 증가》^《소각 개수 6 증가》^《소각 피해량 50% 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,463 ,6 ,461 ,50 ,468 ,20 ,463 ,6 ,461 ,50 ,1 ,0 ,461 ,50 ,472 ,5 ,`,`
16,에너지탄,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,관통형 투사체를 주변에 발사한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,에너지탄 피해량 50% 증가 @ 에너지탄 크기 10% 증가,<color=#FFFFFF>,《에너지탄 피해량 20% 증가 @ 에너지탄 개수 2 증가》^《에너지탄 피해량 20% 증가 @ 에너지탄 개수 2 증가》^《에너지탄 피해량 20% 증가 @ 에너지탄 개수 2 증가》^《에너지탄 피해량 20% 증가 @ 에너지탄 개수 2 증가》^《에너지탄 피해량 20% 증가 @ 에너지탄 개수 2 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-16 ,1 ,481 ,20 ,485 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,481 ,50 ,483 ,10 ,`,`
17,눈보라,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,적을 [빙결]시키는 눈보라를 일으킨다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,눈보라 피해량 50% 증가 @ 눈보라 쿨타임 5% 감소,<color=#FFFFFF>,《눈보라 개수 8 증가》^《눈보라 피해량 50% 증가》^《눈보라 쿨타임 15% 감소》^《눈보라 개수 8 증가》^《눈보라 피해량 50% 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,513 ,8 ,511 ,50 ,519 ,15 ,513 ,8 ,511 ,50 ,1 ,0 ,511 ,50 ,519 ,5 ,`,`
18,비전 광선,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,모든 물체를 꿰뚫는 광선을 발사한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,비전 광선 피해량 50% 증가 @ 비전 광선 쿨타임 5% 감소,<color=#FFFFFF>,《비전 광선 피해량 20% 증가 @ 비전 광선 개수 1 증가》^《비전 광선 피해량 20% 증가 @ 비전 광선 개수 1 증가》^《비전 광선 피해량 20% 증가 @ 비전 광선 개수 1 증가》^《비전 광선 피해량 20% 증가 @ 비전 광선 개수 1 증가》^《비전 광선 피해량 20% 증가 @ 비전 광선 개수 1 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-18 ,1 ,531 ,20 ,533 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,531 ,50 ,542 ,5 ,`,`
19,마법진,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,지속시간 동안 [공격력]을 {증폭}시킨다.,<color=#EB96FF>,(기본 증폭 효과량 : 20%),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《마법진 효과량 5% 증가 @ 마법진 지속시간 20% 증가》^《마법진 효과량 5% 증가 @ 마법진 지속시간 20% 증가》^《마법진 효과량 5% 증가 @ 마법진 지속시간 20% 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-19 ,1 ,561 ,5 ,563 ,20 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
20,용암지대,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,일정시간 지속하여 적에게 피해를 주는 용암지대를 생성한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,용암지대 피해량 50% 증가 @ 용암지대 쿨타임 5% 감소,<color=#FFFFFF>,《용암지대 개수 1 증가》^《용암지대 피해량 50% 증가》^《용암지대 크기 20% 증가》^《용암지대 개수 1 증가》^《용암지대 피해량 50% 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-20 ,1 ,583 ,1 ,581 ,50 ,587 ,20 ,583 ,1 ,581 ,50 ,1 ,0 ,581 ,50 ,590 ,5 ,`,`
21,섬광 충격,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,캐릭터 이동 방향으로 필드를 가로지르는 섬광이 생성되어 적들에게 피해를 준다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,섬광 충격 피해량 50% 증가 @ 섬광 충격 쿨타임 5% 감소,<color=#FFFFFF>,《섬광 충격 크기 15% 증가》^《섬광 충격 피해량 50% 증가》^《섬광 충격 크기 15% 증가》^《섬광 충격 쿨타임 20% 감소》^《섬광 충격 피해량 50% 증가》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,606 ,15 ,601 ,50 ,606 ,15 ,609 ,20 ,601 ,50 ,1 ,0 ,601 ,50 ,609 ,5 ,`,`
22,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
23,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
24,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
25,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
26,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
27,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
28,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
29,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
30,상급 마법,패시브,1 ,0 ,0 ,0 ,0 ,3 ,30 ,<color=#EBEBEB>,[조합 마법] 피해량이 〈15%〉 증가한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-30 ,1 ,90 ,15 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
31,지능,패시브,0 ,0 ,0 ,0 ,0 ,5 ,31 ,<color=#64FF32>,공격력 10% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,공격력 3% 증가,1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-31 ,1 ,4 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
32,고속시전,패시브,0 ,0 ,0 ,0 ,0 ,3 ,32 ,<color=#64FF32>,모든 마법 쿨타임 5% 감소,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,모든 마법 쿨타임 1% 감소,1,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-32 ,1 ,6 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
33,생명력,패시브,0 ,0 ,0 ,0 ,0 ,5 ,33 ,<color=#64FF32>,최대 체력 20% 증가,<color=#64FF32>,생명의 구슬 회복량 10% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,최대 체력 10% 증가,1,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-33 ,1 ,20 ,20 ,36 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
34,가속,패시브,0 ,0 ,0 ,0 ,0 ,2 ,34 ,<color=#64FF32>,이동속도 10% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,이동속도 2% 증가,1,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-34 ,1 ,30 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
35,마력 발산,패시브,0 ,0 ,0 ,0 ,0 ,3 ,35 ,<color=#64FF32>,모든 마법 크기 5% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,모든 마법 크기 2% 증가,1,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-35 ,1 ,8 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
36,집중,패시브,0 ,0 ,0 ,0 ,0 ,3 ,36 ,<color=#64FF32>,모든 마법 지속시간 10% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,모든 마법 지속시간 3% 증가,1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-36 ,1 ,10 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
37,저격,패시브,0 ,0 ,0 ,0 ,0 ,3 ,37 ,<color=#64FF32>,치명타율 5% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,치명타율 1% 증가,1,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-37 ,1 ,14 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
38,탐색,패시브,0 ,0 ,0 ,0 ,0 ,3 ,38 ,<color=#64FF32>,아이템 획득 반경 33% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,아이템 획득 반경 10% 증가,1,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-38 ,1 ,40 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
