ID,이름,유형,요구레벨,특성ID,특성A레벨,특성B레벨,특성C레벨,최대레벨,파생기술ID,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,기술 습득01,기술 습득02,기술 습득03,기술 습득04,기술 습득05,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,UI002,기술 개수
10,隕石落下,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,ランダムな地点へ隕石を落とす。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,隕石落下のダメージ量50%増加 @ 隕石落下のクールタイム5%減少,<color=#FFFFFF>,《隕石落下の数1増加》^《隕石落下のダメージ量50%増加》^《隕石落下の大きさ20%増加》^《隕石落下の数1増加》^《隕石落下のダメージ量50%増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-10 ,1 ,323 ,1 ,321 ,50 ,324 ,20 ,323 ,1 ,321 ,50 ,1 ,0 ,321 ,50 ,327 ,5 ,`,`
11,幽体化,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,しばらくの間すべての物体を[すり抜け]、[移動速度]が上昇する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《幽体化の持続時間30%増加》^《幽体化の持続時間30%増加》^《幽体化の持続時間30%増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-11 ,1 ,352 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
12,つむじ風,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,大きな風を起こし、徐々に大きくなってダメージを与える。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,つむじ風のダメージ量50%増加 @ つむじ風の持続時間15%増加,<color=#FFFFFF>,《つむじ風の数1増加》^《つむじ風のダメージ量50%増加》^《つむじ風の持続時間30%増加》^《つむじ風の数1増加》^《つむじ風のダメージ量50%増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-12 ,1 ,393 ,1 ,391 ,50 ,395 ,30 ,393 ,1 ,391 ,50 ,1 ,0 ,391 ,50 ,395 ,15 ,`,`
13,電気ショック,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,ランダムな方向に電気を放出する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,電気ショックのダメージ量50%増加 @ 電気ショックのクールタイム5%減少,<color=#FFFFFF>,《電気ショックのダメージ量20%増加 @ 電気ショックの数1増加》^《電気ショックのダメージ量20%増加 @ 電気ショックの数1増加》^《電気ショックのダメージ量20%増加 @ 電気ショックの数1増加》^《電気ショックのダメージ量20%増加 @ 電気ショックの数1増加》^《電気ショックのダメージ量20%増加 @ 電気ショックの数1増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13 ,1 ,421 ,20 ,424 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,421 ,50 ,431 ,5 ,`,`
14,アルマゲドン,마법,6 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,すべての敵を排除する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《アルマゲドンのクールタイム10%減少》^《アルマゲドンのクールタイム10%減少》^《アルマゲドンのクールタイム10%減少》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-14 ,1 ,443 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
15,焼却,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,前方に炎を放出する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,焼却のダメージ量50%増加 @ 焼却のクールタイム5%減少,<color=#FFFFFF>,《焼却の数6増加》^《焼却のダメージ量50%増加》^《焼却の大きさ20%増加》^《焼却の数6増加》^《焼却のダメージ量50%増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,463 ,6 ,461 ,50 ,468 ,20 ,463 ,6 ,461 ,50 ,1 ,0 ,461 ,50 ,472 ,5 ,`,`
16,エネルギー弾,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,貫通型の投射体を周りに発射する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,エネルギー弾のダメージ量50%増加 @ エネルギー弾の大きさ10%増加,<color=#FFFFFF>,《エネルギー弾のダメージ量20%増加 @ エネルギー弾の数2増加》^《エネルギー弾のダメージ量20%増加 @ エネルギー弾の数2増加》^《エネルギー弾のダメージ量20%増加 @ エネルギー弾の数2増加》^《エネルギー弾のダメージ量20%増加 @ エネルギー弾の数2増加》^《エネルギー弾のダメージ量20%増加 @ エネルギー弾の数2増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-16 ,1 ,481 ,20 ,485 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,481 ,50 ,483 ,10 ,`,`
17,吹雪,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,敵を[氷結]させる吹雪を起こす。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,吹雪のダメージ量50%増加 @ 吹雪のクールタイム5%減少,<color=#FFFFFF>,《吹雪の数8増加》^《吹雪のダメージ量50%増加》^《吹雪のクールタイム15%減少》^《吹雪の数8増加》^《吹雪のダメージ量50%増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,513 ,8 ,511 ,50 ,519 ,15 ,513 ,8 ,511 ,50 ,1 ,0 ,511 ,50 ,519 ,5 ,`,`
18,ビジョン光線,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,すべての物を貫く光線を発射する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,ビジョン光線のダメージ量50%増加 @ ビジョン光線のクールタイム5%減少,<color=#FFFFFF>,《ビジョン光線のダメージ量20%増加 @ ビジョン光線の数1増加》^《ビジョン光線のダメージ量20%増加 @ ビジョン光線の数1増加》^《ビジョン光線のダメージ量20%増加 @ ビジョン光線の数1増加》^《ビジョン光線のダメージ量20%増加 @ ビジョン光線の数1増加》^《ビジョン光線のダメージ量20%増加 @ ビジョン光線の数1増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-18 ,1 ,531 ,20 ,533 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,531 ,50 ,542 ,5 ,`,`
19,魔法陣,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,持続時間中、[攻撃力]を{増幅}させる。,<color=#EB96FF>,(基本増幅効果量：20%),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《魔法陣の効果量5%増加 @ 魔法陣の持続時間20%増加》^《魔法陣の効果量5%増加 @ 魔法陣の持続時間20%増加》^《魔法陣の効果量5%増加 @ 魔法陣の持続時間20%増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-19 ,1 ,561 ,5 ,563 ,20 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
20,熔岩地帯,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,一定時間持続して敵にダメージを与える熔岩地帯を生成する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,熔岩地帯のダメージ量50%増加 @ 熔岩地帯のクールタイム5%減少,<color=#FFFFFF>,《熔岩地帯の数1増加》^《熔岩地帯のダメージ量50%増加》^《熔岩地帯の大きさ20%増加》^《熔岩地帯の数1増加》^《熔岩地帯のダメージ量50%増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-20 ,1 ,583 ,1 ,581 ,50 ,587 ,20 ,583 ,1 ,581 ,50 ,1 ,0 ,581 ,50 ,590 ,5 ,`,`
21,閃光ショック,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,キャラクターの移動方向へフィールドを横切る閃光が生成され、敵にダメージを与える。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,閃光ショックのダメージ量50%増加 @ 閃光ショックのクールタイム5%減少,<color=#FFFFFF>,《閃光ショックの大きさ15%増加》^《閃光ショックのダメージ量50%増加》^《閃光ショックの大きさ15%増加》^《閃光ショックのクールタイム20%減少》^《閃光ショックのダメージ量50%増加》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,606 ,15 ,601 ,50 ,606 ,15 ,609 ,20 ,601 ,50 ,1 ,0 ,601 ,50 ,609 ,5 ,`,`
22,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
23,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
24,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
25,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
26,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
27,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
28,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
29,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
30,上級魔法,패시브,1 ,0 ,0 ,0 ,0 ,3 ,30 ,<color=#EBEBEB>,[融合魔法]のダメージ量が〈15%〉増加する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-30 ,1 ,90 ,15 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
31,知能,패시브,0 ,0 ,0 ,0 ,0 ,5 ,31 ,<color=#64FF32>,攻撃力10%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,攻撃力3%増加,1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-31 ,1 ,4 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
32,高速発動,패시브,0 ,0 ,0 ,0 ,0 ,3 ,32 ,<color=#64FF32>,すべての魔法のクールタイム5%減少,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,すべての魔法のクールタイム1%減少,1,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-32 ,1 ,6 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
33,生命力,패시브,0 ,0 ,0 ,0 ,0 ,5 ,33 ,<color=#64FF32>,最大HP20%増加,<color=#64FF32>,命の玉の回復量10%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,最大HP10%増加,1,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-33 ,1 ,20 ,20 ,36 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
34,加速,패시브,0 ,0 ,0 ,0 ,0 ,2 ,34 ,<color=#64FF32>,移動速度10%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,移動速度2%増加,1,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-34 ,1 ,30 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
35,魔力発散,패시브,0 ,0 ,0 ,0 ,0 ,3 ,35 ,<color=#64FF32>,すべての魔法の大きさ5%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,すべての魔法の大きさ2%増加,1,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-35 ,1 ,8 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
36,集中,패시브,0 ,0 ,0 ,0 ,0 ,3 ,36 ,<color=#64FF32>,すべての魔法の持続時間10%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,すべての魔法の持続時間3%増加,1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-36 ,1 ,10 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
37,狙撃,패시브,0 ,0 ,0 ,0 ,0 ,3 ,37 ,<color=#64FF32>,クリティカル率5%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,クリティカル率1%増加,1,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-37 ,1 ,14 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
38,探索,패시브,0 ,0 ,0 ,0 ,0 ,3 ,38 ,<color=#64FF32>,アイテム獲得半径33%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,アイテム獲得半径10%増加,1,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-38 ,1 ,40 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
