ID,이름,유형,요구레벨,특성ID,특성A레벨,특성B레벨,특성C레벨,최대레벨,파생기술ID,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,기술 습득01,기술 습득02,기술 습득03,기술 습득04,기술 습득05,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,UI002,기술 개수
10,Meteor,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,A meteor falls on a random location.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Increase Meteor Damage by 50% @ Decrease Meteor Cooldown by 5%,<color=#FFFFFF>,《Increase the number of Meteors by 1》^《Increase Meteor Damage by 50%》^《Increase Meteor Size by 20%》^《Increase the number of Meteors by 1》^《Increase Meteor Damage by 50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-10 ,1 ,323 ,1 ,321 ,50 ,324 ,20 ,323 ,1 ,321 ,50 ,1 ,0 ,321 ,50 ,327 ,5 ,`,`
11,Cloaking,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,"[Pass through] all objects for a moment, and increase [Movement Speed].",<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《Increase Cloaking Duration by 30%》^《Increase Cloaking Duration by 30%》^《Increase Cloaking Duration by 30%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-11 ,1 ,352 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
12,Cyclone,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Cause a gust of wind that grows in size and deals damage.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Increase Cyclone Damage by 50% @ Increase Cyclone Duration by 15%,<color=#FFFFFF>,《Increase the number of Cyclones by 1》^《Increase Cyclone Damage by 50%》^《Increase Cyclone Duration by 30%》^《Increase the number of Cyclones by 1》^《Increase Cyclone Damage by 50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-12 ,1 ,393 ,1 ,391 ,50 ,395 ,30 ,393 ,1 ,391 ,50 ,1 ,0 ,391 ,50 ,395 ,15 ,`,`
13,Electric Shock,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Release electricity in a random direction.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Increase Electric Shock Damage by 50% @ Decrease Electric Shock Cooldown by 5%,<color=#FFFFFF>,《Increase Electric Shock Damage by 20% @ Increase the number of Electric Shocks by 1》^《Increase Electric Shock Damage by 20% @ Increase the number of Electric Shocks by 1》^《Increase Electric Shock Damage by 20% @ Increase the number of Electric Shocks by 1》^《Increase Electric Shock Damage by 20% @ Increase the number of Electric Shocks by 1》^《Increase Electric Shock Damage by 20% @ Increase the number of Electric Shocks by 1》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13 ,1 ,421 ,20 ,424 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,421 ,50 ,431 ,5 ,`,`
14,Armageddon,마법,6 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,Remove all enemies.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《Decrease Armageddon Cooldown by 10%》^《Decrease Armageddon Cooldown by 10%》^《Decrease Armageddon Cooldown by 10%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-14 ,1 ,443 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
15,Incineration,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Launch flames in front of the character.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Increase Incineration Damage by 50% @ Decrease Incineration Cooldown by 5%,<color=#FFFFFF>,《Increase the number of Incinerations by 6》^《Increase Incineration Damage by 50%》^《Increase Incineration Size by 20%》^《Increase the number of Incinerations by 6》^《Increase Incineration Damage by 50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,463 ,6 ,461 ,50 ,468 ,20 ,463 ,6 ,461 ,50 ,1 ,0 ,461 ,50 ,472 ,5 ,`,`
16,Energy Bolt,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Fire a penetrating projectile nearby.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Increase Energy Bolt Damage by 50% @ Increase Energy Bolt Size by 10%,<color=#FFFFFF>,《Increase Energy Bolt Damage by 20% @ 2 Additional Energy Bolts》^《Increase Energy Bolt Damage by 20% @ 2 Additional Energy Bolts》^《Increase Energy Bolt Damage by 20% @ 2 Additional Energy Bolts》^《Increase Energy Bolt Damage by 20% @ 2 Additional Energy Bolts》^《Increase Energy Bolt Damage by 20% @ 2 Additional Energy Bolts》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-16 ,1 ,481 ,20 ,485 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,481 ,50 ,483 ,10 ,`,`
17,Blizzard,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Raise a Blizzard that [freezes] enemies.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Increase Blizzard Damage by 50% @ Decrease Blizzard Cooldown by 5%,<color=#FFFFFF>,《Increase the number of Blizzards by 8》^《Increase Blizzard Damage by 50%》^《Decrease Blizzard Cooldown by 15%》^《Increase the number of Blizzards by 8》^《Increase Blizzard Damage by 50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,513 ,8 ,511 ,50 ,519 ,15 ,513 ,8 ,511 ,50 ,1 ,0 ,511 ,50 ,519 ,5 ,`,`
18,Arcane Ray,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Shoot a ray that penetrates all objects.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Increase Arcane Ray Damage by 50% @ Decrease Arcane Ray Cooldown by 5%,<color=#FFFFFF>,《Increase Arcane Ray Damage by 20% @ Increase the number of Arcane Rays by 1》^《Increase Arcane Ray Damage by 20% @ Increase the number of Arcane Rays by 1》^《Increase Arcane Ray Damage by 20% @ Increase the number of Arcane Rays by 1》^《Increase Arcane Ray Damage by 20% @ Increase the number of Arcane Rays by 1》^《Increase Arcane Ray Damage by 20% @ Increase the number of Arcane Rays by 1》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-18 ,1 ,531 ,20 ,533 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,531 ,50 ,542 ,5 ,`,`
19,Magic Circle,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,{Amplify} [ATK] for a certain duration.,<color=#EB96FF>,(Base Amplification Effect: 20%),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《Increase Magic Circle Effect by 5% @ Increase Magic Circle Duration by 20%》^《Increase Magic Circle Effect by 5% @ Increase Magic Circle Duration by 20%》^《Increase Magic Circle Effect by 5% @ Increase Magic Circle Duration by 20%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-19 ,1 ,561 ,5 ,563 ,20 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
20,Lava Zone,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Create a Lava Zone that continuously damages enemies for a certain duration.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Increase Lava Zone Damage by 50% @ Decrease Lava Zone Cooldown by 5%,<color=#FFFFFF>,《Increase the number of Lava Zones by 1》^《Increase Lava Zone Damage by 50%》^《Increase Lava Zone Size by 20%》^《Increase the number of Lava Zones by 1》^《Increase Lava Zone Damage by 50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-20 ,1 ,583 ,1 ,581 ,50 ,587 ,20 ,583 ,1 ,581 ,50 ,1 ,0 ,581 ,50 ,590 ,5 ,`,`
21,Flash Shock,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Create a flash that moves in the direction that the character is currently moving towards and damages enemies.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Increase Flash Shock Damage by 50% @ Decrease Flash Shock Cooldown by 5%,<color=#FFFFFF>,《Increase Flash Shock Size by 15%》^《Increase Flash Shock Damage by 50%》^《Increase Flash Shock Size by 15%》^《Decrease Flash Shock Cooldown by 20%》^《Increase Flash Shock Damage by 50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,606 ,15 ,601 ,50 ,606 ,15 ,609 ,20 ,601 ,50 ,1 ,0 ,601 ,50 ,609 ,5 ,`,`
22,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
23,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
24,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
25,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
26,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
27,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
28,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
29,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
30,Advanced Magic,패시브,1 ,0 ,0 ,0 ,0 ,3 ,30 ,<color=#EBEBEB>,Increase [Combination Magic] Damage by 〈15%〉.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-30 ,1 ,90 ,15 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
31,Intelligence,패시브,0 ,0 ,0 ,0 ,0 ,5 ,31 ,<color=#64FF32>,Increase ATK by 10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Increase ATK by 3%,1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-31 ,1 ,4 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
32,Fast Casting,패시브,0 ,0 ,0 ,0 ,0 ,3 ,32 ,<color=#64FF32>,Decrease All Magic Cooldown by 5%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Decrease All Magic Cooldown by 1%,1,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-32 ,1 ,6 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
33,Vitality,패시브,0 ,0 ,0 ,0 ,0 ,5 ,33 ,<color=#64FF32>,Increase Max HP by 20%,<color=#64FF32>,Increase Life Orb HP Recovery by 10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Increase Max HP by 10%,1,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-33 ,1 ,20 ,20 ,36 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
34,Haste,패시브,0 ,0 ,0 ,0 ,0 ,2 ,34 ,<color=#64FF32>,Increase Movement Speed by 10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Increase Movement Speed by 2%,1,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-34 ,1 ,30 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
35,Arcane Effuse,패시브,0 ,0 ,0 ,0 ,0 ,3 ,35 ,<color=#64FF32>,Increase All Magic Size by 5%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Increase All Magic Size by 2%,1,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-35 ,1 ,8 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
36,Concentration,패시브,0 ,0 ,0 ,0 ,0 ,3 ,36 ,<color=#64FF32>,Increase All Magic Duration by 10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Increase All Magic Duration by 3%,1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-36 ,1 ,10 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
37,Snipe,패시브,0 ,0 ,0 ,0 ,0 ,3 ,37 ,<color=#64FF32>,Increase Critical Strike Rate by 5%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Increase Critical Strike Rate by 1%,1,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-37 ,1 ,14 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
