ID,이름,유형,특성A레벨,특성B레벨,특성C레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,궁극기 이름,궁극기 조건,궁극기 설명줄01,UI002,기술 개수
37,Meisner Effect,조합,426 ,472 ,0 ,<color=#F5F5E1>,"When 《EMP》 stuns a target, [knock it back] and deal 〈10X〉 {additional damage}.",<color=#6EDCFF>,Increase Electric Zone Damage by 6X,<color=#6EDCFF>,Increase Electric Zone Size by 100%,<color=#FF76DE>,Amplify ATK by 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,100 ,16 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,Lockdown,16,"Electric Zone is generated as waves, and the interval becomes faster in proportion to Cooldown.",`,`
38,Energy Bombardment,조합,516 ,543 ,0 ,<color=#F5F5E1>,Multiple Arcane Rays are created in random directions at once.,<color=#F5F5E1>,Arcane Rays do not rotate anymore.,<color=#6EDCFF>,Increase Arcane Ray Damage by 20X,<color=#6EDCFF>,Increase Arcane Ray Size by 5X,<color=#FF6464>,Decrease Arcane Ray Duration by 75%,<color=#FFFFFF>,`,538 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,20,1239 ,5,1 ,0 ,1 ,0 ,`,0,`,`,`
39,Super Cyclone,조합,461 ,427 ,0 ,<color=#F5F5E1>,All Cyclones are [combined] into one.,<color=#F5F5E1>,Cyclones persist and follow the character. @ [Damage Multiplier] increases in relation to how long Cyclones persist.,<color=#F5F5E1>,[Cooldown] starts when Cyclone’s duration is over.,<color=#F5F5E1>,Each Cyclone increases the [Size] of the new Cyclone by 〈20%〉.,<color=#EB96FF>,Increase Cyclone Duration and Cooldown by 100%,<color=#FFFFFF>,`,395 ,100 ,407 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1112 ,100,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
40,Teleport,조합,453 ,36 ,0 ,<color=#F5F5E1>,Cast Cloaking 〈7 times〉 in succession to teleport randomly and return to the original position at the end.,<color=#F5F5E1>,[Cast Count] and [Damage Multiplier] of Cloaking increase based on its duration.,<color=#6EDCFF>,Increase Cloaking Damage by 3X,<color=#6EDCFF>,Reduce Cloaking cooldown by 70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,356 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1062 ,3 ,1 ,0 ,1 ,0 ,1 ,0 ,Hallucination,25,Etherealization explosions chain 5 times.,`,`
41,Flame Storm,조합,443 ,490 ,0 ,<color=#F5F5E1>,Meteor Craters no longer deal damage.,<color=#F5F5E1>,"Meteors are generated in a line from the character in [five directions], and their size changes; at each of {33%}, {66%}, and {99%}, increase [Direction Count] by 〈1〉 and [Damage Multiplier] by 〈5〉.",<color=#6EDCFF>,Increase Meteor Damage by 10X,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,10,1 ,0 ,1 ,0 ,1 ,0 ,볼케이노,0,`,`,`
42,Pyrotechnics,조합,363 ,499 ,0 ,<color=#F5F5E1>,Magic Bolt explodes at random locations,<color=#F5F5E1>,"Magic Bolt explosions [Expand], dealing 〈1~9X〉 power",<color=#6EDCFF>,Increase Magic Bolt Damage by 5X,<color=#6EDCFF>,Magic Bolt Size increases by 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,162 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,5,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
43,Mana Spear,조합,380 ,542 ,0 ,<color=#F5F5E1>,The Spirit now uses its default [Cooldown] and [Launch Interval].,<color=#F5F5E1>,Spirit [Projectile Speed] and [Range] is increased dramatically.,<color=#6EDCFF>,Increase Spirit Damage by 10X,<color=#6EDCFF>,Increase Spirit Size by 200%,<color=#FF6464>,Increase Spirit Cooldown by 2X,<color=#FFFFFF>,`,276 ,200 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,971 ,10,982 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
44,Gate,조합,543 ,380 ,0 ,<color=#F5F5E1>,Flash Shock [Size Increase] is {converted} into [Damage],<color=#6EDCFF>,Increase Flash Shock Damage by 12X,<color=#6EDCFF>,Increase the number of Flash Shocks by 6X,<color=#6EDCFF>,Decrease Flash Shock Cooldown by 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1301 ,12,1304 ,6,1 ,0 ,1 ,0 ,Ascension,22,Flash Shock is generated without limit and accelerates proportionally to Cooldown and Quantity.,`,`
45,Magnetic Field,조합,389 ,425 ,0 ,<color=#F5F5E1>,The [Rotation Speed] bonus of 《Anti-Gravity》 is fixed to 〈2x〉.,<color=#6EDCFF>,Increase Satellite Damage by 7X,<color=#6EDCFF>,Increase Satellite Size by 100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,313 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1006 ,7,1 ,0 ,1 ,0 ,1 ,0 ,Core,2,Satellites rotate rapidly across a wide radius with increased power.,`,`
46,Black Death,조합,372 ,366 ,0 ,<color=#F5F5E1>,"Fireballs [instantly] explode at random locations, dealing damage 〈4 times〉.",<color=#F5F5E1>,[Damage] increases proportionally to Fireball size.,<color=#F5F5E1>,Convert Fireball Piercing to 〈50%〉 of [Count],<color=#6EDCFF>,Increase Fireball Damage by 20X,<color=#6EDCFF>,Increase Fireball Size by 100%,<color=#FF6464>,Increase Fireball Cooldown by 2X,187 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,881 ,20,895 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
47,Lightning Breath,조합,472 ,488 ,0 ,<color=#F5F5E1>,Electric shocks are generated in front of the character by 〈3〉.,<color=#6EDCFF>,Increase Electric Shock Damage by 7X,<color=#6EDCFF>,Electric shock number increased by 2X,<color=#FF6464>,Increase Electric shock Cooldown by 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,432 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,7,1126 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
48,Phoenix,조합,436 ,508 ,0 ,<color=#F5F5E1>,Tsunami is generated behind the character,<color=#F5F5E1>,Tsunami leaves behind [Flames] along its path,<color=#6EDCFF>,Increase Tsunami Damage by 24X,<color=#6EDCFF>,Decrease Tsunami Cooldown by 30%,<color=#FF6464>,Decrease the number of Tsunamis by 50%,<color=#EB96FF>,Revival count increases by 1,259 ,30 ,255 ,50 ,49 ,1 ,1 ,0 ,1 ,0 ,951 ,24,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
49,Brandish,조합,542 ,381 ,0 ,<color=#F5F5E1>,"Flash Shock generates consecutively 〈7 times〉 in all directions; for each cooldown reduction from [5 seconds] to [0.5 seconds], [Count] increases by 〈1〉",<color=#F5F5E1>,Flash Shock deals damage only at the [Core],<color=#6EDCFF>,Decrease Flash Shock Cooldown by 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,603 ,6 ,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
50,Black Hole,조합,463 ,391 ,0 ,<color=#F5F5E1>,Cyclone is [Unified] into one,<color=#F5F5E1>,Enemies hit by Cyclone become [Staggered],<color=#F5F5E1>,Cyclone cooldown starts after its duration ends,<color=#F5F5E1>,Cyclone [Duration Increase] is {converted} into [Damage] 〈3X〉,<color=#F5F5E1>,Cyclone [Count] increases [Damage Multiplier] by 〈3〉,<color=#6EDCFF>,Increase Cyclone Damage by 8X,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,8,1 ,0 ,1 ,0 ,1 ,0 ,이벤트 호라이즌,0,`,`,`
51,Genesis,조합,507 ,373 ,0 ,<color=#F5F5E1>,"Blizzard [Cooldown] becomes faster in proportion to the number, @ and the [Generation Interval] becomes equal to the [Cooldown].",<color=#6EDCFF>,Increase Blizzard Damage by 30X,<color=#6EDCFF>,Decrease Blizzard Cooldown by 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,519 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,30,1 ,0 ,1 ,0 ,1 ,0 ,Cosmos,21,Blizzard occurs simultaneously over a wide area.,`,`
52,Astrape,조합,418 ,445 ,0 ,<color=#F5F5E1>,"When a Thunderstorm explodes, it releases a [shock wave] around the area, dealing [half] damage to nearby enemies and [stunning] them.",<color=#6EDCFF>,Increase Thunderstorm Damage by 7X,<color=#6EDCFF>,Increase Thunderstorm Size by 25%,<color=#FF6464>,Increase Thunderstorm Cooldown by 25X,<color=#FFFFFF>,`,<color=#FFFFFF>,`,216 ,25 ,220 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
53,Supernova,조합,382 ,499 ,0 ,<color=#F5F5E1>,Fires Spirit projectiles at once.,<color=#6EDCFF>,Increase Spirit Damage by 24X,<color=#6EDCFF>,Increase Spirit Size by 100%,<color=#FF6464>,Spirit launch count decreased by 75%,<color=#FF6464>,Increase Spirit Cooldown by 2X,<color=#FFFFFF>,`,276 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,971 ,24,975 ,75,982 ,2,1 ,0 ,`,0,`,`,`
54,Blaster,조합,362 ,542 ,0 ,<color=#F5F5E1>,The [6th] Magic Bolt fired has 〈7X〉 power,<color=#6EDCFF>,Increase Magic Bolt Damage by 5X,<color=#6EDCFF>,Magic Bolt Size increases by 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,162 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,5,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
55,Hellfire,조합,489 ,508 ,0 ,<color=#F5F5E1>,Incineration generates 〈2X〉,<color=#F5F5E1>,Incineration [Flames] explode consecutively 〈2~3 times〉,<color=#6EDCFF>,Increase Incineration Damage by 12X,<color=#6EDCFF>,Increase Incineration Size by 100%,<color=#FF6464>,Increase Incineration Cooldown by 50%,<color=#FFFFFF>,`,468 ,100 ,473 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1161 ,12,1 ,0 ,1 ,0 ,1 ,0 ,헬게이트,0,`,`,`
56,Age of the Sun,조합,534 ,391 ,0 ,<color=#F5F5E1>,Lava Zones are simultaneously generated in all directions and move outward.,<color=#F5F5E1>,Convert Lava Zone duration per [1s] into [Damage Multiplier] 〈x3〉.,<color=#6EDCFF>,Increase Lava Zone Damage by 15X,<color=#6EDCFF>,Decrease Lava Zone Cooldown by 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,590 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1281 ,15,1 ,0 ,1 ,0 ,1 ,0 ,Overload,15,Lava Zone is enhanced and generates faster.,`,`
57,Destroyer,조합,425 ,409 ,0 ,<color=#F5F5E1>,Electric Zone is given a [Cooldown] of 〈5 seconds〉,<color=#F5F5E1>,Electric Zone is given a [Duration] of 〈3 seconds〉,<color=#6EDCFF>,Increase Electric Zone Damage by 99X,<color=#6EDCFF>,Increase Electric Zone Size by 99%,<color=#FF6464>,Decrease HP Regen per sec. by 0.1%,<color=#FFFFFF>,`,293 ,99 ,24 ,-10 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,99,724 ,10 ,1 ,0 ,1 ,0 ,Terminator,16,Electric Zone is cast at shorter intervals with heightened destructive force.,`,`
58,Genocide,조합,516 ,382 ,0 ,<color=#F5F5E1>,Arcane Rays are [Unified] into one and spin faster,<color=#F5F5E1>,Arcane Ray [Size Increase] is {converted} into [Damage],<color=#6EDCFF>,Arcane Ray [Count] increases [Damage Multiplier] by 〈4〉 each,<color=#FF6464>,Decrease Arcane Ray Duration by 33%,<color=#FF6464>,Increase Arcane Ray Cooldown by 33%,<color=#FFFFFF>,`,538 ,33 ,543 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
59,Exidium,조합,542 ,480 ,0 ,<color=#F5F5E1>,Flash Shock core size increases,<color=#6EDCFF>,Increase Flash Shock Damage by 7X,<color=#6EDCFF>,Increase Flash Shock Size by 100%,<color=#6EDCFF>,Decrease Flash Shock Cooldown by 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,606 ,100 ,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1301 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
60,Deus Ex Machina,조합,0 ,0 ,0 ,<color=#FF6464>,Magic Combination is no longer possible,<color=#F5F5E1>,Increase [Max Level] by 〈10〉.,<color=#F5F5E1>,"For each level of acquired [Active Magic], the following stats are enhanced",<color=#EB96FF>,All Magic Damage Multiplier increases by 0.01,<color=#EB96FF>,Decrease All Magic Cooldown by 0.1%,<color=#FFFFFF>,`,106 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
61,Glacium,조합,434 ,399 ,0 ,<color=#F5F5E1>,Tsunami spreads outward in all directions from the character.,<color=#6EDCFF>,Increase Tsunami Damage by 30X,<color=#6EDCFF>,Increase the number of Tsunamis by 25%,<color=#FF6464>,Increase Tsunami Cooldown by 25%,<color=#EB97FF>,`,<color=#FFFFFF>,`,254 ,25 ,260 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,951 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
62,Soul Blade,조합,390 ,381 ,0 ,<color=#F5F5E1>,Satellite transforms into a blade and rotates much faster.,<color=#F5F5E1>,[Damage Multiplier] and [Rotation Speed] increase in proportion to Satellite [Critical Rate].,<color=#6EDCFF>,Increase Satellite Damage by 5X,<color=#FFFFFF>,`,<color=#EB98FF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1006 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
63,Discharge,조합,471 ,417 ,0 ,<color=#F5F5E1>,"When Electric Shock explodes, its size increases and it releases [Projectiles].",<color=#6EDCFF>,Increase Electric Shock Damage by 12X,<color=#FF6464>,Increase Electric shock Cooldown by 33%,<color=#FFFFFF>,`,<color=#EB99FF>,`,<color=#FFFFFF>,`,432 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,12 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
64,`,조합,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#EB100FF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
65,`,조합,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#EB101FF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
