ID,이름,개수,ID_01,ID_02,ID_03,ID_04,ID_05,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,시너지 고유값,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값
10,死眼,4 ,50 ,154 ,170 ,64 ,0 ,<color=#F5F5E1>,『##50##』的持續時間內將固定發生[致命一擊]。,<color=#64FF32>,暴擊倍率增加50%,<color=#FFFFFF>,`,100 ,15 ,50 ,1 ,0 ,1 ,0 
11,詭術師,4 ,158 ,69 ,70 ,121 ,0 ,<color=#F5F5E1>,『##70##』的[致命一擊]會觸發『##158##』效果。,<color=#64FF32>,暴擊率增加7%,<color=#FFFFFF>,`,100 ,14 ,7 ,1 ,0 ,1 ,0 
12,狙擊手,4 ,105 ,44 ,77 ,180 ,0 ,<color=#F5F5E1>,對[體力]在〈75%〉以上的敵軍造成〈25%〉的[追加傷害]。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,93 ,25 ,1 ,0 ,1 ,0 
13,核爆,4 ,68 ,76 ,178 ,59 ,0 ,<color=#F5F5E1>,每有〈3%〉的所有魔法體型增幅，[攻擊力]就會提升〈1%〉。,<color=#64FF32>,所有魔法面積增加20%,<color=#FFFFFF>,`,1 ,8 ,20 ,1 ,0 ,1 ,0 
14,零至百,4 ,78 ,199 ,174 ,67 ,0 ,<color=#F5F5E1>,『##199##』的{增幅}效果提升〈3倍〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,200 ,1 ,0 ,1 ,0 ,1 ,0 
15,仲裁者,4 ,79 ,179 ,221 ,169 ,0 ,<color=#EB96FF>,所有魔法傷害量提升率 x1.25,<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
16,克洛諾斯,4 ,185 ,200 ,99 ,53 ,0 ,<color=#F5F5E1>,每有[3%]的所有魔法冷卻縮減率，[攻擊力]就會〈1%〉{增幅}。,<color=#64FF32>,所有魔法冷卻時間減少5%,<color=#FFFFFF>,`,1 ,6 ,5 ,1 ,0 ,1 ,0 
17,君主,4 ,177 ,42 ,175 ,63 ,0 ,<color=#F5F5E1>,每持有一個[一般]神器，[攻擊力]提升〈1%〉。,<color=#F5F5E1>,每持有一個[稀有]神器，[攻擊力]提升〈3%〉。,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
18,建築師,5 ,163 ,159 ,155 ,94 ,120 ,<color=#FF76DE>,攻擊力增幅100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,16 ,100 ,1 ,0 ,1 ,0 
19,巨作,5 ,66 ,84 ,195 ,116 ,167 ,<color=#F5F5E1>,{所有} [協同效應]〈條件〉《1》『達成。』,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
20,神之手,4 ,201 ,221 ,181 ,90 ,0 ,<color=#F5F5E1>,『##201##』的閃電合為一體並{強化}。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
21,聖騎士,4 ,94 ,108 ,104 ,54 ,0 ,<color=#F5F5E1>,處於[無敵狀態]時，攻擊力〈100%〉{增幅}。,<color=#64FF32>,受到的傷害量減少5%,<color=#FFFFFF>,`,100 ,23 ,5 ,1 ,0 ,1 ,0 
22,AGI,4 ,204 ,116 ,41 ,48 ,0 ,<color=#F5F5E1>,[攻擊力]根據『##204##』的效果〈提升〉& {增幅}。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
23,寶藏獵人,4 ,165 ,96 ,190 ,61 ,0 ,<color=#F5F5E1>,在隨機位置生成〈2個〉[寶箱]。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,2 ,1 ,0 ,1 ,0 ,1 ,0 
24,血月,4 ,196 ,194 ,164 ,100 ,0 ,<color=#F5F5E1>,{狂怒符文}在未啟動狀態下也會生效， @ 啟動狀態下造成〈25%〉[追加傷害]。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
25,碎心者,5 ,213 ,60 ,49 ,188 ,55 ,<color=#EB96FF>,致命一擊倍率 x1.25,<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
26,仙境,4 ,162 ,179 ,219 ,107 ,0 ,<color=#F5F5E1>,所有敵人與角色的[體型]縮小〈9%〉。,<color=#F5F5E1>,所有敵軍的[體力上限]減少〈9%〉。,<color=#FFFFFF>,`,0 ,33 ,-9 ,32 ,-9 ,54 ,-9 
27,宇宙恐怖,3 ,115 ,195 ,152 ,0 ,0 ,<color=#F5F5E1>,『##115##』的【減益效果】被移除。,<color=#F5F5E1>,『##195##』的【減益效果】被移除。,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
28,機器人,3 ,215 ,166 ,52 ,0 ,0 ,<color=#F5F5E1>,『##215##』的【減益效果】被移除。,<color=#64FF32>,攻擊力增加30%,<color=#FFFFFF>,`,1 ,4 ,30 ,1 ,0 ,1 ,0 
29,重力,3 ,76 ,72 ,89 ,0 ,0 ,<color=#F5F5E1>,『##72##』的波動大幅擴展。,<color=#F5F5E1>,所有敵軍的[移動速度]減少〈5%〉。,<color=#FFFFFF>,`,1 ,55 ,-5 ,1 ,0 ,1 ,0 
30,天才,4 ,155 ,217 ,82 ,184 ,0 ,<color=#F5F5E1>,最大等級後適用的[追加等級]上限提高〈10〉。,<color=#64FF32>,法力獲得量增加25%,<color=#FFFFFF>,`,0 ,43 ,10 ,38 ,25 ,1 ,0 
31,匯流,4 ,202 ,182 ,41 ,160 ,0 ,<color=#F5F5E1>,『##202##』的效果提升〈1.5倍〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
32,屠夫,4 ,111 ,164 ,47 ,170 ,0 ,<color=#F5F5E1>,對{Boss波次怪物}造成〈15%〉[追加傷害]。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,732 ,15 ,1 ,0 ,1 ,0 
33,吉爾伽美什,5 ,75 ,176 ,177 ,198 ,218 ,<color=#F5F5E1>,擊殺[2500個]敵人時，觸發{貪婪符文}效果。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,733 ,2500 ,1 ,0 ,1 ,0 
34,人造人,4 ,118 ,66 ,91 ,106 ,0 ,<color=#F5F5E1>,死亡時有〈30%〉機率{復活}。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,730 ,30 ,1 ,0 ,1 ,0 
35,經紀人,4 ,214 ,66 ,99 ,77 ,0 ,<color=#F5F5E1>,[商人]的{25%折扣商品}變為〈免費〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
36,安魂曲,4 ,87 ,193 ,110 ,172 ,0 ,<color=#F5F5E1>,透過『##193##』效果{即死}的敵人會增加『##87##』的層數。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
37,狂信者,3 ,216 ,115 ,154 ,0 ,0 ,<color=#F5F5E1>,『##154##』的效果提升〈2倍〉，觸發速度提升〈2倍〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,梅杜莎,4 ,102 ,216 ,108 ,88 ,0 ,<color=#F5F5E1>,根據目標身上的『##102##』層數造成[追加傷害]。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
39,支配者,4 ,168 ,186 ,56 ,173 ,0 ,<color=#F5F5E1>,每啟動一個[組合魔法]，[組合魔法]傷害量增加〈25%〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,731 ,25 ,1 ,0 ,1 ,0 
40,賢者之石,3 ,73 ,71 ,65 ,0 ,0 ,<color=#F5F5E1>,『##65##』立即回復並將[冷卻時間]縮短〈20秒〉。,<color=#64FF32>,生命之珠恢復量增加50%,<color=#FFFFFF>,`,1 ,36 ,50 ,1 ,0 ,1 ,0 
41,治癒因子,3 ,91 ,106 ,51 ,0 ,0 ,<color=#F5F5E1>,『##106##』的[追加體力]也會轉化為[每秒體力恢復]。,<color=#64FF32>,每秒體力恢復率增加0.5%,<color=#FFFFFF>,`,1 ,24 ,50 ,1 ,0 ,1 ,0 
42,蒸汽龐克,3 ,85 ,81 ,52 ,0 ,0 ,<color=#F5F5E1>,[所有神器冷卻時間]減少〈12%〉。,<color=#64FF32>,所有魔法持續時間增加12%,<color=#FFFFFF>,`,0 ,110 ,-12 ,10 ,12 ,1 ,0 
43,寧芙,4 ,124 ,125 ,126 ,127 ,0 ,<color=#6EDCFF>,所有魔法傷害量增加100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,17 ,100 ,1 ,0 ,1 ,0 
44,混沌,4 ,83 ,187 ,156 ,183 ,0 ,<color=#F5F5E1>,由『##83##』觸發的魔法造成〈2倍〉傷害。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,100 ,1 ,0 ,1 ,0 ,1 ,0 
45,精靈,4 ,207 ,206 ,112 ,175 ,0 ,<color=#F5F5E1>,擊殺一般敵人時，有機率掉落[大型魔力珠]。,<color=#64FF32>,法力獲得量增加10%,<color=#FFFFFF>,`,1 ,38 ,10 ,1 ,0 ,1 ,0 
46,戰爭機器,4 ,171 ,123 ,120 ,52 ,0 ,<color=#F5F5E1>,『##171##』的堆疊立即達到最大值。,<color=#64FF32>,攻擊力增加20%,<color=#FFFFFF>,`,1 ,4 ,20 ,1 ,0 ,1 ,0 
47,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
48,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
49,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
50,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
51,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
52,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
53,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
54,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
55,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
56,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
57,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
58,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
59,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
60,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
61,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
62,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
63,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
64,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
65,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
66,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
67,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
68,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
69,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
70,精通 : 魔力彈,4 ,209 ,97 ,128 ,210 ,0 ,<color=#6EDCFF>,魔力彈傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,151 ,50 ,1 ,0 ,1 ,0 
71,精通 : 火焰球,3 ,138 ,151 ,132 ,0 ,0 ,<color=#6EDCFF>,火焰球傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,181 ,50 ,1 ,0 ,1 ,0 
72,精通 : 精靈,4 ,93 ,97 ,210 ,135 ,0 ,<color=#6EDCFF>,精靈傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,271 ,50 ,1 ,0 ,1 ,0 
73,精通 : 衛星,4 ,147 ,113 ,46 ,136 ,0 ,<color=#6EDCFF>,衛星傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,306 ,50 ,1 ,0 ,1 ,0 
74,精通 : 凜霜,3 ,80 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,凜霜傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,371 ,50 ,1 ,0 ,1 ,0 
75,精通 : 落雷,3 ,139 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,落雷傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,211 ,50 ,1 ,0 ,1 ,0 
76,精通 : 導電地帶,3 ,205 ,46 ,130 ,0 ,0 ,<color=#6EDCFF>,導電地帶傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,291 ,50 ,1 ,0 ,1 ,0 
77,精通 : 海嘯,3 ,146 ,208 ,126 ,0 ,0 ,<color=#6EDCFF>,海嘯傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,251 ,50 ,1 ,0 ,1 ,0 
78,精通 : 隕石墜落,3 ,140 ,151 ,129 ,0 ,0 ,<color=#6EDCFF>,隕石墜落傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,321 ,50 ,1 ,0 ,1 ,0 
79,精通 : 旋風,3 ,141 ,126 ,58 ,0 ,0 ,<color=#6EDCFF>,旋風傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,391 ,50 ,1 ,0 ,1 ,0 
80,精通 : 電氣衝擊,3 ,142 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,電氣衝擊傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,421 ,50 ,1 ,0 ,1 ,0 
81,精通 : 焚燒,3 ,144 ,212 ,132 ,0 ,0 ,<color=#6EDCFF>,焚燒傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,461 ,50 ,1 ,0 ,1 ,0 
82,精通 : 能量彈,3 ,143 ,161 ,131 ,0 ,0 ,<color=#6EDCFF>,能量彈傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,481 ,50 ,1 ,0 ,1 ,0 
83,精通 : 暴風雪,3 ,145 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,暴風雪傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,511 ,50 ,1 ,0 ,1 ,0 
84,精通 : 幻視光線,3 ,119 ,161 ,137 ,0 ,0 ,<color=#6EDCFF>,幻視光線傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,531 ,50 ,1 ,0 ,1 ,0 
85,精通 : 熔岩地帶,3 ,148 ,208 ,212 ,0 ,0 ,<color=#6EDCFF>,熔岩地帶傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,581 ,50 ,1 ,0 ,1 ,0 
86,精通 : 閃光衝擊,3 ,150 ,208 ,125 ,0 ,0 ,<color=#6EDCFF>,閃光衝擊傷害量增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,601 ,50 ,1 ,0 ,1 ,0 
87,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
88,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
89,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
90,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
91,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
92,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
93,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
94,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
95,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
96,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
97,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
98,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
99,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
100,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
