ID,이름,유형,특성A레벨,특성B레벨,특성C레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,궁극기 이름,궁극기 조건,궁극기 설명줄01,UI002,기술 개수
13,軌道爆撃,조합,417 ,507 ,0 ,<color=#F5F5E1>,落雷が決まった位置付近に素早く生成される。,<color=#6EDCFF>,落雷のダメージ量9倍増加,<color=#6EDCFF>,落雷サイズ30％増加,<color=#FF6464>,落雷クールタイム30％増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,216 ,30 ,220 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,9,1 ,0 ,1 ,0 ,1 ,0 ,익스터미네이션,0,`,`,`
14,中性子発生,조합,462 ,391 ,0 ,<color=#F5F5E1>,つむじ風が一つに[統合]される。,<color=#F5F5E1>,つむじ風が投射体を発射しない代わりに @ 素早く大きさを[拡張]し、速度が徐々に減少する。,<color=#F5F5E1>,つむじ風の数1につき[大きさ]が〈25%〉増加する。,<color=#6EDCFF>,つむじ風のダメージ量10倍増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,オメガ,10,つむじ風の持続時間がダメージ量に転換され、消滅と同時に爆発を起こす。,`,`
15,冬の嵐,조합,506 ,372 ,0 ,<color=#F5F5E1>,吹雪の爆発が[拡張]する。,<color=#6EDCFF>,吹雪のダメージ量8倍増加,<color=#6EDCFF>,吹雪の大きさ25%増加,<color=#FF6464>,吹雪の数25%減少,<color=#FFFFFF>,`,<color=#FFFFFF>,`,516 ,25 ,515 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
16,プラズマ光線,조합,516 ,391 ,0 ,<color=#F5F5E1>,ビジョン光線が〈4本〉に[固定]され[永久持続]し、クールタイムが[4秒]から[1秒]減少するたびに[光線]が〈1〉増加する。,<color=#F5F5E1>,ビジョン光線の[サイズ]と[持続時間]が[ダメージ量]に{転換}される。,<color=#F5F5E1>,ビジョン光線が〈0.25秒〉間隔でダメージを与える。,<color=#6EDCFF>,ビジョン光線の個数ごとにダメージ量倍率が1増加する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,クアンタムレーザー,9,ビジョン光線は有効な光線数に比例して威力が増加し、より速く回転する。,`,`
17,雷炸裂,조합,416 ,470 ,0 ,<color=#F5F5E1>,落雷がランダムな位置に〈5回〉連続で生成される。,<color=#F5F5E1>,落雷が連続で生成されるたびに[生成半径]と[数]が〈30%〉増加する。,<color=#6EDCFF>,落雷のダメージ量12倍増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,12,1 ,0 ,1 ,0 ,1 ,0 ,デスストーム,4,落雷の連続生成回数が増加し、より速く生成される。,`,`
18,量子爆発,조합,409 ,35 ,0 ,<color=#F5F5E1>,シールドがチャージされる代わりに大きな爆発を起こす。,<color=#F5F5E1>,シールドの最大数ごとに[ダメージ量]と[サイズ]が〈33%〉増加する。,<color=#F5F5E1>,[すべての魔法の大きさ増加率]に比例して[ダメージ量]が増加する。,<color=#6EDCFF>,シールドのクールタイム70%減少,<color=#FFFFFF>,`,<color=#FFFFFF>,`,233 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
19,インフェルノ,조합,488 ,533 ,0 ,<color=#F5F5E1>,焼却が素早く生成され、威力の[最大倍率]が増加する。,<color=#EB96FF>,（最大倍率：ダメージ量 x30、サイズ x2）,<color=#6EDCFF>,焼却のクールタイム25%減少,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,472 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,インクィジター,23,焼却が一瞬で爆発的に生成される。,`,`
20,雷の調律,조합,425 ,390 ,0 ,<color=#F5F5E1>,感電地帯が多数の[投射体]の形でキャラクターの中心を回転する。,<color=#F5F5E1>,感電地帯の[ダメージ発生間隔]が消える代わりに[回転速度]が増加する。,<color=#6EDCFF>,感電地帯のダメージ量10倍増加,<color=#6EDCFF>,感電地帯の大きさ30%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,10,1 ,0 ,1 ,0 ,1 ,0 ,템페스터,0,감전지대가 더 많은 투사체를 생성하고 더 강해진다.,`,`
21,溶鉱炉,조합,535 ,443 ,0 ,<color=#F5F5E1>,熔岩地帯が徐々に大きさを[拡張]する。,<color=#F5F5E1>,熔岩地帯の大きさに比例して[ダメージ量]が増加する。,<color=#6EDCFF>,熔岩地帯のダメージ量10倍増加,<color=#6EDCFF>,熔岩地帯の持続時間30%増加,<color=#6EDCFF>,熔岩地帯のクールタイム30%減少,<color=#FFFFFF>,`,585 ,30 ,590 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1281 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
22,電流暴走,조합,470 ,382 ,0 ,<color=#F5F5E1>,電気ショックが連鎖しない代わりに〈3~7回〉連続で生成される。,<color=#F5F5E1>,電気ショックの[射程]が増加する。,<color=#6EDCFF>,電気ショックのダメージ量8倍増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
23,大洪水,조합,435 ,461 ,0 ,<color=#F5F5E1>,津波が両側に追加で〈2個ずつ〉生成される。,<color=#F5F5E1>,津波がキャラクターの後方に一定に生成される。,<color=#6EDCFF>,津波のダメージ量8倍増加,<color=#FF6464>,津波のクールタイム50%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,260 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,951 ,8,1 ,0 ,1 ,0 ,1 ,0 ,メガツナミ,17,津波が広い範囲で同時多発的に発生する。,`,`
24,雪花開花,조합,399 ,434 ,0 ,<color=#F5F5E1>,霜柱が近くの敵に連続で〈24回〉爆発し、爆発回数ごとに[ダメージ量]と[サイズ]が〈2%〉減少する。,<color=#6EDCFF>,霜柱のダメージ量24倍増加,<color=#6EDCFF>,霜柱のクールタイム30%減少,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,378 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,24,1 ,0 ,1 ,0 ,1 ,0 ,ゼロノヴァ,3,霜柱の爆発が高速で大量に生成される。,`,`
25,嵐の支配者,조합,461 ,366 ,0 ,<color=#F5F5E1>,つむじ風が四方へ〈3回〉連続で生成される。,<color=#F5F5E1>,つむじ風の[移動速度]が速くなり、徐々に減少する。,<color=#6EDCFF>,つむじ風のダメージ量10倍増加,<color=#6EDCFF>,つむじ風の大きさ20%増加,<color=#FF6464>,つむじ風の持続時間50%減少,<color=#FFFFFF>,`,397 ,20 ,396 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
26,オーバーマインド,조합,31 ,526 ,0 ,<color=#F5F5E1>,[組み合わせ魔法]のみ詠唱される。,<color=#F5F5E1>,習得した[アクティブ魔法]のレベルごとに次の能力値が強化される。,<color=#FF76DE>,攻撃力1.5%増幅,<color=#64FF32>,すべての魔法の大きさ0.5%増加,<color=#64FF32>,すべての魔法のクールタイム0.3%減少,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
27,無限動力,조합,524 ,31 ,0 ,<color=#F5F5E1>,魔法陣が[永久持続]する。,<color=#F5F5E1>,魔法陣の持続時間[3%]につき[効果量]が〈1%〉増加する。,<color=#F5F5E1>,魔法陣のクールタイム減少率[3%]につき[効果量]が〈1%〉増加する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
28,創造の扉,조합,31 ,525 ,0 ,<color=#F5F5E1>,発動中の[魔法組み合わせ]ごとに、[攻撃力]が〈20%〉{増幅}される。,<color=#F5F5E1>,[魔法融合]回数が〈2〉増加する。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,35 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
29,原点爆発,조합,499 ,373 ,0 ,<color=#F5F5E1>,エネルギー弾が四方に広がった直後に即座に[爆発]する。,<color=#F5F5E1>,エネルギー弾の持続時間に比例して[ダメージ量]と[個数]が増加する。,<color=#6EDCFF>,エネルギー弾のダメージ量12倍増加,<color=#6EDCFF>,エネルギー弾の爆発の大きさ50%増加,<color=#FF6464>,エネルギー弾のクールタイムが75%増加,<color=#FFFFFF>,`,494 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1181 ,12,1202 ,50,1 ,0 ,1 ,0 ,ブリッツ,13,エネルギー弾が2回連続で分裂する。,`,`
30,プリズム乱射,조합,515 ,366 ,0 ,<color=#F5F5E1>,ビジョン光線が反対側に生成されない代わりに @ 〈5回〉連続でランダムな方向へ[同時に]生成される。,<color=#F5F5E1>,ビジョン光線の[持続時間]が[ダメージ量]に{転換}される。,<color=#6EDCFF>,ビジョン光線のダメージ量7倍増加,<color=#6EDCFF>,ビジョン光線のクールタイム25%減少,<color=#FFFFFF>,`,<color=#FFFFFF>,`,542 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
31,大亀裂,조합,400 ,443 ,0 ,<color=#F5F5E1>,霜柱に当たった敵がすべて[ノックバック]される。,<color=#F5F5E1>,霜柱のサイズに比例して[ダメージ量]が増加する。,<color=#6EDCFF>,霜柱のダメージ量10倍増加,<color=#6EDCFF>,霜柱の大きさ50%増加,<color=#FF6464>,霜柱のクールタイム50%増加,<color=#FFFFFF>,`,375 ,50 ,379 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
32,ヒュペリオン,조합,391 ,445 ,0 ,<color=#F5F5E1>,統合された衛星が反対側に追加で生成され、この衛星の[ダメージ量]は【20%】低いが最初のヒットで{凍結}を発生させる。,<color=#F5F5E1>,衛星のサイズに比例して[ダメージ量]が増加する。,<color=#6EDCFF>,衛星のダメージ量倍率50%増加,<color=#6EDCFF>,衛星の回転速度50%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,311 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,アバドン,2,衛星が1つの太陽へ融合し、フィールド全域の敵に33%のダメージを与える。,`,`
33,アバター,조합,367 ,380 ,0 ,<color=#F5F5E1>,魔力弾を発射する[幻影]を追加で〈3個〉召喚する。,<color=#F5F5E1>,魔力弾の数が[1]に固定される。,<color=#F5F5E1>,魔力弾の数1につき[ダメージ量]が〈33%〉増加する。,<color=#6EDCFF>,魔力弾のダメージ量9.99倍増加,<color=#6EDCFF>,魔力弾のクールタイム33%減少,<color=#FFFFFF>,`,158 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,999,1 ,0 ,1 ,0 ,1 ,0 ,イクイリブリウム,1,ドッペルゲンガーの分身が3体追加で生成される。,`,`
34,雷の心臓,조합,470 ,497 ,0 ,<color=#F5F5E1>,電気ショックが連鎖するたびに投射体が〈2個〉に分かれ、 @ [ダメージ量]と[大きさ]が【20%】減少する。,<color=#F5F5E1>,電気ショックの[連鎖速度]が速くなる。,<color=#6EDCFF>,電気ショックのダメージ量8倍増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8 ,1 ,0 ,1 ,0 ,1 ,0 ,アーク,12,電気ショックが強化され、連鎖時に弾が分裂しないが威力は失われない。,`,`
35,大衝突,조합,445 ,507 ,0 ,<color=#F5F5E1>,隕石落下が連続で〈3回〉生成され、最初の隕石の[威力]が〈50%〉増加する。,<color=#6EDCFF>,隕石落下のダメージ量12倍増加,<color=#6EDCFF>,隕石落下のクールタイム30%減少,<color=#FF6464>,隕石落下の大きさ30%減少,<color=#FFFFFF>,`,<color=#FFFFFF>,`,327 ,30 ,325 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,12,1 ,0 ,1 ,0 ,1 ,0 ,ジャイアントインパクト,5,隕石落下が1つに統合され、爆発とともに近くのすべての敵を気絶させる。,`,`
36,氷の心臓,조합,427 ,399 ,0 ,<color=#F5F5E1>,感電地帯が短時間敵を[凍結]させる。,<color=#F5F5E1>,感電地帯が発動するたびに[ダメージ量]と[サイズ]の倍率が〈1〉増加し、発動回数の重複が〈4回〉で[リセット]される。,<color=#6EDCFF>,感電地帯のダメージ量20倍増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,20,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
37,マイスナー効果,조합,426 ,472 ,0 ,<color=#F5F5E1>,《EMP》の気絶効果発動時、対象を[ノックバック]させ,<color=#6EDCFF>,感電地帯のダメージ量6倍増加,<color=#6EDCFF>,感電地帯の大きさ100%増加,<color=#FF76DE>,攻撃力25%増幅,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,100 ,16 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,ロックダウン,16,感電地帯が波動として生成され、クールタイムに比例して発生周期が速くなる。,`,`
38,エネルギー飽和,조합,516 ,543 ,0 ,<color=#F5F5E1>,ビジョン光線がランダムな方向へ同時に生成される。,<color=#F5F5E1>,ビジョン光線が回転しなくなる。,<color=#6EDCFF>,ビジョン光線のダメージ量20倍増加,<color=#6EDCFF>,ビジョン光線の大きさ5倍増加,<color=#FF6464>,ビジョン光線の持続時間75%減少,<color=#FFFFFF>,`,538 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,20,1239 ,5,1 ,0 ,1 ,0 ,`,0,`,`,`
39,スーパー台風,조합,461 ,427 ,0 ,<color=#F5F5E1>,つむじ風が一つに[統合]される。,<color=#F5F5E1>,つむじ風がキャラクターを中心に存続し、 @ 存続時間に比例して[ダメージ量の倍数]が増加する。,<color=#F5F5E1>,つむじ風の持続時間が終わった後に[クールタイム]が開始する。,<color=#F5F5E1>,つむじ風の数1につき[大きさ]が〈20%〉増加する。,<color=#EB96FF>,つむじ風の持続時間&クールタイム100%増加,<color=#FFFFFF>,`,395 ,100 ,407 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1112 ,100,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
40,テレポート,조합,453 ,36 ,0 ,<color=#F5F5E1>,幽体化を〈7回〉連続で詠唱し、ランダムな位置に移動し、最後には元の位置に戻る。,<color=#F5F5E1>,幽体化の持続時間に比例して[詠唱回数]と[ダメージ量倍率]が増加する。,<color=#6EDCFF>,幽体化のダメージ量3倍増加,<color=#6EDCFF>,幽体化のクールタイム70%減少,<color=#FFFFFF>,`,<color=#FFFFFF>,`,356 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1062 ,3 ,1 ,0 ,1 ,0 ,1 ,0 ,ハルシネーション,25,幽体化の爆発が5回連鎖発動する。,`,`
41,炎の嵐,조합,443 ,490 ,0 ,<color=#F5F5E1>,隕石落下のクレーターがこれ以上ダメージを与えない。,<color=#F5F5E1>,隕石落下がキャラクターを中心に[五方向]に一直線に生成され、サイズが{33%}・{66%}・{99%}に達するたびに[生成方向]〈1〉、[ダメージ量倍率]〈5〉増加する。,<color=#6EDCFF>,隕石落下のダメージ量10倍増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,10,1 ,0 ,1 ,0 ,1 ,0 ,볼케이노,0,`,`,`
42,花火,조합,363 ,499 ,0 ,<color=#F5F5E1>,魔力弾がランダムな地点で爆発する。,<color=#F5F5E1>,魔力弾の爆発が[拡張]し、〈1～9倍〉の威力を発揮する。,<color=#6EDCFF>,魔力弾のダメージ量5倍増加,<color=#6EDCFF>,魔力弾のサイズ50%増加,<color=#FFFFFF>,`,<color=#FFFFFF>,`,162 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,5,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
43,魔力の槍,조합,380 ,542 ,0 ,<color=#F5F5E1>,精霊の[クールタイム]と[発射間隔]がデフォルトに変わる。,<color=#F5F5E1>,精霊[投射体の速度]と[射程]が飛躍的に増加する。,<color=#6EDCFF>,精霊のダメージ量10倍増加,<color=#6EDCFF>,精霊の大きさ200%増加,<color=#FF6464>,精霊のクールタイム2倍増加,<color=#FFFFFF>,`,276 ,200 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,971 ,10,982 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
44,ゲート,조합,543 ,380 ,0 ,<color=#F5F5E1>,閃光ショックの[サイズ増加率]が[ダメージ量]に{転換}される。,<color=#6EDCFF>,閃光ショックのダメージ量12倍増加,<color=#6EDCFF>,閃光ショックの数6倍増加,<color=#6EDCFF>,閃光ショックのクールタイム50%減少,<color=#FFFFFF>,`,<color=#FFFFFF>,`,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1301 ,12,1304 ,6,1 ,0 ,1 ,0 ,アセンション,22,閃光ショックが無制限に生成され、クールタイムと個数に比例して加速する。,`,`
