ID,이름,유형,요구레벨,특성ID,특성A레벨,특성B레벨,특성C레벨,최대레벨,파생기술ID,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,기술 습득01,기술 습득02,기술 습득03,기술 습득04,기술 습득05,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,UI002,기술 개수
10,Meteor,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Ein Meteor fällt auf einen zufälligen Ort.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Erhöhe den Meteor-Schaden um 50%. @ Verringere die Abklingzeit von Meteoren um 5%,<color=#FFFFFF>,《Erhöhe die Anzahl der Meteore um 1》^《Erhöhe den Meteor-Schaden um 50%.》^《Erhöhe die Meteorgröße um 20%》^《Erhöhe die Anzahl der Meteore um 1》^《Erhöhe den Meteor-Schaden um 50%.》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-10 ,1 ,323 ,1 ,321 ,50 ,324 ,20 ,323 ,1 ,321 ,50 ,1 ,0 ,321 ,50 ,327 ,5 ,`,`
11,Tarnung,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,[Passiere] alle Objekte für einen Moment und erhöhe die [Bewegungsgeschwindigkeit].,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《Erhöhe die Tarnungsdauer um 30%》^《Erhöhe die Tarnungsdauer um 30%》^《Erhöhe die Tarnungsdauer um 30%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-11 ,1 ,352 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
12,Zyklon,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,"Erzeuge einen Windstoß, der an Größe zunimmt und Schaden anrichtet.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Erhöhe den Zyklon-Schaden um 50%. @ Erhöhe Zyklondauer um 15%,<color=#FFFFFF>,《Erhöhe die Anzahl der Zyklone um 1》^《Erhöhe den Zyklon-Schaden um 50%.》^《Erhöhe Zyklondauer um 30%》^《Erhöhe die Anzahl der Zyklone um 1》^《Erhöhe den Zyklon-Schaden um 50%.》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-12 ,1 ,393 ,1 ,391 ,50 ,395 ,30 ,393 ,1 ,391 ,50 ,1 ,0 ,391 ,50 ,395 ,15 ,`,`
13,Elektroschock,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Setze Elektrizität in eine zufällige Richtung frei.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Erhöhe den Elektroschock-Schaden um 50%. @ Verringere die Abklingzeit von Elektroschocks um 5%,<color=#FFFFFF>,《Erhöhe den Elektroschock-Schaden um 20%. @ Erhöhe die Anzahl der Elektroschocks um 1》^《Erhöhe den Elektroschock-Schaden um 20%. @ Erhöhe die Anzahl der Elektroschocks um 1》^《Erhöhe den Elektroschock-Schaden um 20%. @ Erhöhe die Anzahl der Elektroschocks um 1》^《Erhöhe den Elektroschock-Schaden um 20%. @ Erhöhe die Anzahl der Elektroschocks um 1》^《Erhöhe den Elektroschock-Schaden um 20%. @ Erhöhe die Anzahl der Elektroschocks um 1》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13 ,1 ,421 ,20 ,424 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,421 ,50 ,431 ,5 ,`,`
14,Armageddon,마법,6 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,Entferne alle Gegner.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《Verringert die Abklingzeit von Armageddon um 10%》^《Verringert die Abklingzeit von Armageddon um 10%》^《Verringert die Abklingzeit von Armageddon um 10%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-14 ,1 ,443 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
15,Verbrennung,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Wirf Flammen vor den Charakter.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Erhöhe den Verbrennungsschaden um 50%. @ Verringere die Abklingzeit der Verbrennung um 5%,<color=#FFFFFF>,《Erhöhe die Anzahl der Verbrennungen um 6》^《Erhöhe den Verbrennungsschaden um 50%.》^《Erhöhe Verbrennungsgröße um 20%》^《Erhöhe die Anzahl der Verbrennungen um 6》^《Erhöhe den Verbrennungsschaden um 50%.》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,463 ,6 ,461 ,50 ,468 ,20 ,463 ,6 ,461 ,50 ,1 ,0 ,461 ,50 ,472 ,5 ,`,`
16,Energiebolzen,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,Feuere ein durchdringendes Projektil in der Nähe ab.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Erhöhe den Energiebolzen-Schaden um 50%. @ Erhöhe die Größe des Energiebolzens um 10%,<color=#FFFFFF>,《Erhöhe den Energiebolzen-Schaden um 20%. @ 2 zusätzliche Energieblitze》^《Erhöhe den Energiebolzen-Schaden um 20%. @ 2 zusätzliche Energieblitze》^《Erhöhe den Energiebolzen-Schaden um 20%. @ 2 zusätzliche Energieblitze》^《Erhöhe den Energiebolzen-Schaden um 20%. @ 2 zusätzliche Energieblitze》^《Erhöhe den Energiebolzen-Schaden um 20%. @ 2 zusätzliche Energieblitze》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-16 ,1 ,481 ,20 ,485 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,481 ,50 ,483 ,10 ,`,`
17,Blizzard,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,"Erzeuge einen Blizzard, der Gegner [einfriert].",<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Erhöhe den Blizzard-Schaden um 50%. @ Verringere die Abklingzeit von Blizzard um 5%,<color=#FFFFFF>,《Erhöhe die Anzahl der Blizzards um 8》^《Erhöhe den Blizzard-Schaden um 50%.》^《Verringere die Abklingzeit von Blizzard um 15%》^《Erhöhe die Anzahl der Blizzards um 8》^《Erhöhe den Blizzard-Schaden um 50%.》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,513 ,8 ,511 ,50 ,519 ,15 ,513 ,8 ,511 ,50 ,1 ,0 ,511 ,50 ,519 ,5 ,`,`
18,Arkaner Strahl,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,"Schieße einen Strahl ab, der alle Objekte durchdringt.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Erhöhe den Schaden des arkanen Strahls um 50%. @ Verringere die Abklingzeit des Arkanstrahls um 5%,<color=#FFFFFF>,《Erhöhe den Schaden des arkanen Strahls um 20%. @ Erhöhe die Anzahl der arkanen Strahlen um 1》^《Erhöhe den Schaden des arkanen Strahls um 20%. @ Erhöhe die Anzahl der arkanen Strahlen um 1》^《Erhöhe den Schaden des arkanen Strahls um 20%. @ Erhöhe die Anzahl der arkanen Strahlen um 1》^《Erhöhe den Schaden des arkanen Strahls um 20%. @ Erhöhe die Anzahl der arkanen Strahlen um 1》^《Erhöhe den Schaden des arkanen Strahls um 20%. @ Erhöhe die Anzahl der arkanen Strahlen um 1》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-18 ,1 ,531 ,20 ,533 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,531 ,50 ,542 ,5 ,`,`
19,Magischer Kreis,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,{Verstärke} [ANG] für eine bestimmte Dauer.,<color=#EB96FF>,(Basis-Verstärkungseffekt: 20%),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《Verstärke den Magiekreiseffekt um 5% @ Erhöhe die Dauer des Magischen Kreises um 20%》^《Verstärke den Magiekreiseffekt um 5% @ Erhöhe die Dauer des Magischen Kreises um 20%》^《Verstärke den Magiekreiseffekt um 5% @ Erhöhe die Dauer des Magischen Kreises um 20%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-19 ,1 ,561 ,5 ,563 ,20 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
20,Lava-Zone,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,"Erschaffe eine Lava-Zone, die Gegner für eine bestimmte Dauer kontinuierlich schädigt.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Erhöhe den Lava-Zonen-Schaden um 50%. @ Verringere die Abklingzeit von Lava-Zone um 5%,<color=#FFFFFF>,《Erhöhe die Anzahl der Lava-Zonen um 1》^《Erhöhe den Lava-Zonen-Schaden um 50%.》^《Erhöhe die Größe der Lava-Zonen um 20%》^《Erhöhe die Anzahl der Lava-Zonen um 1》^《Erhöhe den Lava-Zonen-Schaden um 50%.》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-20 ,1 ,583 ,1 ,581 ,50 ,587 ,20 ,583 ,1 ,581 ,50 ,1 ,0 ,581 ,50 ,590 ,5 ,`,`
21,Blitzschock,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,"Erzeuge einen Blitz, der sich in die Richtung bewegt, in die sich der Charakter gerade bewegt und Gegner schädigt.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,Erhöhe den Blitzschock-Schaden um 50%. @ Verringere die Abklingzeit des Blitzschocks um 5%,<color=#FFFFFF>,《Erhöhe die Größe des Blitzschocks um 15%》^《Erhöhe den Blitzschock-Schaden um 50%.》^《Erhöhe die Größe des Blitzschocks um 15%》^《Verringere die Abklingzeit des Blitzschocks um 20%》^《Erhöhe den Blitzschock-Schaden um 50%.》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,606 ,15 ,601 ,50 ,606 ,15 ,609 ,20 ,601 ,50 ,1 ,0 ,601 ,50 ,609 ,5 ,`,`
22,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
23,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
24,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
25,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
26,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
27,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
28,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
29,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
30,Fortgeschrittene Magie,패시브,1 ,0 ,0 ,0 ,0 ,3 ,30 ,<color=#EBEBEB>,Erhöhe [Schaden der Kombinationsmagie] um 〈15%〉,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-30 ,1 ,90 ,15 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
31,Intelligenz,패시브,0 ,0 ,0 ,0 ,0 ,5 ,31 ,<color=#64FF32>,Erhöhe ANG um 10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Erhöhe ANG um 3%,1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-31 ,1 ,4 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
32,Schnelles Wirken,패시브,0 ,0 ,0 ,0 ,0 ,3 ,32 ,<color=#64FF32>,Verringere die Abklingzeit aller Magie um 5%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Verringere die Abklingzeit aller Magie um 1%,1,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-32 ,1 ,6 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
33,Vitalität,패시브,0 ,0 ,0 ,0 ,0 ,5 ,33 ,<color=#64FF32>,Erhöhe Maximale LP um 20%,<color=#64FF32>,Erhöhe die LP-Erholung der Lebenskugel um 10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,Erhöhe Maximale LP um 10%,1,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-33 ,1 ,20 ,20 ,36 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
