ID,이름,유형,특성A레벨,특성B레벨,특성C레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,궁극기 이름,궁극기 조건,궁극기 설명줄01,UI002,기술 개수
10,涡流,조합,463 ,389 ,0 ,<color=#F5F5E1>,旋风在角色周围生成并旋转。,<color=#F5F5E1>,旋风面积渐渐[缩小]。,<color=#6EDCFF>,旋风伤害量增加9倍,<color=#6EDCFF>,旋风持续时间增加9倍,<color=#6EDCFF>,旋风冷却时间减少50%,<color=#FFFFFF>,`,406 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,9,1095 ,9,1 ,0 ,1 ,0 ,黑暗,10,旋风会间歇性地以极大化形态融合并显现。,`,`
11,火之息,조합,490 ,515 ,0 ,<color=#F5F5E1>,焚烧不会朝两侧发射 @ 但会朝[五个方向]进行发射。,<color=#F5F5E1>,焚烧生成地更快更远。,<color=#6EDCFF>,焚烧伤害量增加6倍,<color=#6EDCFF>,焚烧个数增加30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,464 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1161 ,6,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
12,以太纵火,조합,508 ,488 ,0 ,<color=#F5F5E1>,每当暴风雪爆炸时，爆炸分裂成〈2个〉。,<color=#6EDCFF>,暴风雪伤害量增加8倍,<color=#6EDCFF>,暴风雪面积增加20%,<color=#6EDCFF>,暴风雪的生成间隔减少30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,516 ,20 ,522 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,8,1 ,0 ,1 ,0 ,1 ,0 ,아마테라스,0,`,`,`
13,轨道轰炸,조합,417 ,507 ,0 ,<color=#F5F5E1>,闪电会在指定地点附近快速产生。,<color=#6EDCFF>,落雷伤害量增加9倍,<color=#6EDCFF>,雷击尺寸增加 30%,<color=#FF6464>,闪电冷却时间增加 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,216 ,30 ,220 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,9,1 ,0 ,1 ,0 ,1 ,0 ,익스터미네이션,0,`,`,`
14,中子产生,조합,462 ,391 ,0 ,<color=#F5F5E1>,旋风[合并]为一个。,<color=#F5F5E1>,旋风不发射投射体但会在快速[扩大]面积的同时慢慢减少速度。,<color=#F5F5E1>,每个旋风[面积]增加〈25%〉。,<color=#6EDCFF>,旋风伤害量增加10倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,欧米伽,10,旋风持续时间转化为伤害量，并在消失的同时引发爆炸。,`,`
15,寒冬风暴,조합,506 ,372 ,0 ,<color=#F5F5E1>,暴风雪爆炸范围[扩大]。,<color=#6EDCFF>,暴风雪伤害量增加8倍,<color=#6EDCFF>,暴风雪面积增加25%,<color=#FF6464>,暴风雪的个数减少25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,516 ,25 ,515 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
16,等离子光线,조합,516 ,391 ,0 ,<color=#F5F5E1>,幻视光线[固定]为〈4个〉，[永久持续]，冷却时间从[4秒]减少到[1秒]时，[光线]增加〈1〉。,<color=#F5F5E1>,幻视光线的[体积]与[持续时间]会{转化}为[伤害量]。,<color=#F5F5E1>,幻视光线以〈0.25秒〉间隔造成伤害。,<color=#6EDCFF>,幻视光线数量每增加1，[伤害倍率]增加1。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,量子激光,9,幻视光线根据激活的光线数量提升威力，并以更快速度旋转。,`,`
17,闪电轰炸,조합,416 ,470 ,0 ,<color=#F5F5E1>,落雷朝随机位置连续生成〈5次〉。,<color=#F5F5E1>,每次连续生成落雷时，[生成范围]和[个数]增加〈30%〉。,<color=#6EDCFF>,落雷伤害量增加12倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,12,1 ,0 ,1 ,0 ,1 ,0 ,死亡风暴,4,落雷的连续生成次数增加，且生成速度更快。,`,`
18,量子爆炸,조합,409 ,35 ,0 ,<color=#F5F5E1>,不进行护盾充能，但会引发爆炸。,<color=#F5F5E1>,每有一个护盾，[伤害量]和[大小]增加〈33%〉。,<color=#F5F5E1>,﻿按照[所有魔法面积增加率]的比例增加[伤害量]。﻿,<color=#6EDCFF>,护盾冷却时间减少70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,233 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
19,炼狱,조합,488 ,533 ,0 ,<color=#F5F5E1>,焚烧快速生成，并提升[最大倍率]威力。,<color=#EB96FF>,（最大倍率：伤害量 x30，体积 x2）,<color=#6EDCFF>,焚烧冷却时间减少25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,472 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,审判者,23,焚烧会在一瞬间爆发式生成。,`,`
20,闪电韵律,조합,425 ,390 ,0 ,<color=#F5F5E1>,导电地带会以大量的[投射体]形态旋转于角色中心。,<color=#F5F5E1>,导电地带的[伤害间隔]将不会消失，但会增加[旋转速度]。,<color=#6EDCFF>,导电地带伤害量增加10倍,<color=#6EDCFF>,导电地带面积增加30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,10,1 ,0 ,1 ,0 ,1 ,0 ,템페스터,0,감전지대가 더 많은 투사체를 생성하고 더 강해진다.,`,`
21,熔炉,조합,535 ,443 ,0 ,<color=#F5F5E1>,熔岩地带的面积将慢慢[扩大]。,<color=#F5F5E1>,按照熔岩地带的面积比例，增加[伤害量]。,<color=#6EDCFF>,熔岩地带伤害量增加10倍,<color=#6EDCFF>,熔岩地带持续时间增加30%,<color=#6EDCFF>,熔岩地带冷却时间减少30%,<color=#FFFFFF>,`,585 ,30 ,590 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1281 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
22,电流暴走,조합,470 ,382 ,0 ,<color=#F5F5E1>,电气冲击将不产生连锁，但会连续生成〈3~7次〉。,<color=#F5F5E1>,电气冲击[射程]增加。,<color=#6EDCFF>,电气冲击伤害量增加8倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
23,大洪水,조합,435 ,461 ,0 ,<color=#F5F5E1>,海啸朝两边各追加生成〈2个〉。,<color=#F5F5E1>,角色后方生成一定的海啸。,<color=#6EDCFF>,海啸伤害量增加8倍,<color=#FF6464>,海啸冷却时间增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,260 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,951 ,8,1 ,0 ,1 ,0 ,1 ,0 ,巨型海啸,17,海啸会在广范围内同时引发。,`,`
24,雪花绽放,조합,399 ,434 ,0 ,<color=#F5F5E1>,凛霜对附近的敌人连续〈24次〉爆炸，每次爆炸[伤害量]与[体积]减少〈2%〉。,<color=#6EDCFF>,凛霜伤害量增加24倍,<color=#6EDCFF>,凛霜冷却时间减少30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,378 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,24,1 ,0 ,1 ,0 ,1 ,0 ,零度新星,3,凛霜的爆炸会以极快速度大量生成。,`,`
25,暴风支配者,조합,461 ,366 ,0 ,<color=#F5F5E1>,旋风朝四面连续生成〈3次〉。,<color=#F5F5E1>,旋风[移动速度]不断加快后慢慢减弱。,<color=#6EDCFF>,旋风伤害量增加10倍,<color=#6EDCFF>,旋风面积增加20%,<color=#FF6464>,旋风持续时间减少50%,<color=#FFFFFF>,`,397 ,20 ,396 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
26,主宰,조합,31 ,526 ,0 ,<color=#F5F5E1>,仅施放[组合魔法]。,<color=#F5F5E1>,每获得1级[主动魔法]，强化下列能力值。,<color=#FF76DE>,攻击力增幅1.5%,<color=#64FF32>,所有魔法面积增加0.5%,<color=#64FF32>,所有魔法冷却时间减少0.3%,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
27,无限动力,조합,524 ,31 ,0 ,<color=#F5F5E1>,魔法阵[永久持续]。,<color=#F5F5E1>,魔法阵的持续时间每提升[3%]，[效果量]增加〈1%〉。,<color=#F5F5E1>,魔法阵冷却时间减少率每提升[3%]，[效果量]增加〈1%〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
28,创造之门,조합,31 ,525 ,0 ,<color=#F5F5E1>,每激活一个[魔法组合]，[攻击力]提高〈20%〉{增幅}。,<color=#F5F5E1>,[魔法组合]次数增加〈2〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,35 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
29,原点爆炸,조합,499 ,373 ,0 ,<color=#F5F5E1>,能量弹向四周扩散后立即[爆炸]。,<color=#F5F5E1>,能量弹持续时间越长，[伤害量]与[数量]越高。,<color=#6EDCFF>,能量弹伤害量增加12倍,<color=#6EDCFF>,能量弹爆炸面积增加50%,<color=#FF6464>,能量弹冷却时间增加75%,<color=#FFFFFF>,`,494 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1181 ,12,1202 ,50,1 ,0 ,1 ,0 ,闪击,13,能量弹连续分裂两次。,`,`
30,棱镜乱射,조합,515 ,366 ,0 ,<color=#F5F5E1>,幻视光线不会在另一边生成 @ 但会连续〈5次〉朝随机方向[同时]生成。,<color=#F5F5E1>,幻视光线[持续时间]将{转换}为[伤害量]。,<color=#6EDCFF>,幻视光线伤害量增加7倍,<color=#6EDCFF>,幻视光线冷却时间减少25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,542 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
31,大崩裂,조합,400 ,443 ,0 ,<color=#F5F5E1>,被凛霜命中的敌人全部[击退]。,<color=#F5F5E1>,凛霜的体积越大，[伤害量]越高。,<color=#6EDCFF>,凛霜伤害量增加10倍,<color=#6EDCFF>,凛霜面积增加50%,<color=#FF6464>,凛霜冷却时间增加50%,<color=#FFFFFF>,`,375 ,50 ,379 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
32,海伯利安,조합,391 ,445 ,0 ,<color=#F5F5E1>,合并的卫星会在对侧额外生成，该卫星的[伤害量]降低【20%】，但首次命中会造成{冰冻}。,<color=#F5F5E1>,卫星越大，[伤害量]越高。,<color=#6EDCFF>,卫星伤害倍率提升50%,<color=#6EDCFF>,卫星旋转速度增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,311 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,亚巴顿,2,卫星融合为一颗太阳，对整个战场的敌人造成33%的伤害。,`,`
33,分身,조합,367 ,380 ,0 ,<color=#F5F5E1>,追加召唤〈3个〉可发射魔力弹的[幻影]。,<color=#F5F5E1>,魔力弹个数固定在[1]。,<color=#F5F5E1>,每个魔力弹[伤害量]增加〈33%〉。,<color=#6EDCFF>,魔力弹伤害量增加9.99倍,<color=#6EDCFF>,魔力弹冷却时间减少33%,<color=#FFFFFF>,`,158 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,999,1 ,0 ,1 ,0 ,1 ,0 ,均衡,1,分身会额外生成3个。,`,`
34,闪电之心,조합,470 ,497 ,0 ,<color=#F5F5E1>,每当电气冲击产生连锁时，投射体分裂成〈2个〉 @ [伤害量]和[面积]减少【20%】,<color=#F5F5E1>,电气冲击的[连锁速度]变快。,<color=#6EDCFF>,电气冲击伤害量增加8倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8 ,1 ,0 ,1 ,0 ,1 ,0 ,弧光,12,电气冲击被强化，在连锁时虽不再分裂投射物，但不会损失威力。,`,`
35,大碰撞,조합,445 ,507 ,0 ,<color=#F5F5E1>,陨石坠落连续生成〈3次〉，第一颗陨石的[威力]提升〈50%〉。,<color=#6EDCFF>,陨石坠落伤害量增加12倍,<color=#6EDCFF>,陨石坠落冷却时间减少30%,<color=#FF6464>,陨石坠落面积减少30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,327 ,30 ,325 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,12,1 ,0 ,1 ,0 ,1 ,0 ,巨力冲击,5,陨石坠落会合并为一体，并在爆炸的同时使附近所有敌人眩晕。,`,`
36,冰冻之心,조합,427 ,399 ,0 ,<color=#F5F5E1>,导电地带在短时间内使敌人[冰冻]。,<color=#F5F5E1>,每次导电地带触发时，[伤害量]与[体积]倍率增加〈1〉，触发次数叠加在〈4次〉时[重置]。,<color=#6EDCFF>,导电地带伤害量增加20倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,20,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
37,迈斯纳效应,조합,426 ,472 ,0 ,<color=#F5F5E1>,发动《EMP》的晕眩效果时，[击退]目标,<color=#6EDCFF>,导电地带伤害量增加6倍,<color=#6EDCFF>,导电地带面积增加100%,<color=#FF76DE>,攻击力增幅25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,100 ,16 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,封锁,16,导电地带以波动形式生成，并随冷却时间按比例加快触发周期。,`,`
38,能量饱和,조합,516 ,543 ,0 ,<color=#F5F5E1>,幻视光线朝随机方向同时生成。,<color=#F5F5E1>,幻视光线不再继续旋转。,<color=#6EDCFF>,幻视光线伤害量增加20倍,<color=#6EDCFF>,幻视光线面积增加5倍,<color=#FF6464>,幻视光线持续时间减少75%,<color=#FFFFFF>,`,538 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,20,1239 ,5,1 ,0 ,1 ,0 ,`,0,`,`,`
39,超强台风,조합,461 ,427 ,0 ,<color=#F5F5E1>,旋风[合并]为一个。,<color=#F5F5E1>,旋风持续跟随角色中心 @ 按照持续时间的比例增加[伤害量倍数]。,<color=#F5F5E1>,旋风的持续时间结束后开始进入[冷却时间]。,<color=#F5F5E1>,每个旋风[面积]增加〈20%〉。,<color=#EB96FF>,旋风持续时间 & 冷却时间增加100%,<color=#FFFFFF>,`,395 ,100 ,407 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1112 ,100,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
40,瞬间移动,조합,453 ,36 ,0 ,<color=#F5F5E1>,连续施放〈7次〉幽体化，随机移动位置，最后返回原位。,<color=#F5F5E1>,幽体化持续时间越长，[施放次数]与[伤害倍率]越高。,<color=#6EDCFF>,幽体化伤害量提升3倍,<color=#6EDCFF>,幽体化冷却时间减少70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,356 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1062 ,3 ,1 ,0 ,1 ,0 ,1 ,0 ,幻觉,25,疾行的爆炸会连锁触发5次。,`,`
41,火焰暴风,조합,443 ,490 ,0 ,<color=#F5F5E1>,陨石坠落的火山口不再造成伤害。,<color=#F5F5E1>,陨石坠落以角色为中心沿[五个方向]成一列生成，大小变化至{33%}、{66%}、{99%}时，[生成方向]增加〈1〉、[伤害倍率]增加〈5〉。,<color=#6EDCFF>,陨石坠落伤害量增加10倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,10,1 ,0 ,1 ,0 ,1 ,0 ,볼케이노,0,`,`,`
42,烟火秀,조합,363 ,499 ,0 ,<color=#F5F5E1>,魔力弹在随机位置爆炸。,<color=#F5F5E1>,魔力弹爆炸时会[扩展]，造成〈1~9倍〉的威力。,<color=#6EDCFF>,魔力弹伤害量增加5倍,<color=#6EDCFF>,魔力弹体积增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,162 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,5,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
43,魔力之矛,조합,380 ,542 ,0 ,<color=#F5F5E1>,精灵[冷却时间]和[发射间隔]将会变换为初始值。,<color=#F5F5E1>,精灵[投射体速度]和[射程]出现飞跃性增长。,<color=#6EDCFF>,精灵伤害量增加10倍,<color=#6EDCFF>,精灵面积增加200%,<color=#FF6464>,精灵冷却时间增加2倍,<color=#FFFFFF>,`,276 ,200 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,971 ,10,982 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
44,天门,조합,543 ,380 ,0 ,<color=#F5F5E1>,闪光冲击的[体积增长率]会{转化}为[伤害量]。,<color=#6EDCFF>,闪光冲击伤害量增加12倍,<color=#6EDCFF>,闪光冲击个数增加6倍,<color=#6EDCFF>,闪光冲击冷却时间减少50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1301 ,12,1304 ,6,1 ,0 ,1 ,0 ,升华,22,闪光冲击可无限生成，并随冷却时间与数量按比例加速。,`,`
45,磁場,조합,389 ,425 ,0 ,<color=#F5F5E1>,《反重力》的[旋转速度]加成固定为〈2x〉。,<color=#6EDCFF>,卫星伤害量增加7倍,<color=#6EDCFF>,卫星面积增加100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,313 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1006 ,7,1 ,0 ,1 ,0 ,1 ,0 ,核心,2,卫星会在广范围内快速旋转，且威力提升。,`,`
46,黑死病,조합,372 ,366 ,0 ,<color=#F5F5E1>,火焰球在随机位置[立即]爆炸，造成〈4次〉伤害。,<color=#F5F5E1>,火焰球越大，[伤害量]越高。,<color=#F5F5E1>,将火焰球贯穿力的[数量] {转换}为〈50%〉。,<color=#6EDCFF>,火焰球伤害量增加20倍,<color=#6EDCFF>,火焰球面积增加100%,<color=#FF6464>,火焰球冷却时间增加2倍,187 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,881 ,20,895 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
47,闪电之息,조합,472 ,488 ,0 ,<color=#F5F5E1>,角色前方会额外产生三次电击。,<color=#6EDCFF>,电气冲击伤害量增加7倍,<color=#6EDCFF>,电气冲击次数增加2倍,<color=#FF6464>,电气冲击冷却时间增加 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,432 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,7,1126 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
48,凤凰,조합,436 ,508 ,0 ,<color=#F5F5E1>,海啸从角色后方生成。,<color=#F5F5E1>,海啸经过的路径会生成[火焰]。,<color=#6EDCFF>,海啸伤害量增加24倍,<color=#6EDCFF>,海啸冷却时间减少30%,<color=#FF6464>,海啸个数减少50%,<color=#EB96FF>,复活次数增加1。,259 ,30 ,255 ,50 ,49 ,1 ,1 ,0 ,1 ,0 ,951 ,24,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
