ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
11,Piromante,학파,0 ,<color=#EBEBEB>,"〔Bola de fuego Lv +1〕 @ Cada vez que el personaje sube [5] niveles, el Daño de Bola de fuego aumenta en un 〈3%〉 『Adicional』",<color=#32FFE1>,Bola de fuego Lv +1,<color=#6EDCFF>,Reduce el tiempo de recup. de la Bola de fuego un 20%,<color=#6EDCFF>,Aumenta el número de Bolas de fuego en 1,<color=#FF76DE>,Aumenta el Daño de la Bola de fuego un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,1 ,1 ,0 ,1 ,0 ,-2 ,1 ,194 ,20 ,184 ,1 ,181 ,20 ,1 ,0 ,1 ,0 
12,Conjurador,학파,0 ,<color=#EBEBEB>,"〔Electrocución Lv +1〕 @ Cada vez que el personaje sube [5] niveles, el Daño de Electrocución aumenta en un 〈3%〉 『Adicional』",<color=#32FFE1>,Electrocución Lv +1,<color=#6EDCFF>,Reduce el tiempo de recup. de la Electrocución un 20%,<color=#6EDCFF>,Aumenta el número de Electrocuciones un 35%,<color=#FF76DE>,Aumenta el Daño de la Electrocución un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13 ,1 ,1 ,0 ,1 ,0 ,-13 ,1 ,431 ,20 ,426 ,35 ,421 ,20 ,1 ,0 ,1 ,0 
13,Alquimista,학파,0 ,<color=#EBEBEB>,"〔Disparo de energía Lv +1〕 @ Cada vez que el personaje sube [5] niveles, el Daño de Disparo de energía aumenta en un 〈3%〉 『Adicional』",<color=#32FFE1>,Disparo de energía Lv +1,<color=#6EDCFF>,Reduce el tiempo de recup. del Disparo de energía un 20%,<color=#6EDCFF>,Aumenta el número de Disparos de energía en 35%,<color=#FF76DE>,Aumenta el Daño del Disparo de energía un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-16 ,1 ,1 ,0 ,1 ,0 ,-16 ,1 ,493 ,20 ,486 ,35 ,481 ,20 ,1 ,0 ,1 ,0 
14,Erudito,학파,0 ,<color=#EBEBEB>,"〔Nivel Inicial +3〕 @ Cada vez que el personaje sube [1] nivel, el Daño de Todas las Magias aumenta en un 〈1%〉",<color=#EB96FF>,Doctor Lv +1,<color=#EBEBEB>,Recupera un 〈30%〉 de maná más al recuperar maná.,<color=#EBEBEB>,〈50%〉 de probabilidad aumentada de tener [4] elecciones de Magia.,<color=#FF76DE>,Aumenta la Adquisición de maná un 5% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,1 ,0 ,1 ,0 ,-316 ,1 ,61 ,30 ,58 ,50 ,38 ,5 ,1 ,0 ,1 ,0 
15,Bruja,학파,0 ,<color=#EBEBEB>,"〔Zona de lava Lv +1〕 @ Cada vez que el personaje sube [5] niveles, el Daño de Zona de lava aumenta en un 〈3%〉 『Adicional』",<color=#32FFE1>,Zona de lava Lv +1,<color=#6EDCFF>,Reduce el Tiempo de recup. de la Zona de lava un 20%,<color=#6EDCFF>,Aumenta el número de Zonas de lava en 1,<color=#FF76DE>,Aumenta el Daño de la Zona de lava un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-20 ,1 ,1 ,0 ,1 ,0 ,-20 ,1 ,590 ,20 ,583 ,1 ,581 ,20 ,1 ,0 ,1 ,0 
16,Electromante,학파,0 ,<color=#EBEBEB>,"〔Zona eléctrica Lv +1〕 @ Cada vez que el personaje sube [5] niveles, el Daño de Zona eléctrica aumenta en un 〈3%〉 『Adicional』",<color=#32FFE1>,Zona eléctrica Lv +1,<color=#6EDCFF>,Reduce el intervalo de Daño de la Zona eléctrica un 20%,<color=#6EDCFF>,Aumenta el Tamaño de la Zona eléctrica un 25%,<color=#FF76DE>,Aumenta el Daño de la Zona eléctrica un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-8 ,1 ,1 ,0 ,1 ,0 ,-8 ,1 ,296 ,20 ,293 ,25 ,291 ,20 ,1 ,0 ,1 ,0 
17,Árbitro,학파,0 ,<color=#EBEBEB>,"〔Tsunami Lv +1〕 @ Cada vez que el personaje sube [5] niveles, el Daño de Tsunami aumenta en un 〈3%〉 『Adicional』",<color=#32FFE1>,Tsunami Lv +1,<color=#6EDCFF>,Reduce el tiempo de recup. del Tsunami un 20%,<color=#6EDCFF>,Aumenta el número de Tsunamis un 35%,<color=#FF76DE>,Aumenta el Daño del Tsunami un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-9 ,1 ,1 ,0 ,1 ,0 ,-9 ,1 ,259 ,20 ,254 ,35 ,251 ,20 ,1 ,0 ,1 ,0 
18,Archimago,학파,0 ,<color=#EBEBEB>,〔Nivel Inicial +3〕 @ El Daño de [combinaciones de Magias] aumenta en un 〈50%〉,<color=#32FFE1>,Círculo mágico Lv +1,<color=#EB96FF>,Lanzamiento silencioso Lv +1,<color=#EBEBEB>,Aumenta el Daño de las [combinaciones de Magias] un 〈50%〉.,<color=#FF76DE>,Reduce el tiempo de recup. de todas las Magias un 3% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,90 ,50 ,1 ,0 ,-19 ,1 ,-307 ,1 ,90 ,50 ,6 ,3 ,1 ,0 ,1 ,0 
19,Arqueólogo,학파,0 ,<color=#EBEBEB>,〔Disparo mágico Nv. +1〕 @ Se crea un [Cofre del tesoro] por cada [20] niveles de personaje.,<color=#32FFE1>,Explorador Lv +1,<color=#6EDCFF>,Aumenta la Adquisición de maná un 10%,<color=#EBEBEB>,Los [Cofres del tesoro] se crean con un 〈10%〉 más de frecuencia.,<color=#FF76DE>,Aumenta el alcance de recogida de objetos un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,1 ,0 ,1 ,0 ,-38 ,1 ,38 ,10 ,127 ,-10 ,40 ,20 ,1 ,0 ,1 ,0 
20,Aprendiz,학파,0 ,<color=#EBEBEB>,〔Disparo mágico Nv. +1〕 @ 〈20%〉 más de probabilidad de que un Disparo mágico se convierta en un [proyectil aleatorio].,<color=#32FFE1>,Disparo mágico Lv +1,<color=#EBEBEB>,〈5%〉 más de probabilidad de que un Disparo mágico se convierta en un [proyectil aleatorio].,<color=#EBEBEB>,〈5%〉 más de probabilidad de que un Disparo mágico se convierta en un [proyectil aleatorio].,<color=#FF76DE>,Aumenta la Tasa de golpe Crítico un 3% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,168 ,20 ,1 ,0 ,-1 ,1 ,168 ,5 ,168 ,5 ,14 ,3 ,1 ,0 ,1 ,0 
21,Mago,학파,0 ,<color=#EBEBEB>,"〔Ventisca Lv +1〕 @ Cada vez que el personaje sube [5] niveles, el Daño de Ventisca aumenta en un 〈3%〉 『Adicional』",<color=#32FFE1>,Ventisca Lv +1,<color=#6EDCFF>,Reduce el tiempo de recup. de la Ventisca un 20%,<color=#6EDCFF>,Aumenta el número de Ventiscas un 35%,<color=#FF76DE>,Aumenta el Daño de la Ventisca un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,1 ,0 ,1 ,0 ,-17 ,1 ,519 ,20 ,514 ,35 ,511 ,20 ,1 ,0 ,1 ,0 
22,Mago de batalla,학파,0 ,<color=#EBEBEB>,"〔Destello Lv +1〕 @ Cada vez que el personaje sube [5] niveles, el Daño de Destello aumenta en un 〈3%〉 『Adicional』",<color=#32FFE1>,Destello Lv +1,<color=#6EDCFF>,Reduce el tiempo de recup. del Destello un 20%,<color=#6EDCFF>,Aumenta el Tamaño del Destello un 25%,<color=#FF76DE>,Aumenta el Daño del Destello un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,1 ,0 ,1 ,0 ,-21 ,1 ,609 ,20 ,606 ,25 ,601 ,20 ,1 ,0 ,1 ,0 
23,Señor de la guerra,학파,0 ,<color=#EBEBEB>,"〔Incineración Lv +1〕 @ Cada vez que el personaje sube [5] niveles, el Daño de Incineración aumenta en un 〈3%〉 『Adicional』",<color=#32FFE1>,Incineración Lv +1,<color=#6EDCFF>,Reduce el tiempo de recup. de la Incineración un 20%,<color=#6EDCFF>,Reduce el Tamaño de la Incineración un 25%,<color=#FF76DE>,Aumenta el Daño de la Incineración un 20% (todas las clases),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,1 ,0 ,1 ,0 ,-15 ,1 ,472 ,20 ,468 ,25 ,461 ,20 ,1 ,0 ,1 ,0 
24,Mago negro,학파,0 ,<color=#EBEBEB>,〔Disparo mágico Nv. +1〕 @ 〈10%〉 de probabilidad de causar una [Explosión] al matar a un enemigo. @ 『(El daño de explosión es del 75% de los PS máx. del enemigo)』,<color=#32FFE1>,Efusión arcana Lv +1,<color=#6EDCFF>,〈5%〉 de probabilidad aumentada de que los enemigos [exploten] al morir,<color=#6EDCFF>,〈5%〉 de probabilidad aumentada de que los enemigos [exploten] al morir,<color=#FF76DE>,Aumenta el Tamaño de todas las Magias un 3% (todas las clases),<color=#FFFFFF>,`,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,118 ,10 ,1 ,0 ,-35 ,1 ,118 ,5 ,118 ,5 ,8 ,3 ,1 ,0 ,1 ,0 
25,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
26,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
27,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
28,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
29,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
30,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
31,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
32,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
33,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
34,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
35,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
36,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
37,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
39,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
41,Hechicero,실험체,800 ,<color=#FF76DE>,Aumenta el Daño del Disparo mágico un 5% (todas las clases),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,151 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
42,Astrónomo,실험체,800 ,<color=#1BA9E3>,Energía nuclear,<color=#FF76DE>,Aumenta el Daño del Satélite un 5% (todas las clases),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,113 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,306 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
43,Criomante,실험체,800 ,<color=#1BA9E3>,Cristal lunar,<color=#FF76DE>,Aumenta el Daño de la Nova de hielo un 5% (todas las clases),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,371 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
44,Chamán,실험체,800 ,<color=#1BA9E3>,Mjolnir,<color=#FF76DE>,Aumenta el Daño de la Tormenta de rayos un 5% (todas las clases),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,211 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
45,Brujo,실험체,800 ,<color=#1BA9E3>,Puerta dimensional,<color=#FF76DE>,Aumenta el Daño del Meteoro un 5% (todas las clases),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,321 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
46,Arcanista,실험체,800 ,<color=#1BA9E3>,Mineral de maná,<color=#FF76DE>,Aumenta el ATQ un 2% (todas las clases),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,56 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
