ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
10,Druid,학파,0 ,<color=#EBEBEB>,"〔Lốc xoáy Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Lốc xoáy",<color=#32FFE1>,Lốc xoáy Lv +1,<color=#6EDCFF>,Giảm hồi chiêu Lốc xoáy 20%,<color=#6EDCFF>,Tăng số lượng Lốc xoáy thêm 1,<color=#FF76DE>,Tăng sát thương Lốc xoáy 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-12 ,1 ,1 ,0 ,1 ,0 ,-12 ,1 ,406 ,20 ,393 ,1 ,391 ,20 ,1 ,0 ,1 ,0 
11,Pháp sư lửa,학파,0 ,<color=#EBEBEB>,"〔Cầu lửa Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Cầu lửa",<color=#32FFE1>,Cầu lửa Lv +1,<color=#6EDCFF>,Giảm hồi chiêu Cầu lửa 20%,<color=#6EDCFF>,Tăng số lượng Cầu lửa thêm 1,<color=#FF76DE>,Tăng sát thương Cầu lửa 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,1 ,1 ,0 ,1 ,0 ,-2 ,1 ,194 ,20 ,184 ,1 ,181 ,20 ,1 ,0 ,1 ,0 
12,Ma pháp sư,학파,0 ,<color=#EBEBEB>,"〔Điện giật Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Điện giật",<color=#32FFE1>,Điện giật Lv +1,<color=#6EDCFF>,Giảm hồi chiêu Điện giật 20%,<color=#6EDCFF>,Tăng số lượng Điện giật 35%,<color=#FF76DE>,Tăng sát thương Điện giật 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13 ,1 ,1 ,0 ,1 ,0 ,-13 ,1 ,431 ,20 ,426 ,35 ,421 ,20 ,1 ,0 ,1 ,0 
13,Nhà giả kim,학파,0 ,<color=#EBEBEB>,"〔Tia năng lượng Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Tia năng lượng",<color=#32FFE1>,Tia năng lượng Lv +1,<color=#6EDCFF>,Giảm hồi chiêu Tia năng lượng 20%,<color=#6EDCFF>,Tăng số lượng Tia năng lượng 35%,<color=#FF76DE>,Tăng sát thương Tia năng lượng 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-16 ,1 ,1 ,0 ,1 ,0 ,-16 ,1 ,493 ,20 ,486 ,35 ,481 ,20 ,1 ,0 ,1 ,0 
14,Học giả,학파,0 ,<color=#EBEBEB>,"〔Cấp khởi đầu +3〕 @ Mỗi khi nhân vật lên [1] cấp, sát thương mọi phép tăng 〈1%〉",<color=#EB96FF>,Bác sĩ Lv +1,<color=#EBEBEB>,Thu hồi thêm 〈30%〉 Mana khi thu hồi Mana.,<color=#EBEBEB>,Tăng 〈50%〉 cơ hội có [4] lựa chọn Phép.,<color=#FF76DE>,Tăng lượng Mana nhận được 5% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,1 ,0 ,1 ,0 ,-316 ,1 ,61 ,30 ,58 ,50 ,38 ,5 ,1 ,0 ,1 ,0 
15,Phù thủy,학파,0 ,<color=#EBEBEB>,"〔Vùng dung nham Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Vùng dung nham",<color=#32FFE1>,Vùng dung nham Lv +1,<color=#6EDCFF>,Giảm hồi chiêu Vùng dung nham 20%,<color=#6EDCFF>,Tăng số lượng Vùng dung nham thêm 1,<color=#FF76DE>,Tăng sát thương Vùng dung nham 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-20 ,1 ,1 ,0 ,1 ,0 ,-20 ,1 ,590 ,20 ,583 ,1 ,581 ,20 ,1 ,0 ,1 ,0 
16,Pháp sư điện,학파,0 ,<color=#EBEBEB>,"〔Vùng điện Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Vùng điện",<color=#32FFE1>,Vùng điện Lv +1,<color=#6EDCFF>,Giảm nhịp gây sát thương Vùng điện 20%,<color=#6EDCFF>,Tăng kích thước Vùng điện 25%,<color=#FF76DE>,Tăng sát thương Vùng điện 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-8 ,1 ,1 ,0 ,1 ,0 ,-8 ,1 ,296 ,20 ,293 ,25 ,291 ,20 ,1 ,0 ,1 ,0 
17,Người phân xử,학파,0 ,<color=#EBEBEB>,"〔Sóng thần Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Sóng thần",<color=#32FFE1>,Sóng thần Lv +1,<color=#6EDCFF>,Giảm hồi chiêu Sóng thần 20%,<color=#6EDCFF>,Tăng số lượng Sóng thần 35%,<color=#FF76DE>,Tăng sát thương Sóng thần 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-9 ,1 ,1 ,0 ,1 ,0 ,-9 ,1 ,259 ,20 ,254 ,35 ,251 ,20 ,1 ,0 ,1 ,0 
18,Đại pháp sư,학파,0 ,<color=#EBEBEB>,〔Cấp khởi đầu +3〕 @ Sát thương [Phép kết hợp] tăng 〈50%〉,<color=#32FFE1>,Vòng tròn phép Lv +1,<color=#EB96FF>,Thi triển thầm lặng Lv +1,<color=#EBEBEB>,Tăng sát thương [Phép kết hợp] 〈50%〉.,<color=#FF76DE>,Giảm hồi chiêu mọi phép 3% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,90 ,50 ,1 ,0 ,-19 ,1 ,-307 ,1 ,90 ,50 ,6 ,3 ,1 ,0 ,1 ,0 
19,Nhà khảo cổ,학파,0 ,<color=#EBEBEB>,〔Tia phép Lv +1〕 @ Một [Rương báu] được tạo sau mỗi [20] cấp nhân vật.,<color=#32FFE1>,Nhà thám hiểm Lv +1,<color=#6EDCFF>,Tăng lượng Mana nhận được 10%,<color=#EBEBEB>,[Rương báu] được tạo thường xuyên hơn 〈10%〉.,<color=#FF76DE>,Tăng phạm vi nhặt vật phẩm 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,1 ,0 ,1 ,0 ,-38 ,1 ,38 ,10 ,127 ,-10 ,40 ,20 ,1 ,0 ,1 ,0 
20,Ảo thuật gia,학파,0 ,<color=#EBEBEB>,〔Tia phép Lv +1〕 @ Tăng 〈20%〉 cơ hội để Tia phép biến thành [viên đạn ngẫu nhiên].,<color=#32FFE1>,Tia phép Lv +1,<color=#EBEBEB>,〈5%〉 cơ hội để một Tia phép biến thành [viên đạn ngẫu nhiên].,<color=#EBEBEB>,〈5%〉 cơ hội để một Tia phép biến thành [viên đạn ngẫu nhiên].,<color=#FF76DE>,Tăng tỷ lệ chí mạng 3% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,168 ,20 ,1 ,0 ,-1 ,1 ,168 ,5 ,168 ,5 ,14 ,3 ,1 ,0 ,1 ,0 
21,Pháp sư,학파,0 ,<color=#EBEBEB>,"〔Bão tuyết Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Bão tuyết",<color=#32FFE1>,Bão tuyết Lv +1,<color=#6EDCFF>,Giảm hồi chiêu Bão tuyết 20%,<color=#6EDCFF>,Tăng số lượng Bão tuyết 35%,<color=#FF76DE>,Tăng sát thương Bão tuyết 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,1 ,0 ,1 ,0 ,-17 ,1 ,519 ,20 ,514 ,35 ,511 ,20 ,1 ,0 ,1 ,0 
22,Pháp sư chiến đấu,학파,0 ,<color=#EBEBEB>,"〔Chớp điện Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Chớp điện",<color=#32FFE1>,Chớp điện Lv +1,<color=#6EDCFF>,Giảm hồi chiêu Chớp điện 20%,<color=#6EDCFF>,Tăng kích thước Chớp điện 25%,<color=#FF76DE>,Tăng sát thương Chớp điện 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,1 ,0 ,1 ,0 ,-21 ,1 ,609 ,20 ,606 ,25 ,601 ,20 ,1 ,0 ,1 ,0 
23,Chiến chúa,학파,0 ,<color=#EBEBEB>,"〔Thiêu hủy Lv +1〕 @ Mỗi khi nhân vật lên [5] cấp, 『cộng thêm』 〈3%〉 sát thương Thiêu hủy",<color=#32FFE1>,Thiêu hủy Lv +1,<color=#6EDCFF>,Giảm hồi chiêu Thiêu hủy 20%,<color=#6EDCFF>,Tăng kích thước Thiêu hủy 25%,<color=#FF76DE>,Tăng sát thương Thiêu hủy 20% (mọi trường phái),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,1 ,0 ,1 ,0 ,-15 ,1 ,472 ,20 ,468 ,25 ,461 ,20 ,1 ,0 ,1 ,0 
24,Hắc pháp sư,학파,0 ,<color=#EBEBEB>,〔Tia phép Lv +1〕 @ 〈10%〉 cơ hội gây một [vụ nổ] khi giết kẻ địch. @ 『(Sát thương nổ bằng 75% HP tối đa của kẻ địch)』,<color=#32FFE1>,Tuôn trào bí thuật Lv +1,<color=#6EDCFF>,Tăng 〈5%〉 cơ hội kẻ địch [phát nổ] khi bị giết,<color=#6EDCFF>,Tăng 〈5%〉 cơ hội kẻ địch [phát nổ] khi bị giết,<color=#FF76DE>,Tăng kích thước mọi phép 3% (mọi trường phái),<color=#FFFFFF>,`,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,118 ,10 ,1 ,0 ,-35 ,1 ,118 ,5 ,118 ,5 ,8 ,3 ,1 ,0 ,1 ,0 
25,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
26,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
27,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
28,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
29,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
30,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
31,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
32,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
33,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
34,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
35,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
36,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
37,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
39,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
41,Thuật sĩ,실험체,800 ,<color=#FF76DE>,Tăng sát thương Tia phép 5% (mọi trường phái),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,151 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
42,Nhà thiên văn,실험체,800 ,<color=#1BA9E3>,Năng lượng lõi,<color=#FF76DE>,Tăng sát thương Vệ tinh 5% (mọi trường phái),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,113 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,306 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
43,Pháp sư băng,실험체,800 ,<color=#1BA9E3>,Pha lê mặt trăng,<color=#FF76DE>,Tăng sát thương Nova băng 5% (mọi trường phái),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,371 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
44,Shaman,실험체,800 ,<color=#1BA9E3>,Mjolnir,<color=#FF76DE>,Tăng sát thương Giông bão 5% (mọi trường phái),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,211 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
45,Tà thuật sư,실험체,800 ,<color=#1BA9E3>,Cổng không gian,<color=#FF76DE>,Tăng sát thương Thiên thạch 5% (mọi trường phái),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,321 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
46,Bí thuật sư,실험체,800 ,<color=#1BA9E3>,Quặng mana,<color=#FF76DE>,Tăng ATK 2% (mọi trường phái),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,56 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
