ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
17,协调者,학파,0 ,<color=#EBEBEB>,〔海啸 Lv +1〕 @ 每当角色等级提升[5]，海啸伤害量『追加』〈3%〉。,<color=#32FFE1>,海啸 Lv +1,<color=#6EDCFF>,海啸冷却时间减少20%,<color=#6EDCFF>,海啸个数增加35%,<color=#FF76DE>,海啸伤害量增加20% （应用于所有学派）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-9 ,1 ,1 ,0 ,1 ,0 ,-9 ,1 ,259 ,20 ,254 ,35 ,251 ,20 ,1 ,0 ,1 ,0 
18,大魔法师,학파,0 ,<color=#EBEBEB>,〔初始等级 +3〕 @ [组合魔法]伤害量增加〈50%〉。,<color=#32FFE1>,魔法阵 Lv +1,<color=#EB96FF>,默言咏唱 Lv +1,<color=#EBEBEB>,[组合魔法]伤害量增加〈50%〉。,<color=#FF76DE>,所有魔法冷却时间减少3% （应用于所有学派）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,90 ,50 ,1 ,0 ,-19 ,1 ,-307 ,1 ,90 ,50 ,6 ,3 ,1 ,0 ,1 ,0 
19,考古学者,학파,0 ,<color=#EBEBEB>,〔魔力弹 Lv +1〕 @ 角色每升[20]级，附近会生成 [宝箱]。,<color=#32FFE1>,探索 Lv +1,<color=#6EDCFF>,法力获得量增加10%,<color=#EBEBEB>,[宝箱]的掉落频率增加〈10%〉。,<color=#FF76DE>,道具获得范围增加20% （应用于所有学派）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,1 ,0 ,1 ,0 ,-38 ,1 ,38 ,10 ,127 ,-10 ,40 ,20 ,1 ,0 ,1 ,0 
20,魔术师,학파,0 ,<color=#EBEBEB>,〔魔力弹 Lv +1〕 @ 魔力弹变换为 [随机投射体]的概率增加〈20%〉。,<color=#32FFE1>,魔力弹 Lv +1,<color=#EBEBEB>,魔力弹变换为[随机投射体]的概率增加〈5%〉。,<color=#EBEBEB>,魔力弹变换为[随机投射体]的概率增加〈5%〉。,<color=#FF76DE>,暴击率增加3% （应用于所有学派）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,168 ,20 ,1 ,0 ,-1 ,1 ,168 ,5 ,168 ,5 ,14 ,3 ,1 ,0 ,1 ,0 
21,魔学者,학파,0 ,<color=#EBEBEB>,〔暴风雪 Lv +1〕 @ 每当角色等级提升[5]，暴风雪伤害量『追加』〈3%〉。,<color=#32FFE1>,暴风雪 Lv +1,<color=#6EDCFF>,暴风雪冷却时间减少20%,<color=#6EDCFF>,暴风雪个数增加35%,<color=#FF76DE>,暴风雪伤害量增加20% （应用于所有学派）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,1 ,0 ,1 ,0 ,-17 ,1 ,519 ,20 ,514 ,35 ,511 ,20 ,1 ,0 ,1 ,0 
22,战斗法师,학파,0 ,<color=#EBEBEB>,〔闪光冲击 Lv +1〕 @ 每当角色等级提升[5]，闪光冲击伤害量『追加』〈3%〉。,<color=#32FFE1>,闪光冲击 Lv +1,<color=#6EDCFF>,闪光冲击冷却时间减少20%,<color=#6EDCFF>,闪光冲击面积增加25%,<color=#FF76DE>,闪光冲击伤害量增加20% （应用于所有学派）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,1 ,0 ,1 ,0 ,-21 ,1 ,609 ,20 ,606 ,25 ,601 ,20 ,1 ,0 ,1 ,0 
23,战争领主,학파,0 ,<color=#EBEBEB>,〔焚烧 Lv +1〕 @ 每当角色等级提升[5]，焚烧伤害量『追加』〈3%〉。,<color=#32FFE1>,焚烧 Lv +1,<color=#6EDCFF>,焚烧冷却时间减少20%,<color=#6EDCFF>,焚烧面积增加25%,<color=#FF76DE>,焚烧伤害量增加20% （应用于所有学派）,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,1 ,0 ,1 ,0 ,-15 ,1 ,472 ,20 ,468 ,25 ,461 ,20 ,1 ,0 ,1 ,0 
24,黑魔法师,학파,0 ,<color=#EBEBEB>,〔魔力弹 Lv +1〕 @ 消灭敌军时有 〈10%〉 的概率引发[爆炸]。 @ 『(爆炸伤害量最高可造成敌军最大体力的75%）』,<color=#32FFE1>,魔力发散 Lv +1,<color=#6EDCFF>,消灭敌军时[爆炸]概率增加〈5%〉,<color=#6EDCFF>,消灭敌军时[爆炸]概率增加〈5%〉,<color=#FF76DE>,所有魔法面积增加3% （应用于所有学派）,<color=#FFFFFF>,`,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,118 ,10 ,1 ,0 ,-35 ,1 ,118 ,5 ,118 ,5 ,8 ,3 ,1 ,0 ,1 ,0 
25,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
26,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
27,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
28,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
29,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
30,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
31,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
32,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
33,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
34,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
35,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
36,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
37,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
39,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
41,魔法师,실험체,800 ,<color=#FF76DE>,魔力弹伤害量增加5% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,151 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
42,天文学者,실험체,800 ,<color=#1BA9E3>,核心能量,<color=#FF76DE>,卫星伤害量增加5% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,113 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,306 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
43,冰冻师,실험체,800 ,<color=#1BA9E3>,月之水晶,<color=#FF76DE>,凛霜伤害量增加5% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,371 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
44,咒术师,실험체,800 ,<color=#1BA9E3>,雷神之锤,<color=#FF76DE>,落雷伤害量增加5% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,211 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
45,巫术师,실험체,800 ,<color=#1BA9E3>,次元门,<color=#FF76DE>,陨石坠落伤害量增加5% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,321 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
46,魔道学者,실험체,800 ,<color=#1BA9E3>,魔晶石,<color=#FF76DE>,攻击力增加2% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,56 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
47,召唤师,실험체,800 ,<color=#1BA9E3>,魔法棒,<color=#FF76DE>,精灵伤害量增加5% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,93 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,271 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
48,大主教,실험체,800 ,<color=#1BA9E3>,庇护,<color=#FF76DE>,受到的伤害量减少2% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,108 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
49,神秘术士,실험체,800 ,<color=#1BA9E3>,异界触手,<color=#FF76DE>,幻视光线伤害量增加5% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,119 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,531 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
50,德鲁伊,실험체,800 ,<color=#1BA9E3>,芭蕉扇,<color=#FF76DE>,旋风伤害量增加5% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,141 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,391 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
51,火焰术士,실험체,800 ,<color=#1BA9E3>,不死鸟之弓,<color=#FF76DE>,火焰球伤害量增加5% （应用于所有学派）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,138 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,181 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
