ID,이름,유형,요구레벨,특성ID,특성A레벨,특성B레벨,특성C레벨,최대레벨,파생기술ID,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,기술 습득01,기술 습득02,기술 습득03,기술 습득04,기술 습득05,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,UI002,기술 개수
10,陨石坠落,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,朝随机位置砸下陨石。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,陨石坠落伤害量增加50% @ 陨石坠落冷却时间减少5%,<color=#FFFFFF>,《陨石坠落个数增加1》^《陨石坠落伤害量增加50%》^《陨石坠落面积增加20%》^《陨石坠落个数增加1》^《陨石坠落伤害量增加50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-10 ,1 ,323 ,1 ,321 ,50 ,324 ,20 ,323 ,1 ,321 ,50 ,1 ,0 ,321 ,50 ,327 ,5 ,`,`
11,疾行,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,可暂时[穿过]所有物体，且[移动速度]提升。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《疾行持续时间增加30%》^《疾行持续时间增加30%》^《疾行持续时间增加30%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-11 ,1 ,352 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
12,旋风,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,引发巨大的狂风 @ 随着风力的加大不断给予伤害。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,旋风伤害量增加50% @ 旋风持续时间增加15%,<color=#FFFFFF>,《旋风个数增加1》^《旋风伤害量增加50%》^《旋风持续时间增加30%》^《旋风个数增加1》^《旋风伤害量增加50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-12 ,1 ,393 ,1 ,391 ,50 ,395 ,30 ,393 ,1 ,391 ,50 ,1 ,0 ,391 ,50 ,395 ,15 ,`,`
13,电气冲击,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,朝随机方向放射电气。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,电气冲击伤害量增加50% @ 电气冲击冷却时间减少5%,<color=#FFFFFF>,《电气冲击伤害量增加20% @ 电气冲击个数增加1》^《电气冲击伤害量增加20% @ 电气冲击个数增加1》^《电气冲击伤害量增加20% @ 电气冲击个数增加1》^《电气冲击伤害量增加20% @ 电气冲击个数增加1》^《电气冲击伤害量增加20% @ 电气冲击个数增加1》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13 ,1 ,421 ,20 ,424 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,421 ,50 ,431 ,5 ,`,`
14,末日审判,마법,6 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,消灭所有敌军。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《末日审判冷却时间减少10%》^《末日审判冷却时间减少10%》^《末日审判冷却时间减少10%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-14 ,1 ,443 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
15,焚烧,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,朝前方放射火焰。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,焚烧伤害量增加50% @ 焚烧冷却时间减少5%,<color=#FFFFFF>,《焚烧个数增加6》^《焚烧伤害量增加50%》^《焚烧面积增加20%》^《焚烧个数增加6》^《焚烧伤害量增加50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,463 ,6 ,461 ,50 ,468 ,20 ,463 ,6 ,461 ,50 ,1 ,0 ,461 ,50 ,472 ,5 ,`,`
16,能量弹,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,朝周边发射穿透型投射体。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,能量弹伤害量增加50% @ 能量弹面积增加10%,<color=#FFFFFF>,《能量弹伤害量增加20% @ 能量弹个数增加2》^《能量弹伤害量增加20% @ 能量弹个数增加2》^《能量弹伤害量增加20% @ 能量弹个数增加2》^《能量弹伤害量增加20% @ 能量弹个数增加2》^《能量弹伤害量增加20% @ 能量弹个数增加2》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-16 ,1 ,481 ,20 ,485 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,481 ,50 ,483 ,10 ,`,`
17,暴风雪,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,引发可[冰冻]敌军的暴风雪。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,暴风雪伤害量增加50% @ 暴风雪冷却时间减少5%,<color=#FFFFFF>,《暴风雪个数增加8》^《暴风雪伤害量增加50%》^《暴风雪冷却时间减少15%》^《暴风雪个数增加8》^《暴风雪伤害量增加50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,513 ,8 ,511 ,50 ,519 ,15 ,513 ,8 ,511 ,50 ,1 ,0 ,511 ,50 ,519 ,5 ,`,`
18,幻视光线,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,发射可射穿一切物体的光线。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,幻视光线伤害量增加50% @ 幻视光线冷却时间减少5%,<color=#FFFFFF>,《幻视光线伤害量增加20% @ 幻视光线个数增加1》^《幻视光线伤害量增加20% @ 幻视光线个数增加1》^《幻视光线伤害量增加20% @ 幻视光线个数增加1》^《幻视光线伤害量增加20% @ 幻视光线个数增加1》^《幻视光线伤害量增加20% @ 幻视光线个数增加1》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-18 ,1 ,531 ,20 ,533 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,531 ,50 ,542 ,5 ,`,`
19,魔法阵,마법,0 ,0 ,5 ,0 ,0 ,5 ,0 ,<color=#EBEBEB>,持续时间内{增幅}[攻击力]。,<color=#EB96FF>,（基本增幅效果量：20%）,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,《魔法阵效果量增加5% @ 魔法阵持续时间增加20%》^《魔法阵效果量增加5% @ 魔法阵持续时间增加20%》^《魔法阵效果量增加5% @ 魔法阵持续时间增加20%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-19 ,1 ,561 ,5 ,563 ,20 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
20,熔岩地带,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,一定时间内 @ 生成持续给予敌军伤害的熔岩地带。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,熔岩地带伤害量增加50% @ 熔岩地带冷却时间减少5%,<color=#FFFFFF>,《熔岩地带个数增加1》^《熔岩地带伤害量增加50%》^《熔岩地带面积增加20%》^《熔岩地带个数增加1》^《熔岩地带伤害量增加50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-20 ,1 ,583 ,1 ,581 ,50 ,587 ,20 ,583 ,1 ,581 ,50 ,1 ,0 ,581 ,50 ,590 ,5 ,`,`
21,闪光冲击,마법,0 ,0 ,7 ,0 ,0 ,7 ,0 ,<color=#EBEBEB>,朝角色移动方向生成可横扫场地的闪光 @ 对敌军给予伤害。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,闪光冲击伤害量增加50% @ 闪光冲击冷却时间减少5%,<color=#FFFFFF>,《闪光冲击面积增加15%》^《闪光冲击伤害量增加50%》^《闪光冲击面积增加15%》^《闪光冲击冷却时间减少20%》^《闪光冲击伤害量增加50%》,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,606 ,15 ,601 ,50 ,606 ,15 ,609 ,20 ,601 ,50 ,1 ,0 ,601 ,50 ,609 ,5 ,`,`
22,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
23,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
24,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
25,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
26,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
27,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
28,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
29,`,`,0 ,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
30,高级魔法,패시브,1 ,0 ,0 ,0 ,0 ,3 ,30 ,<color=#EBEBEB>,[组合魔法]伤害量增加〈15%〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-30 ,1 ,90 ,15 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
31,智力,패시브,0 ,0 ,0 ,0 ,0 ,5 ,31 ,<color=#64FF32>,攻击力增加10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,攻击力增加3%,1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-31 ,1 ,4 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
32,高速施放,패시브,0 ,0 ,0 ,0 ,0 ,3 ,32 ,<color=#64FF32>,所有魔法冷却时间减少5%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,所有魔法冷却时间减少1%,1,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-32 ,1 ,6 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
33,生命力,패시브,0 ,0 ,0 ,0 ,0 ,5 ,33 ,<color=#64FF32>,体力上限增加20%,<color=#64FF32>,生命之珠恢复量增加10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,体力上限增加10%,1,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-33 ,1 ,20 ,20 ,36 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
34,加速,패시브,0 ,0 ,0 ,0 ,0 ,2 ,34 ,<color=#64FF32>,移动速度增加10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,移动速度增加2%,1,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-34 ,1 ,30 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
35,魔力发散,패시브,0 ,0 ,0 ,0 ,0 ,3 ,35 ,<color=#64FF32>,所有魔法面积增加5%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,所有魔法面积增加2%,1,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-35 ,1 ,8 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
36,集中,패시브,0 ,0 ,0 ,0 ,0 ,3 ,36 ,<color=#64FF32>,所有魔法持续时间增加10%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,所有魔法持续时间增加3%,1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-36 ,1 ,10 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
37,狙击,패시브,0 ,0 ,0 ,0 ,0 ,3 ,37 ,<color=#64FF32>,暴击率增加5%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,暴击率增加1%,1,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-37 ,1 ,14 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
38,探索,패시브,0 ,0 ,0 ,0 ,0 ,3 ,38 ,<color=#64FF32>,道具获得范围增加33%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,道具获得范围增加10%,1,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-38 ,1 ,40 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
39,破裂,패시브,0 ,0 ,0 ,0 ,0 ,3 ,39 ,<color=#64FF32>,暴击倍率增加15%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#64FF32>,暴击倍率增加5%,1,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,-39 ,1 ,15 ,15 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,`
ID,이름,유형,요구레벨,특성ID,특성A레벨,특성B레벨,특성C레벨,최대레벨,파생기술ID,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,기술 습득01,기술 습득02,기술 습득03,기술 습득04,기술 습득05,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,`,`
