ID,이름,유형,특성A레벨,특성B레벨,특성C레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,궁극기 이름,궁극기 조건,궁극기 설명줄01,UI002,기술 개수
10,渦流,조합,463 ,389 ,0 ,<color=#F5F5E1>,旋風在角色周圍生成並旋轉。,<color=#F5F5E1>,旋風面積漸漸[縮小]。,<color=#6EDCFF>,旋風傷害量增加9倍,<color=#6EDCFF>,旋風持續時間增加9倍,<color=#6EDCFF>,旋風冷卻時間減少50%,<color=#FFFFFF>,`,406 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,9,1095 ,9,1 ,0 ,1 ,0 ,黑暗,10,旋風會間歇性地以極大化形態融合並展現。,`,`
11,火之息,조합,490 ,515 ,0 ,<color=#F5F5E1>,焚燒不會朝兩側發射 @ 但會以角色為中心，朝[五個方向]進行發射。,<color=#F5F5E1>,焚燒生成地更快更遠。,<color=#6EDCFF>,焚燒傷害量增加6倍,<color=#6EDCFF>,焚燒個數增加30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,464 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1161 ,6,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
12,以太縱火,조합,508 ,488 ,0 ,<color=#F5F5E1>,每當暴風雪爆炸時，爆炸分裂成〈2個〉。,<color=#6EDCFF>,暴風雪傷害量增加8倍,<color=#6EDCFF>,暴風雪面積增加20%,<color=#6EDCFF>,暴風雪的生成間隔減少30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,516 ,20 ,522 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,8,1 ,0 ,1 ,0 ,1 ,0 ,아마테라스,0,`,`,`
13,軌道轟炸,조합,417 ,507 ,0 ,<color=#F5F5E1>,閃電會在指定地點附近快速產生。,<color=#6EDCFF>,落雷傷害量增加9倍,<color=#6EDCFF>,雷擊尺寸增加 30%,<color=#FF6464>,閃電冷卻時間增加 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,216 ,30 ,220 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,9,1 ,0 ,1 ,0 ,1 ,0 ,익스터미네이션,0,`,`,`
14,中子產生,조합,462 ,391 ,0 ,<color=#F5F5E1>,旋風[合併]為一個。,<color=#F5F5E1>,旋風不發射投射體 @ 但會在快速[擴大]面積的同時慢慢減少速度。,<color=#F5F5E1>,每個旋風[面積]增加〈25%〉。,<color=#6EDCFF>,旋風傷害量增加10倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,歐米伽,10,旋風持續時間轉換為傷害量，並在消失的同時引發爆炸。,`,`
15,寒冬風暴,조합,506 ,372 ,0 ,<color=#F5F5E1>,暴風雪爆炸範圍[擴大]。,<color=#6EDCFF>,暴風雪傷害量增加8倍,<color=#6EDCFF>,暴風雪面積增加25%,<color=#FF6464>,暴風雪的個數減少25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,516 ,25 ,515 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
16,等離子光線,조합,516 ,391 ,0 ,<color=#F5F5E1>,幻視光線[固定]為〈4個〉，[永久持續]，冷卻時間從[4秒]減少到[1秒]時，[光線]增加〈1〉。,<color=#F5F5E1>,幻視光線的[大小]與[持續時間]會{轉換}為[傷害量]。,<color=#F5F5E1>,幻視光線以〈0.25秒〉間隔造成傷害。,<color=#6EDCFF>,幻視光線數量每增加1，[傷害倍率]增加1。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,量子雷射,9,幻視光線根據啟用的光線數量提升威力，並以更快速度旋轉。,`,`
17,閃電轟炸,조합,416 ,470 ,0 ,<color=#F5F5E1>,落雷朝隨機位置連續生成〈5次〉。,<color=#F5F5E1>,每次連續生成落雷時，[生成範圍]和[個數]增加〈30%〉。,<color=#6EDCFF>,落雷傷害量增加12倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,12,1 ,0 ,1 ,0 ,1 ,0 ,死亡風暴,4,落雷的連續生成次數增加，且生成速度更快。,`,`
18,量子爆炸,조합,409 ,35 ,0 ,<color=#F5F5E1>,不進行護盾充電，但會引發爆炸。,<color=#F5F5E1>,每有一個護盾，[傷害量]和[大小]增加〈33%〉。,<color=#F5F5E1>,依[所有魔法面積增加率]等比例增加[傷害量]。,<color=#6EDCFF>,護盾冷卻時間減少70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,233 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
19,煉獄,조합,488 ,533 ,0 ,<color=#F5F5E1>,焚燒快速生成，並提升[最大倍率]威力。,<color=#EB96FF>,（最大倍率：傷害量 x30，大小 x2）,<color=#6EDCFF>,焚燒冷卻時間減少25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,472 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,審判者,23,焚燒會在瞬間爆發式生成。,`,`
20,閃電韻律,조합,425 ,390 ,0 ,<color=#F5F5E1>,導電地帶多數以[投射體]形態旋轉於角色中心。,<color=#F5F5E1>,導電地帶的[傷害間隔]不會消失，但會增加[旋轉速度]。,<color=#6EDCFF>,導電地帶傷害量增加10倍,<color=#6EDCFF>,導電地帶面積增加30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,10,1 ,0 ,1 ,0 ,1 ,0 ,템페스터,0,감전지대가 더 많은 투사체를 생성하고 더 강해진다.,`,`
21,熔爐,조합,535 ,443 ,0 ,<color=#F5F5E1>,熔岩地帶的面積慢慢[擴大]。,<color=#F5F5E1>,依熔岩地帶的面積等比例增加[傷害量]。,<color=#6EDCFF>,熔岩地帶傷害量增加10倍,<color=#6EDCFF>,熔岩地帶持續時間增加30%,<color=#6EDCFF>,熔岩地帶冷卻時間減少30%,<color=#FFFFFF>,`,585 ,30 ,590 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1281 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
22,電流暴走,조합,470 ,382 ,0 ,<color=#F5F5E1>,電氣衝擊不連鎖，但會連續生成〈3~7次〉。,<color=#F5F5E1>,電氣衝擊[射程]增加。,<color=#6EDCFF>,電氣衝擊傷害量增加8倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
23,大洪水,조합,435 ,461 ,0 ,<color=#F5F5E1>,海嘯朝兩邊各追加生成〈2個〉。,<color=#F5F5E1>,角色後方生成一定的海嘯。,<color=#6EDCFF>,海嘯傷害量增加8倍,<color=#FF6464>,海嘯冷卻時間增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,260 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,951 ,8,1 ,0 ,1 ,0 ,1 ,0 ,巨型海嘯,17,海嘯會在廣大半徑內同時引發。,`,`
24,雪花綻放,조합,399 ,434 ,0 ,<color=#F5F5E1>,凜霜對附近的敵人連續〈24次〉爆炸，每次爆炸[傷害量]與[大小]減少〈2%〉。,<color=#6EDCFF>,凜霜傷害量增加24倍,<color=#6EDCFF>,凜霜冷卻時間減少30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,378 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,24,1 ,0 ,1 ,0 ,1 ,0 ,零度新星,3,凜霜的爆炸會以極快速度大量生成。,`,`
25,暴風支配者,조합,461 ,366 ,0 ,<color=#F5F5E1>,旋風朝四方連續生成〈3次〉。,<color=#F5F5E1>,旋風[移動速度]不斷加快後慢慢減弱。,<color=#6EDCFF>,旋風傷害量增加10倍,<color=#6EDCFF>,旋風面積增加20%,<color=#FF6464>,旋風持續時間減少50%,<color=#FFFFFF>,`,397 ,20 ,396 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
26,主宰,조합,31 ,526 ,0 ,<color=#F5F5E1>,僅施放[組合魔法]。,<color=#F5F5E1>,每獲得1級[主動魔法]，強化下列能力值。,<color=#FF76DE>,攻擊力增幅1.5%,<color=#64FF32>,所有魔法面積增加0.5%,<color=#64FF32>,所有魔法冷卻時間減少0.3%,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
27,無限動力,조합,524 ,31 ,0 ,<color=#F5F5E1>,魔法陣[永久持續]。,<color=#F5F5E1>,魔法陣的持續時間每提升[3%]，[效果量]增加〈1%〉。,<color=#F5F5E1>,魔法陣冷卻時間減少率每提升[3%]，[效果量]增加〈1%〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
28,創造之門,조합,31 ,525 ,0 ,<color=#F5F5E1>,每啟動一個[魔法組合]，[攻擊力]〈20%〉{增幅}。,<color=#F5F5E1>,[魔法組合]次數增加〈2〉。,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,35 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
29,原點爆炸,조합,499 ,373 ,0 ,<color=#F5F5E1>,能量彈向四方擴散後立即[爆炸]。,<color=#F5F5E1>,能量彈持續時間越長，[傷害量]與[數量]越高。,<color=#6EDCFF>,能量彈傷害量增加12倍,<color=#6EDCFF>,能量彈爆炸面積增加50%,<color=#FF6464>,能量彈冷卻時間增加75%,<color=#FFFFFF>,`,494 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1181 ,12,1202 ,50,1 ,0 ,1 ,0 ,閃擊,13,能量彈連續分裂兩次。,`,`
30,棱鏡亂射,조합,515 ,366 ,0 ,<color=#F5F5E1>,幻視光線不會在另一邊生成 @ 但會連續〈5次〉朝隨機方向[同時]生成。,<color=#F5F5E1>,幻視光線[持續時間]{轉換}為[傷害量]。,<color=#6EDCFF>,幻視光線傷害量增加7倍,<color=#6EDCFF>,幻視光線冷卻時間減少25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,542 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
31,大崩裂,조합,400 ,443 ,0 ,<color=#F5F5E1>,被凜霜命中的敵人全部會被[擊退]。,<color=#F5F5E1>,凜霜的大小越大，[傷害量]越高。,<color=#6EDCFF>,凜霜傷害量增加10倍,<color=#6EDCFF>,凜霜面積增加50%,<color=#FF6464>,凜霜冷卻時間增加50%,<color=#FFFFFF>,`,375 ,50 ,379 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
32,海柏利昂,조합,391 ,445 ,0 ,<color=#F5F5E1>,合併的衛星會在對側額外生成，該衛星的[傷害量]降低【20%】，但首擊會造成{冰凍}。,<color=#F5F5E1>,依照衛星大小提升[傷害量]。,<color=#6EDCFF>,衛星傷害量倍率提升50%,<color=#6EDCFF>,衛星旋轉速度增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,311 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,亞巴頓,2,衛星融合為一顆太陽，對整個戰場的敵人造成33%的傷害。,`,`
33,分身,조합,367 ,380 ,0 ,<color=#F5F5E1>,追加召喚〈3個〉可發射魔力彈的[幻影]。,<color=#F5F5E1>,魔力彈個數固定在[1]。,<color=#F5F5E1>,每個魔力彈[傷害量]增加〈33%〉。,<color=#6EDCFF>,魔力彈傷害量增加9.99倍,<color=#6EDCFF>,魔力彈冷卻時間減少33%,<color=#FFFFFF>,`,158 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,999,1 ,0 ,1 ,0 ,1 ,0 ,均衡,1,分身會額外生成3個。,`,`
34,閃電之心,조합,470 ,497 ,0 ,<color=#F5F5E1>,每當電氣衝擊連鎖時，投射體分裂成〈2個〉 @ [傷害量]和[面積]減少【20%】,<color=#F5F5E1>,電氣衝擊的[連鎖速度]變快。,<color=#6EDCFF>,電氣衝擊傷害量增加8倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8 ,1 ,0 ,1 ,0 ,1 ,0 ,弧光,12,電氣衝擊被強化，連鎖時雖不再分裂投射物，但威力不會流失。,`,`
35,大碰撞,조합,445 ,507 ,0 ,<color=#F5F5E1>,隕石墜落連續生成〈3次〉，且第一顆隕石的[威力]提升〈50%〉。,<color=#6EDCFF>,隕石墜落傷害量增加12倍,<color=#6EDCFF>,隕石墜落冷卻時間減少30%,<color=#FF6464>,隕石墜落面積減少30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,327 ,30 ,325 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,12,1 ,0 ,1 ,0 ,1 ,0 ,巨力衝擊,5,隕石墜落會合為一體，並在爆炸的同時使附近所有敵人眩暈。,`,`
36,冰凍之心,조합,427 ,399 ,0 ,<color=#F5F5E1>,導電地帶在短時間內使敵人[冰凍]。,<color=#F5F5E1>,每次導電地帶觸發時，[傷害量]與[大小]倍率增加〈1〉，觸發次數疊加在〈4次〉時[重置]。,<color=#6EDCFF>,導電地帶傷害量增加20倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,20,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
37,邁斯納效應,조합,426 ,472 ,0 ,<color=#F5F5E1>,發動《EMP》的暈眩效果時，[擊退]目標,<color=#6EDCFF>,導電地帶傷害量增加6倍,<color=#6EDCFF>,導電地帶面積增加100%,<color=#FF76DE>,攻擊力增幅25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,100 ,16 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,封鎖,16,導電地帶以波動形式生成，並隨冷卻時間按比例加快觸發週期。,`,`
38,能量飽和,조합,516 ,543 ,0 ,<color=#F5F5E1>,幻視光線朝隨機方向同時生成。,<color=#F5F5E1>,幻視光線不再繼續旋轉。,<color=#6EDCFF>,幻視光線傷害量增加20倍,<color=#6EDCFF>,幻視光線面積增加5倍,<color=#FF6464>,幻視光線持續時間減少75%,<color=#FFFFFF>,`,538 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,20,1239 ,5,1 ,0 ,1 ,0 ,`,0,`,`,`
39,超級颱風,조합,461 ,427 ,0 ,<color=#F5F5E1>,旋風[合併]為一個。,<color=#F5F5E1>,旋風持續跟隨角色中心 @ 並依持續時間等比例增加[傷害量倍數]。,<color=#F5F5E1>,旋風的持續時間結束後開始進入[冷卻時間]。,<color=#F5F5E1>,每個旋風[面積]增加〈20%〉。,<color=#EB96FF>,旋風持續時間 & 冷卻時間增加100%,<color=#FFFFFF>,`,395 ,100 ,407 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1112 ,100,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
40,瞬間移動,조합,453 ,36 ,0 ,<color=#F5F5E1>,連續施放〈7次〉隱身，隨機移動位置，最後回到原位。,<color=#F5F5E1>,依據隱身持續時間提升[施放次數]與[傷害量倍率]。,<color=#6EDCFF>,隱身傷害量提升3倍,<color=#6EDCFF>,隱身冷卻時間減少70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,356 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1062 ,3 ,1 ,0 ,1 ,0 ,1 ,0 ,幻覺,25,疾行的爆炸會連鎖觸發5次。,`,`
41,火焰暴風,조합,443 ,490 ,0 ,<color=#F5F5E1>,隕石墜落的火山口不再造成傷害。,<color=#F5F5E1>,隕石墜落以角色為中心，沿[五個方向]成一直線生成，當大小轉換至{33%}、{66%}、{99%}時，每次[生成方向]增加〈1〉、[傷害量倍率]增加〈5〉。,<color=#6EDCFF>,隕石墜落傷害量增加10倍,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,10,1 ,0 ,1 ,0 ,1 ,0 ,볼케이노,0,`,`,`
42,煙火秀,조합,363 ,499 ,0 ,<color=#F5F5E1>,魔力彈在隨機位置爆炸。,<color=#F5F5E1>,魔力彈的爆炸[擴展]，造成〈1~9倍〉威力。,<color=#6EDCFF>,魔力彈傷害量增加5倍,<color=#6EDCFF>,魔力彈大小增加50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,162 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,5,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
43,魔力之矛,조합,380 ,542 ,0 ,<color=#F5F5E1>,精靈[冷卻時間]和[發射間隔]將會變換為初始值。,<color=#F5F5E1>,精靈[投射體速度]和[射程]出現飛躍性增長。,<color=#6EDCFF>,精靈傷害量增加10倍,<color=#6EDCFF>,精靈面積增加200%,<color=#FF6464>,精靈冷卻時間增加2倍,<color=#FFFFFF>,`,276 ,200 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,971 ,10,982 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
44,天門,조합,543 ,380 ,0 ,<color=#F5F5E1>,閃光衝擊的[大小成長率]會{轉換}為[傷害量]。,<color=#6EDCFF>,閃光衝擊傷害量增加12倍,<color=#6EDCFF>,閃光衝擊個數增加6倍,<color=#6EDCFF>,閃光衝擊冷卻時間減少50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1301 ,12,1304 ,6,1 ,0 ,1 ,0 ,昇華,22,閃光衝擊可無限生成，並隨冷卻時間與數量按比例加速。,`,`
45,磁場,조합,389 ,425 ,0 ,<color=#F5F5E1>,《反重力》的[旋轉速度]加成固定為〈2x〉。,<color=#6EDCFF>,衛星傷害量增加7倍,<color=#6EDCFF>,衛星面積增加100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,313 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1006 ,7,1 ,0 ,1 ,0 ,1 ,0 ,核心,2,衛星會在廣範圍內快速旋轉，且威力提升。,`,`
46,鼠疫,조합,372 ,366 ,0 ,<color=#F5F5E1>,火焰球在隨機位置[立即]爆炸，造成〈4次〉傷害。,<color=#F5F5E1>,依照火焰球大小提升[傷害量]。,<color=#F5F5E1>,將火焰球貫穿力[數量] {轉換}為〈50%〉。,<color=#6EDCFF>,火焰球傷害量增加20倍,<color=#6EDCFF>,火焰球面積增加100%,<color=#FF6464>,火焰球冷卻時間增加2倍,187 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,881 ,20,895 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
47,閃電之息,조합,472 ,488 ,0 ,<color=#F5F5E1>,角色前方會額外產生三次電擊。,<color=#6EDCFF>,電氣衝擊傷害量增加7倍,<color=#6EDCFF>,電氣衝擊次數增加2倍,<color=#FF6464>,電氣衝擊冷卻時間增加 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,432 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,7,1126 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
