ID,이름,개수,ID_01,ID_02,ID_03,ID_04,ID_05,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,시너지 고유값,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값
17,Monarca,4 ,177 ,42 ,175 ,63 ,0 ,<color=#F5F5E1>,[Ataque] aumenta em 〈1%〉 para cada artefato [Comum] possuído,<color=#F5F5E1>,[Ataque] aumenta em 〈3%〉 para cada artefato [Raro] possuído,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
18,Arquiteto,5 ,163 ,159 ,155 ,94 ,120 ,<color=#FF76DE>,Amplifique o ataque em 100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,16 ,100 ,1 ,0 ,1 ,0 
19,Magnum Opus,5 ,66 ,84 ,195 ,116 ,167 ,<color=#F5F5E1>,{Todas} as [Sinergias] 〈atendem aos〉 《1》 『requisitos.』,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
20,Mão Divina,4 ,201 ,221 ,181 ,90 ,0 ,<color=#F5F5E1>,O raio de 『##201##』 se funde e é {fortalecido},<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
21,Paladino,4 ,94 ,108 ,104 ,54 ,0 ,<color=#F5F5E1>,"Quando estiver em [Estado Invulnerável], o Ataque é {amplificado} em 〈100%〉",<color=#64FF32>,Reduza o dano sofrido em 5%,<color=#FFFFFF>,`,100 ,23 ,5 ,1 ,0 ,1 ,0 
22,AGI,4 ,204 ,116 ,41 ,48 ,0 ,<color=#F5F5E1>,[Ataque] 〈aumenta〉 & é {amplificado} de acordo com o efeito de 『##204##』.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
23,Caçador de Tesouros,4 ,165 ,96 ,190 ,61 ,0 ,<color=#F5F5E1>,〈2〉 [Baús de Tesouro] são criados em um local aleatório.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,2 ,1 ,0 ,1 ,0 ,1 ,0 
24,Blood Moon,4 ,196 ,194 ,164 ,100 ,0 ,<color=#F5F5E1>,{Runa da Fúria} aplica seu efeito mesmo quando inativa @ e causa 〈25%〉 de [Dano Adicional] quando ativada.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
25,Partidor de Corações,5 ,213 ,60 ,49 ,188 ,55 ,<color=#EB96FF>,"Multiplicador Crítico x1,25",<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
26,Terra das Maravilhas,4 ,162 ,179 ,219 ,107 ,0 ,<color=#F5F5E1>,[Tamanho] de todos os inimigos e do personagem é reduzido em 〈9%〉,<color=#F5F5E1>,Reduza a [vida máx.] de todos os inimigos em 〈9%〉.,<color=#FFFFFF>,`,0 ,33 ,-9 ,32 ,-9 ,54 ,-9 
27,Horror Cósmico,3 ,115 ,195 ,152 ,0 ,0 ,<color=#F5F5E1>,【Debuff】 de 『##115##』 é removido,<color=#F5F5E1>,【Debuff】 de 『##195##』 é removido,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
28,Androide,3 ,215 ,166 ,52 ,0 ,0 ,<color=#F5F5E1>,【Debuff】 de 『##215##』 é removido,<color=#64FF32>,Aumente o ataque em 30%,<color=#FFFFFF>,`,1 ,4 ,30 ,1 ,0 ,1 ,0 
29,Gravidade,3 ,76 ,72 ,89 ,0 ,0 ,<color=#F5F5E1>,Onda de 『##72##』 é grandemente expandida,<color=#F5F5E1>,Reduza a [velocidade de movimento] de todos os inimigos em 〈5%〉.,<color=#FFFFFF>,`,1 ,55 ,-5 ,1 ,0 ,1 ,0 
30,Gênio,4 ,155 ,217 ,82 ,184 ,0 ,<color=#F5F5E1>,Limite de [Nível Adicional] após o nível máximo aumenta em 〈10〉,<color=#64FF32>,Aumente a aquisição de mana em 25%,<color=#FFFFFF>,`,0 ,43 ,10 ,38 ,25 ,1 ,0 
31,Conflux,4 ,202 ,182 ,41 ,160 ,0 ,<color=#F5F5E1>,"Efeito de 『##202##』 aumenta em 〈1,5x〉.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
32,Carniceiro,4 ,111 ,164 ,47 ,170 ,0 ,<color=#F5F5E1>,Causa 〈15%〉 de [Dano Adicional] a {Monstros de Onda de Chefe}.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,732 ,15 ,1 ,0 ,1 ,0 
33,Gilgamesh,5 ,75 ,176 ,177 ,198 ,218 ,<color=#F5F5E1>,"Ao derrotar [2500] inimigos, o efeito da {Runa da Ganância} é ativado.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,733 ,2500 ,1 ,0 ,1 ,0 
34,Homúnculo,4 ,118 ,66 ,91 ,106 ,0 ,<color=#F5F5E1>,"Ao morrer, {Ressuscita} com 〈30%〉 de chance.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,730 ,30 ,1 ,0 ,1 ,0 
35,Corretor,4 ,214 ,66 ,99 ,77 ,0 ,<color=#F5F5E1>,{Itens com 25% de desconto} do [Mercador] tornam-se 〈gratuitos〉.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
36,Réquiem,4 ,87 ,193 ,110 ,172 ,0 ,<color=#F5F5E1>,Inimigos eliminados por {Morte Instantânea} através do efeito de 『##193##』 acumulam cargas de 『##87##』.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
37,Fanático,3 ,216 ,115 ,154 ,0 ,0 ,<color=#F5F5E1>,Efeito de 『##154##』 aumenta em 〈2x〉 e sua ativação ocorre 〈2x〉 mais rápido.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,Medusa,4 ,102 ,216 ,108 ,88 ,0 ,<color=#F5F5E1>,Causa [Dano Adicional] de acordo com o número de acúmulos de 『##102##』 aplicados ao alvo.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
39,Dominus,4 ,168 ,186 ,56 ,173 ,0 ,<color=#F5F5E1>,Dano de Magia Combinada aumenta em 〈25%〉 para cada [Magia Combinada] ativada.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,731 ,25 ,1 ,0 ,1 ,0 
40,Elixir,3 ,73 ,71 ,65 ,0 ,0 ,<color=#F5F5E1>,『##65##』 restaura instantaneamente e reduz o [Tempo de Recarga] em 〈20 segundos〉,<color=#64FF32>,Aumente a recuperação de vida de Orbe de Vida em 50%,<color=#FFFFFF>,`,1 ,36 ,50 ,1 ,0 ,1 ,0 
41,Fator de Cura,3 ,91 ,106 ,51 ,0 ,0 ,<color=#F5F5E1>,[HP Adicional] de 『##106##』 também aumenta a [Regeneração de HP por Segundo],<color=#64FF32>,"Aumente a regeneração de vida por segundo em 0,5%",<color=#FFFFFF>,`,1 ,24 ,50 ,1 ,0 ,1 ,0 
42,Steampunk,3 ,85 ,81 ,52 ,0 ,0 ,<color=#F5F5E1>,Reduza toda a recarga de artefatos em 〈12%〉.,<color=#64FF32>,Aumente toda a duração mágica em 12%,<color=#FFFFFF>,`,0 ,110 ,-12 ,10 ,12 ,1 ,0 
43,Ninfa,4 ,124 ,125 ,126 ,127 ,0 ,<color=#6EDCFF>,Aumente todo o dano mágico em 100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,17 ,100 ,1 ,0 ,1 ,0 
44,Caos,4 ,83 ,187 ,156 ,183 ,0 ,<color=#F5F5E1>,Magia ativada por 『##83##』 causa 〈2x〉 de dano,<color=#FFFFFF>,`,<color=#FFFFFF>,`,100 ,1 ,0 ,1 ,0 ,1 ,0 
45,Gênio da Lâmpada,4 ,207 ,206 ,112 ,175 ,0 ,<color=#F5F5E1>,Inimigos comuns ocasionalmente deixam cair [Orbe de Mana (Grande)],<color=#64FF32>,Aumente a aquisição de mana em 10%,<color=#FFFFFF>,`,1 ,38 ,10 ,1 ,0 ,1 ,0 
46,Máquina de Guerra,4 ,171 ,123 ,120 ,52 ,0 ,<color=#F5F5E1>,Acúmulo de 『##171##』 atinge instantaneamente o máximo,<color=#64FF32>,Aumente o ataque em 20%,<color=#FFFFFF>,`,1 ,4 ,20 ,1 ,0 ,1 ,0 
47,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
48,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
49,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
50,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
51,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
52,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
53,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
54,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
55,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
56,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
57,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
58,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
59,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
60,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
61,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
62,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
63,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
64,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
65,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
66,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
67,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
68,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
69,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
70,Maestria : Raio Mágico,4 ,209 ,97 ,128 ,210 ,0 ,<color=#6EDCFF>,Aumente o dano de Raio Mágico em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,151 ,50 ,1 ,0 ,1 ,0 
71,Maestria : Bola de Fogo,3 ,138 ,151 ,132 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Bola de Fogo em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,181 ,50 ,1 ,0 ,1 ,0 
72,Maestria : Espírito,4 ,93 ,97 ,210 ,135 ,0 ,<color=#6EDCFF>,Aumente o dano de Espírito em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,271 ,50 ,1 ,0 ,1 ,0 
73,Maestria : Satélite,4 ,147 ,113 ,46 ,136 ,0 ,<color=#6EDCFF>,Aumente o dano de Satélite em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,306 ,50 ,1 ,0 ,1 ,0 
74,Maestria : Nova Gélida,3 ,80 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Nova Gélida em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,371 ,50 ,1 ,0 ,1 ,0 
75,Maestria : Tempestade,3 ,139 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Tempestade em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,211 ,50 ,1 ,0 ,1 ,0 
76,Maestria : Zona Elétrica,3 ,205 ,46 ,130 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Zona Elétrica em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,291 ,50 ,1 ,0 ,1 ,0 
77,Maestria : Tsunami,3 ,146 ,208 ,126 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Tsunami em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,251 ,50 ,1 ,0 ,1 ,0 
78,Maestria : Meteoro,3 ,140 ,151 ,129 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Meteoro em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,321 ,50 ,1 ,0 ,1 ,0 
79,Maestria : Ciclone,3 ,141 ,126 ,58 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Ciclone em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,391 ,50 ,1 ,0 ,1 ,0 
80,Maestria : Choque Elétrico,3 ,142 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Choque Elétrico em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,421 ,50 ,1 ,0 ,1 ,0 
81,Maestria : Incineração,3 ,144 ,212 ,132 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Incineração em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,461 ,50 ,1 ,0 ,1 ,0 
82,Maestria : Raio de Energia,3 ,143 ,161 ,131 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Raio de Energia em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,481 ,50 ,1 ,0 ,1 ,0 
83,Maestria : Nevasca,3 ,145 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Nevasca em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,511 ,50 ,1 ,0 ,1 ,0 
84,Maestria : Raio Arcano,3 ,119 ,161 ,137 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Raio Arcano em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,531 ,50 ,1 ,0 ,1 ,0 
85,Maestria : Zona de Lava,3 ,148 ,208 ,212 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Zona de Lava em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,581 ,50 ,1 ,0 ,1 ,0 
86,Maestria : Choque Luminoso,3 ,150 ,208 ,125 ,0 ,0 ,<color=#6EDCFF>,Aumente o dano de Choque Luminoso em 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,601 ,50 ,1 ,0 ,1 ,0 
87,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
88,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
89,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
90,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
91,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
92,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
93,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
94,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
95,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
96,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
97,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
98,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
99,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
100,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
