ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
10,드루이드,학파,0 ,<color=#EBEBEB>,〔돌개바람 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 돌개바람 피해량 〈3%〉 『추가』,<color=#32FFE1>,돌개바람 Lv +1,<color=#6EDCFF>,돌개바람 쿨타임 20% 감소,<color=#6EDCFF>,돌개바람 개수 1 증가,<color=#FF76DE>,돌개바람 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-12 ,1 ,1 ,0 ,1 ,0 ,-12 ,1 ,406 ,20 ,393 ,1 ,391 ,20 ,1 ,0 ,1 ,0 
11,화염술사,학파,0 ,<color=#EBEBEB>,〔화염구 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 화염구 피해량 〈3%〉 『추가』,<color=#32FFE1>,화염구 Lv +1,<color=#6EDCFF>,화염구 쿨타임 20% 감소,<color=#6EDCFF>,화염구 개수 1 증가,<color=#FF76DE>,화염구 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,1 ,1 ,0 ,1 ,0 ,-2 ,1 ,194 ,20 ,184 ,1 ,181 ,20 ,1 ,0 ,1 ,0 
12,소서러,학파,0 ,<color=#EBEBEB>,〔전기충격 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 전기충격 피해량 〈3%〉 『추가』,<color=#32FFE1>,전기충격 Lv +1,<color=#6EDCFF>,전기충격 쿨타임 20% 감소,<color=#6EDCFF>,전기충격 개수 35% 증가,<color=#FF76DE>,전기충격 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13 ,1 ,1 ,0 ,1 ,0 ,-13 ,1 ,431 ,20 ,426 ,35 ,421 ,20 ,1 ,0 ,1 ,0 
13,연금술사,학파,0 ,<color=#EBEBEB>,〔에너지탄 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 에너지탄 피해량 〈3%〉 『추가』,<color=#32FFE1>,에너지탄 Lv +1,<color=#6EDCFF>,에너지탄 쿨타임 20% 감소,<color=#6EDCFF>,에너지탄 개수 35% 증가,<color=#FF76DE>,에너지탄 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-16 ,1 ,1 ,0 ,1 ,0 ,-16 ,1 ,493 ,20 ,486 ,35 ,481 ,20 ,1 ,0 ,1 ,0 
14,학자,학파,0 ,<color=#EBEBEB>,〔시작 레벨 3 증가〕 @ 캐릭터 레벨이 [1] 오를 때마다 모든 마법 피해량 〈1%〉 증가,<color=#EB96FF>,박사 Lv +1,<color=#EBEBEB>,마나 회수 선택지 효과량이 〈30%〉 증가한다.,<color=#EBEBEB>,마법 선택지가 [4개]가 될 확률이 〈50%〉 증가한다.,<color=#FF76DE>,마나 획득량 5% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,1 ,0 ,1 ,0 ,-316 ,1 ,61 ,30 ,58 ,50 ,38 ,5 ,1 ,0 ,1 ,0 
15,마녀,학파,0 ,<color=#EBEBEB>,〔용암지대 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 용암지대 피해량 〈3%〉 『추가』,<color=#32FFE1>,용암지대 Lv +1,<color=#6EDCFF>,용암지대 쿨타임 20% 감소,<color=#6EDCFF>,용암지대 개수 1 증가,<color=#FF76DE>,용암지대 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-20 ,1 ,1 ,0 ,1 ,0 ,-20 ,1 ,590 ,20 ,583 ,1 ,581 ,20 ,1 ,0 ,1 ,0 
16,전하술사,학파,0 ,<color=#EBEBEB>,〔감전지대 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 감전지대 피해량 〈3%〉 『추가』,<color=#32FFE1>,감전지대 Lv +1,<color=#6EDCFF>,감전지대 피해 간격 20% 감소,<color=#6EDCFF>,감전지대 크기 25% 증가,<color=#FF76DE>,감전지대 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-8 ,1 ,1 ,0 ,1 ,0 ,-8 ,1 ,296 ,20 ,293 ,25 ,291 ,20 ,1 ,0 ,1 ,0 
17,조율자,학파,0 ,<color=#EBEBEB>,〔해일 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 해일 피해량 〈3%〉 『추가』,<color=#32FFE1>,해일 Lv +1,<color=#6EDCFF>,해일 쿨타임 20% 감소,<color=#6EDCFF>,해일 개수 35% 증가,<color=#FF76DE>,해일 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-9 ,1 ,1 ,0 ,1 ,0 ,-9 ,1 ,259 ,20 ,254 ,35 ,251 ,20 ,1 ,0 ,1 ,0 
18,대마법사,학파,0 ,<color=#EBEBEB>,〔시작 레벨 3 증가〕 @ [조합 마법] 피해량이 〈50%〉 증가한다.,<color=#32FFE1>,마법진 Lv +1,<color=#EB96FF>,무언영창 Lv +1,<color=#EBEBEB>,[조합 마법] 피해량이 〈50%〉 증가한다.,<color=#FF76DE>,모든 마법 쿨타임 3% 감소 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,90 ,50 ,1 ,0 ,-19 ,1 ,-307 ,1 ,90 ,50 ,6 ,3 ,1 ,0 ,1 ,0 
19,고고학자,학파,0 ,<color=#EBEBEB>,〔마력탄 Lv +1〕 @ 캐릭터 레벨이 [20] 오를 때마다 근처에 [보물상자]가 생성된다.,<color=#32FFE1>,탐색 Lv +1,<color=#6EDCFF>,마나 획득량 10% 증가,<color=#EBEBEB>,[보물상자]의 드랍 빈도가 〈10%〉 증가한다.,<color=#FF76DE>,아이템 획득 반경 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,1 ,0 ,1 ,0 ,-38 ,1 ,38 ,10 ,127 ,-10 ,40 ,20 ,1 ,0 ,1 ,0 
20,마술사,학파,0 ,<color=#EBEBEB>,〔마력탄 Lv +1〕 @ 마력탄이 [무작위 투사체]로 바뀔 확률이 〈20%〉 증가한다.,<color=#32FFE1>,마력탄 Lv +1,<color=#EBEBEB>,마력탄이 [무작위 투사체]로 바뀔 확률이 〈5%〉 증가한다.,<color=#EBEBEB>,마력탄이 [무작위 투사체]로 바뀔 확률이 〈5%〉 증가한다.,<color=#FF76DE>,치명타율 3% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,168 ,20 ,1 ,0 ,-1 ,1 ,168 ,5 ,168 ,5 ,14 ,3 ,1 ,0 ,1 ,0 
21,메이지,학파,0 ,<color=#EBEBEB>,〔눈보라 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 눈보라 피해량 〈3%〉 『추가』,<color=#32FFE1>,눈보라 Lv +1,<color=#6EDCFF>,눈보라 쿨타임 20% 감소,<color=#6EDCFF>,눈보라 개수 35% 증가,<color=#FF76DE>,눈보라 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,1 ,1 ,0 ,1 ,0 ,-17 ,1 ,519 ,20 ,514 ,35 ,511 ,20 ,1 ,0 ,1 ,0 
22,전투마법사,학파,0 ,<color=#EBEBEB>,〔섬광 충격 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 섬광 충격 피해량 〈3%〉 『추가』,<color=#32FFE1>,섬광 충격 Lv +1,<color=#6EDCFF>,섬광 충격 쿨타임 20% 감소,<color=#6EDCFF>,섬광 충격 크기 25% 증가,<color=#FF76DE>,섬광 충격 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-21 ,1 ,1 ,0 ,1 ,0 ,-21 ,1 ,609 ,20 ,606 ,25 ,601 ,20 ,1 ,0 ,1 ,0 
23,워로드,학파,0 ,<color=#EBEBEB>,〔소각 Lv +1〕 @ 캐릭터 레벨이 [5] 오를 때마다 소각 피해량 〈3%〉 『추가』,<color=#32FFE1>,소각 Lv +1,<color=#6EDCFF>,소각 쿨타임 20% 감소,<color=#6EDCFF>,소각 크기 25% 증가,<color=#FF76DE>,소각 피해량 20% 증가 (모든 학파 적용),<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15 ,1 ,1 ,0 ,1 ,0 ,-15 ,1 ,472 ,20 ,468 ,25 ,461 ,20 ,1 ,0 ,1 ,0 
24,흑마법사,학파,0 ,<color=#EBEBEB>,〔마력탄 Lv +1〕 @ 적 처치시 〈10%〉 확률로 [폭발]을 일으킨다. @ 『(폭발 피해량은 적 최대 체력의 75%)』,<color=#32FFE1>,마력 발산 Lv +1,<color=#6EDCFF>,적 처치시 [폭발] 확률 〈5%〉 증가,<color=#6EDCFF>,적 처치시 [폭발] 확률 〈5%〉 증가,<color=#FF76DE>,모든 마법 크기 3% 증가 (모든 학파 적용),<color=#FFFFFF>,`,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,118 ,10 ,1 ,0 ,-35 ,1 ,118 ,5 ,118 ,5 ,8 ,3 ,1 ,0 ,1 ,0 
25,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
26,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
27,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
28,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
29,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
30,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
31,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
32,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
33,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
34,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
35,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
36,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
37,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
39,`,`,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
ID,이름,유형,요구레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과 설명줄 개수,특수값01,특수값02,특수값03,특수값04,특수값05,특수값06,특수값07,특수값08,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값
41,마법사,실험체,800 ,<color=#FF76DE>,마력탄 피해량 5% 증가 (모든 학파 적용),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,151 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
42,천문학자,실험체,800 ,<color=#1BA9E3>,코어 에너지,<color=#FF76DE>,위성 피해량 5% 증가 (모든 학파 적용),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,113 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,306 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
43,빙결사,실험체,800 ,<color=#1BA9E3>,문 크리스탈,<color=#FF76DE>,서릿발 피해량 5% 증가 (모든 학파 적용),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,371 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
44,주술사,실험체,800 ,<color=#1BA9E3>,묠니르,<color=#FF76DE>,낙뢰 피해량 5% 증가 (모든 학파 적용),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,211 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
45,워록,실험체,800 ,<color=#1BA9E3>,차원문,<color=#FF76DE>,운석 낙하 피해량 5% 증가 (모든 학파 적용),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,321 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
46,마도학자,실험체,800 ,<color=#1BA9E3>,마정석,<color=#FF76DE>,공격력 2% 증가 (모든 학파 적용),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,56 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
47,소환사,실험체,800 ,<color=#1BA9E3>,요술봉,<color=#FF76DE>,정령 피해량 5% 증가 (모든 학파 적용),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,93 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,271 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
48,비숍,실험체,800 ,<color=#1BA9E3>,이지스,<color=#FF76DE>,받는 피해량 2% 감소 (모든 학파 적용),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,108 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
49,신비술사,실험체,800 ,<color=#1BA9E3>,이계의 촉수,<color=#FF76DE>,비전 광선 피해량 5% 증가 (모든 학파 적용),<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1,119 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,531 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
