ID,이름,유형,특성A레벨,특성B레벨,특성C레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,궁극기 이름,궁극기 조건,궁극기 설명줄01,UI002,기술 개수
10,Vórtice,조합,463 ,389 ,0 ,<color=#F5F5E1>,Se crean Ciclones cerca del personaje y giran.,<color=#F5F5E1>,Los Ciclones [reducen] su Tamaño gradualmente.,<color=#6EDCFF>,Aumenta el Daño del Ciclón x9,<color=#6EDCFF>,Aumenta la duración del Ciclón x9,<color=#6EDCFF>,Reduce el tiempo de recup. del Ciclón un 50%,<color=#FFFFFF>,`,406 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,9,1095 ,9,1 ,0 ,1 ,0 ,Darkness,10,Ciclón se manifiesta de forma unificada en explosiones intermitentes y de máxima intensidad.,`,`
11,Aliento de fuego,조합,490 ,515 ,0 ,<color=#F5F5E1>,La Incineración ya no dispara hacia los lados del personaje @ pero dispara en [cinco direcciones] hacia fuera del personaje.,<color=#F5F5E1>,Se crean Incineraciones con mayor alcance y a mayor velocidad.,<color=#6EDCFF>,Aumenta el Daño de la Incineración x6,<color=#6EDCFF>,Aumenta el número de Incineraciones un 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,464 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1161 ,6,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
12,Llama etérea,조합,508 ,488 ,0 ,<color=#F5F5E1>,Cada explosión de Ventisca se divide en 〈2〉.,<color=#6EDCFF>,Aumenta el Daño de la Ventisca x8,<color=#6EDCFF>,Aumenta el Tamaño de la Ventisca un 20%,<color=#6EDCFF>,Reduce el intervalo de Ventisca un 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,516 ,20 ,522 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,8,1 ,0 ,1 ,0 ,1 ,0 ,아마테라스,0,`,`,`
13,Ataque orbital,조합,417 ,507 ,0 ,<color=#F5F5E1>,Los rayos se generan rápidamente cerca de un lugar designado.,<color=#6EDCFF>,Aumenta el Daño de la Tormenta de rayos x9,<color=#6EDCFF>,El tamaño del rayo aumentó en un 30%,<color=#FF6464>,El tiempo de reutilización del rayo aumentó en un 30%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,216 ,30 ,220 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,9,1 ,0 ,1 ,0 ,1 ,0 ,익스터미네이션,0,`,`,`
14,Generación de neutrones,조합,462 ,391 ,0 ,<color=#F5F5E1>,Todos los Ciclones se [combinan] en uno.,<color=#F5F5E1>,"Los Ciclones ya no disparan proyectiles, @ pero se [expanden] rápidamente y su velocidad se reduce gradualmente.",<color=#F5F5E1>,Cada Ciclón aumenta el [Tamaño] del nuevo Ciclón un 〈25%〉.,<color=#6EDCFF>,Aumenta el Daño del Ciclón x10,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,Omega,10,La duración de Ciclón se convierte en daño y provoca una explosión al desaparecer.,`,`
15,Tormenta de invierno,조합,506 ,372 ,0 ,<color=#F5F5E1>,Las explosiones de Ventisca se [expanden].,<color=#6EDCFF>,Aumenta el Daño de la Ventisca x8,<color=#6EDCFF>,Aumenta el Tamaño de la Ventisca un 25%,<color=#FF6464>,Reduce el número de Ventiscas un 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,516 ,25 ,515 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
16,Rayo de plasma,조합,516 ,391 ,0 ,<color=#F5F5E1>,"Rayo Arcano se [Fija] en 〈4〉 y se vuelve [Permanente]; por cada reducción de enfriamiento de [4 segundos] a [1 segundo], se añade 〈1〉 [Rayo]",<color=#F5F5E1>,[Tamaño] y [Duración] del Rayo Arcano se {convierten} en [Daño],<color=#F5F5E1>,Rayo Arcano inflige daño cada 〈0.25 segundos〉,<color=#6EDCFF>,El Multiplicador de Daño del Rayo Arcano aumenta 1 por cada conteo,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,Quantum Láser,9,El Rayo arcano aumenta su poder y gira más rápido en proporción al número de rayos activos.,`,`
17,Golpes relámpago,조합,416 ,470 ,0 ,<color=#F5F5E1>,Se crean 〈5〉 Tormentas de rayos seguidas en lugares aleatorios.,<color=#F5F5E1>,Cada Tormenta de rayos aumenta el [Radio de creación] y el [Número] de las nuevas Tormentas de rayos un 〈30%〉.,<color=#6EDCFF>,Aumenta el Daño de la Tormenta de rayos x12,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,12,1 ,0 ,1 ,0 ,1 ,0 ,Death Storm,4,La cantidad de generaciones consecutivas de Tormenta de rayos aumenta y se genera más rápido.,`,`
18,Explosión de fotones,조합,409 ,35 ,0 ,<color=#F5F5E1>,El Escudo explota en vez de cargarse.,<color=#F5F5E1>,El [Daño] y el [Tamaño] de los Escudos aumentan un 〈33%〉 por Escudo,<color=#F5F5E1>,El [Daño] aumenta proporcionalmente al [Tamaño de todas las Magias].,<color=#6EDCFF>,Reduce el tiempo de recup. del Escudo un 70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,233 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
19,Infierno,조합,488 ,533 ,0 ,<color=#F5F5E1>,Incineración se genera más rápido y aumenta el [Multiplicador Máximo],<color=#EB96FF>,"(Multiplicador Máximo: Daño X30, Tamaño X2)",<color=#6EDCFF>,Reduce el tiempo de recup. de la Incineración un 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,472 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,Inquisidor,23,Incineración se genera explosivamente en un solo instante.,`,`
20,Calibración de relámpago,조합,425 ,390 ,0 ,<color=#F5F5E1>,Las Zonas eléctricas giran alrededor del personaje como diferentes [proyectiles].,<color=#F5F5E1>,Las Zonas eléctricas ya no tienen un [Intervalo de Daño] pero aumentan su [Vel. de giro].,<color=#6EDCFF>,Aumenta el Daño de la Zona eléctrica x10,<color=#6EDCFF>,Aumenta el Tamaño de la Zona eléctrica un 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,10,1 ,0 ,1 ,0 ,1 ,0 ,템페스터,0,감전지대가 더 많은 투사체를 생성하고 더 강해진다.,`,`
21,Horno,조합,535 ,443 ,0 ,<color=#F5F5E1>,Las Zonas de lava se [expanden] gradualmente.,<color=#F5F5E1>,El [Daño] aumenta proporcionalmente a la duración del Zona de lava.,<color=#6EDCFF>,Aumenta el Daño de la Zona de lava x10,<color=#6EDCFF>,Aumenta la duración de la Zona de lava un 30%,<color=#6EDCFF>,Reduce el Tiempo de recup. de la Zona de lava un 30%,<color=#FFFFFF>,`,585 ,30 ,590 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1281 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
22,Sobrecarga,조합,470 ,382 ,0 ,<color=#F5F5E1>,"Las Electrocuciones ya no se encadenan, pero se crean de entre 〈3 y 7 veces〉 seguidas.",<color=#F5F5E1>,Las Electrocuciones ya no tienen [alcance].,<color=#6EDCFF>,Aumenta el Daño de la Electrocución x8,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
23,Gran inundación,조합,435 ,461 ,0 ,<color=#F5F5E1>,Se crean 〈2〉 Tsunamis adicionales a cada lado del Tsunami.,<color=#F5F5E1>,Los Tsunamis siempre se crean por detrás del personaje.,<color=#6EDCFF>,Aumenta el Daño del Tsunami x8,<color=#FF6464>,Aumenta el tiempo de recup. del Tsunami un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,260 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,951 ,8,1 ,0 ,1 ,0 ,1 ,0 ,Mega Tsunami,17,Tsunami ocurre de forma simultánea en un amplio radio.,`,`
24,Florecimiento de nieve,조합,399 ,434 ,0 ,<color=#F5F5E1>,"Nova Gélida explota 〈24 veces〉 cerca de los enemigos; por cada explosión, el [Daño] y el [Tamaño] se reducen en 〈2%〉",<color=#6EDCFF>,Aumenta el Daño de la Nova de hielo x24,<color=#6EDCFF>,Reduce el tiempo de recup. de Nova de hielo un 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,378 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,24,1 ,0 ,1 ,0 ,1 ,0 ,Zero Nova,3,Las explosiones de Nova de hielo se generan masivamente a gran velocidad.,`,`
25,Gobernante de tormentas,조합,461 ,366 ,0 ,<color=#F5F5E1>,Se crean 〈3〉 Ciclones seguidos en múltiples direcciones.,<color=#F5F5E1>,La [Vel. de movimiento] de los Ciclones aumenta y se reduce gradualmente.,<color=#6EDCFF>,Aumenta el Daño del Ciclón x10,<color=#6EDCFF>,Aumenta el Tamaño del Ciclón un 20%,<color=#FF6464>,Reduce la duración del Ciclón un 50%,<color=#FFFFFF>,`,397 ,20 ,396 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
26,Supermente,조합,31 ,526 ,0 ,<color=#F5F5E1>,Solo se pueden lanzar [Hechizos Combinados],<color=#F5F5E1>,"Por cada nivel de [Magia Activa] adquirida, se mejoran las siguientes estadísticas",<color=#FF76DE>,"Amplifica el ATQ un 1,5%",<color=#64FF32>,"Aumenta el Tamaño de todas las Magias un 0,5%",<color=#64FF32>,"Reduce el tiempo de recup. de todas las Magias un 0,3%",<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
27,Movimiento perpetuo,조합,524 ,31 ,0 ,<color=#F5F5E1>,Los Círculos mágicos son [permanentes].,<color=#F5F5E1>,El [Efecto] del Círculo mágico aumenta un 〈1%〉 por cada [3%] de su duración.,<color=#F5F5E1>,El [Efecto] del Círculo mágico aumenta un 〈1%〉 por cada [3%] de su reducción del tiempo de recup.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
28,Puerta de la creación,조합,31 ,525 ,0 ,<color=#F5F5E1>,"Por cada [Combinación de Magias] activada, el [ATQ] se {Amplifica} en 〈20%〉.",<color=#F5F5E1>,Gana 〈2〉 probabilidad más de [Combinación de Magia].,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,35 ,2 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
29,Explosión del origen,조합,499 ,373 ,0 ,<color=#F5F5E1>,Disparos de energía [explotan] inmediatamente después de expandirse en todas las direcciones.,<color=#F5F5E1>,[Daño] y [Cantidad] de Disparos de energía aumentan en proporción a su duración.,<color=#6EDCFF>,Aumenta el Daño del Disparo de energía x12,<color=#6EDCFF>,Aumenta el Tamaño de la explosión del Disparo de energía un 50%,<color=#FF6464>,Aumenta el Tiempo de recarga de Disparo de energía un 75%,<color=#FFFFFF>,`,494 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1181 ,12,1202 ,50,1 ,0 ,1 ,0 ,Blitz,13,Disparo de energía se divide dos veces consecutivas.,`,`
30,Dispersión de prisma,조합,515 ,366 ,0 ,<color=#F5F5E1>,"En vez de crear Rayos arcanos al lado opuesto, @ se crean [al mismo tiempo] en direcciones aleatorias 〈5 veces〉 seguidas.",<color=#F5F5E1>,La [duración] del Rayo arcano se {convierte} en su [Daño].,<color=#6EDCFF>,Aumenta el Daño del Rayo arcano un x7,<color=#6EDCFF>,Reduce el tiempo de recup. del Rayo arcano un 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,542 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
31,Gran grieta,조합,400 ,443 ,0 ,<color=#F5F5E1>,Los enemigos golpeados por Nova Gélida son [Empujados],<color=#F5F5E1>,El Daño de Nova Gélida aumenta en proporción a su Tamaño,<color=#6EDCFF>,Aumenta el Daño de la Nova de hielo x10,<color=#6EDCFF>,Aumenta el Tamaño de la Nova de hielo un 50%,<color=#FF6464>,Aumenta el tiempo de recup. de Nova de hielo un 50%,<color=#FFFFFF>,`,375 ,50 ,379 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1071 ,10,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
32,Hiperión,조합,391 ,445 ,0 ,<color=#F5F5E1>,Satélite unificado se genera adicionalmente en el lado opuesto; su [Daño] es 【20%】 menor pero inflige {Congelación} en el primer impacto.,<color=#F5F5E1>,[Daño] de Satélite aumenta proporcionalmente a su tamaño.,<color=#6EDCFF>,Multiplicador de Daño de Satélite aumenta un 50%,<color=#6EDCFF>,Aumenta la Vel. de giro de Satélite un 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,311 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,Abaddon,2,Satélite se fusiona en un solo sol e inflige un 33% de daño a todos los enemigos del campo de batalla.,`,`
33,Avatar,조합,367 ,380 ,0 ,<color=#F5F5E1>,Invoca 〈3〉 [Espejismos] adicionales que disparan Disparos mágicos.,<color=#F5F5E1>,Los Espejismos solo disparan [1] Disparo mágico cada vez.,<color=#F5F5E1>,Cada Disparo mágico aumenta su [Daño] un 〈33%〉.,<color=#6EDCFF>,"Aumenta el Daño del Disparo mágico x9,99",<color=#6EDCFF>,Reduce el tiempo de recup. del Disparo mágico un 33%,<color=#FFFFFF>,`,158 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,999,1 ,0 ,1 ,0 ,1 ,0 ,Equilibrium,1,Se generan 3 copias adicionales de Doppelgänger.,`,`
34,Corazón del relámpago,조합,470 ,497 ,0 ,<color=#F5F5E1>,"Cada vez que se encadene la Electrocución, el proyectil se divide en 〈2〉 @ y su [Daño] y [Tamaño] se reduce un 【20%】.",<color=#F5F5E1>,La Electrocución se [encadena] a mayor velocidad.,<color=#6EDCFF>,Aumenta el Daño de la Electrocución x8,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,8 ,1 ,0 ,1 ,0 ,1 ,0 ,Arca,12,"Electrocución se refuerza: en cadena, los proyectiles no se dividen pero no pierden potencia.",`,`
35,Gran impacto,조합,445 ,507 ,0 ,<color=#F5F5E1>,"Meteoro se genera en sucesión 〈3 veces〉, y el [Poder] del primer meteoro aumenta un 〈50%〉",<color=#6EDCFF>,Aumenta el Daño del Meteoro x12,<color=#6EDCFF>,Reduce el tiempo de recup. del Meteoro un 30%,<color=#FF6464>,Reduce el Tamaño del Meteoro un 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,327 ,30 ,325 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,12,1 ,0 ,1 ,0 ,1 ,0 ,Impacto Gigante,5,Meteoro se unifica en uno solo y aturde a todos los enemigos cercanos al explotar.,`,`
36,Corazón helado,조합,427 ,399 ,0 ,<color=#F5F5E1>,Zona Eléctrica [Congela] a los enemigos brevemente,<color=#F5F5E1>,Cada activación de Zona Eléctrica aumenta el [Multiplicador de Daño] y el [Tamaño] en 〈1〉 y se reinicia al activarse 〈4 veces〉,<color=#6EDCFF>,Aumenta el Daño de la Zona eléctrica x20,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,20,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
37,Efecto Meisner,조합,426 ,472 ,0 ,<color=#F5F5E1>,"Cuando el 《PEM》 aturde a un objetivo, le [derriba] e inflige {Daño adicional} 〈x10〉.",<color=#6EDCFF>,Aumenta el Daño de la Zona eléctrica x6,<color=#6EDCFF>,Aumenta el Tamaño de la Zona eléctrica un 100%,<color=#FF76DE>,Amplifica el ATQ un 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,293 ,100 ,16 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,Lockdown,16,Zona eléctrica se genera en forma de ondas y su frecuencia aumenta en proporción al [Tiempo de Reutilización].,`,`
38,Bombardeo de energía,조합,516 ,543 ,0 ,<color=#F5F5E1>,Se crean múltiples Rayos arcanos en direcciones aleatorias a la vez.,<color=#F5F5E1>,Los Rayos arcanos ya no giran.,<color=#6EDCFF>,Aumenta el Daño del Rayo arcano un x20,<color=#6EDCFF>,Aumenta el Tamaño del Rayo arcano x5,<color=#FF6464>,Reduce la duración del Rayo arcano un 75%,<color=#FFFFFF>,`,538 ,75 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1231 ,20,1239 ,5,1 ,0 ,1 ,0 ,`,0,`,`,`
39,Superciclón,조합,461 ,427 ,0 ,<color=#F5F5E1>,Todos los Ciclones se [combinan] en uno.,<color=#F5F5E1>,Los Ciclones persisten y siguen al personaje. @ El [Multiplicador de Daño] aumenta proporcionalmente a la duración de los Ciclones.,<color=#F5F5E1>,El [tiempo de recup.] Comienza cuando la duración del Ciclón termina.,<color=#F5F5E1>,Cada Ciclón aumenta el [Tamaño] del nuevo Ciclón un 〈20%〉.,<color=#EB96FF>,Aumenta la duración del Ciclón y su tiempo de recup. un 100%,<color=#FFFFFF>,`,395 ,100 ,407 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1112 ,100,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
40,Teletransporte,조합,453 ,36 ,0 ,<color=#F5F5E1>,"Ocultación se lanza 〈7 veces〉 en cadena, teletransportándose a ubicaciones aleatorias y regresando a su posición original al final.",<color=#F5F5E1>,[Número de lanzamientos] y [Multiplicador de Daño] de Ocultación aumentan en proporción a su duración.,<color=#6EDCFF>,Daño de Ocultación aumenta x3,<color=#6EDCFF>,[Tiempo de Reutilización] de Ocultación se reduce un 70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,356 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1062 ,3 ,1 ,0 ,1 ,0 ,1 ,0 ,Hallucination,25,La explosión de Ocultación se activa en cadena 5 veces.,`,`
