ID,이름,개수,ID_01,ID_02,ID_03,ID_04,ID_05,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,시너지 고유값,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값
27,코즈믹 호러,3 ,115 ,195 ,152 ,0 ,0 ,<color=#F5F5E1>,『##115##』의 【디버프】가 사라진다.,<color=#F5F5E1>,『##195##』의 【디버프】가 사라진다.,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
28,안드로이드,3 ,215 ,166 ,52 ,0 ,0 ,<color=#F5F5E1>,『##215##』의 【디버프】가 사라진다.,<color=#64FF32>,공격력 30% 증가,<color=#FFFFFF>,`,1 ,4 ,30 ,1 ,0 ,1 ,0 
29,그래비티,3 ,76 ,72 ,89 ,0 ,0 ,<color=#F5F5E1>,『##72##』의 파동이 크게 확장한다.,<color=#F5F5E1>,모든 적의 [이동속도]가 〈5%〉 감소한다.,<color=#FFFFFF>,`,1 ,55 ,-5 ,1 ,0 ,1 ,0 
30,지니어스,4 ,155 ,217 ,82 ,184 ,0 ,<color=#F5F5E1>,최대 레벨 이후 적용되는 [추가 레벨]의 한도가 〈10〉 증가한다.,<color=#64FF32>,마나 획득량 25% 증가,<color=#FFFFFF>,`,0 ,43 ,10 ,38 ,25 ,1 ,0 
31,컨플럭스,4 ,202 ,182 ,41 ,160 ,0 ,<color=#F5F5E1>,『##202##』의 효과가 〈1.5배〉 증가한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
32,도살자,4 ,111 ,164 ,47 ,170 ,0 ,<color=#F5F5E1>,{보스 웨이브 몬스터}에게 〈15%〉 [추가 피해]를 준다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,732 ,15 ,1 ,0 ,1 ,0 
33,길가메시,5 ,75 ,176 ,177 ,198 ,218 ,<color=#F5F5E1>,적을 [2500마리] 처치하면 {탐욕의 룬} 효과가 발동된다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,733 ,2500 ,1 ,0 ,1 ,0 
34,호문쿨루스,4 ,118 ,66 ,91 ,106 ,0 ,<color=#F5F5E1>,사망 시 〈30%〉 확률로 {부활}한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,730 ,30 ,1 ,0 ,1 ,0 
35,브로커,4 ,214 ,66 ,99 ,77 ,0 ,<color=#F5F5E1>,[상인]의 {25% 할인 품목}이 〈무료〉가 된다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
36,레퀴엠,4 ,87 ,193 ,110 ,172 ,0 ,<color=#F5F5E1>,『##193##』 효과로 {즉사}시킨 적이 『##87##』 스택을 채운다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
37,파나틱,3 ,216 ,115 ,154 ,0 ,0 ,<color=#F5F5E1>,"『##154##』 효과가 〈2배〉 증가하고, 발동 시간이 〈2배〉 빨라진다.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,메두사,4 ,102 ,216 ,108 ,88 ,0 ,<color=#F5F5E1>,대상에게 적용된 『##102##』 중첩 수만큼 [추가 피해]를 준다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
39,도미너스,4 ,168 ,186 ,56 ,173 ,0 ,<color=#F5F5E1>,활성화 된 [조합 마법]당 조합 마법 피해량이 〈25%〉 증가한다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,731 ,25 ,1 ,0 ,1 ,0 
40,엘릭서,3 ,73 ,71 ,65 ,0 ,0 ,<color=#F5F5E1>,『##65##』이 즉시 회복시키며 [쿨타임]이 〈20초〉 감소한다.,<color=#64FF32>,생명의 구슬 회복량 50% 증가,<color=#FFFFFF>,`,1 ,36 ,50 ,1 ,0 ,1 ,0 
41,힐링팩터,3 ,91 ,106 ,51 ,0 ,0 ,<color=#F5F5E1>,『##106##』의 [추가 체력]이 [초당 체력회복]으로도 증가한다.,<color=#64FF32>,초당 체력회복률 0.5% 증가,<color=#FFFFFF>,`,1 ,24 ,50 ,1 ,0 ,1 ,0 
42,스팀펑크,3 ,85 ,81 ,52 ,0 ,0 ,<color=#F5F5E1>,[모든 아티팩트 쿨타임]이 〈12%〉 감소한다.,<color=#64FF32>,모든 마법 지속시간 12% 증가,<color=#FFFFFF>,`,0 ,110 ,-12 ,10 ,12 ,1 ,0 
43,님프,4 ,124 ,125 ,126 ,127 ,0 ,<color=#6EDCFF>,모든 마법 피해량 100% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,17 ,100 ,1 ,0 ,1 ,0 
44,카오스,4 ,83 ,187 ,156 ,183 ,0 ,<color=#F5F5E1>,『##83##』에서 발동된 마법은 〈2배〉의 피해를 준다.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,100 ,1 ,0 ,1 ,0 ,1 ,0 
45,지니,4 ,207 ,206 ,112 ,175 ,0 ,<color=#F5F5E1>,일반 적 처치시 [마나 구슬(대)]를 드물게 드랍한다.,<color=#64FF32>,마나 획득량 10% 증가,<color=#FFFFFF>,`,1 ,38 ,10 ,1 ,0 ,1 ,0 
46,워 머신,4 ,171 ,123 ,120 ,52 ,0 ,<color=#F5F5E1>,『##171##』 의 중첩이 즉시 최대가 된다.,<color=#64FF32>,공격력 20% 증가,<color=#FFFFFF>,`,1 ,4 ,20 ,1 ,0 ,1 ,0 
47,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
48,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
49,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
50,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
51,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
52,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
53,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
54,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
55,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
56,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
57,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
58,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
59,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
60,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
61,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
62,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
63,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
64,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
65,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
66,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
67,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
68,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
69,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
70,마스터리 : 마력탄,4 ,209 ,97 ,128 ,210 ,0 ,<color=#6EDCFF>,마력탄 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,151 ,50 ,1 ,0 ,1 ,0 
71,마스터리 : 화염구,3 ,138 ,151 ,132 ,0 ,0 ,<color=#6EDCFF>,화염구 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,181 ,50 ,1 ,0 ,1 ,0 
72,마스터리 : 정령,4 ,93 ,97 ,210 ,135 ,0 ,<color=#6EDCFF>,정령 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,271 ,50 ,1 ,0 ,1 ,0 
73,마스터리 : 위성,4 ,147 ,113 ,46 ,136 ,0 ,<color=#6EDCFF>,위성 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,306 ,50 ,1 ,0 ,1 ,0 
74,마스터리 : 서릿발,3 ,80 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,서릿발 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,371 ,50 ,1 ,0 ,1 ,0 
75,마스터리 : 낙뢰,3 ,139 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,낙뢰 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,211 ,50 ,1 ,0 ,1 ,0 
76,마스터리 : 감전지대,3 ,205 ,46 ,130 ,0 ,0 ,<color=#6EDCFF>,감전지대 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,291 ,50 ,1 ,0 ,1 ,0 
77,마스터리 : 해일,3 ,146 ,208 ,126 ,0 ,0 ,<color=#6EDCFF>,해일 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,251 ,50 ,1 ,0 ,1 ,0 
78,마스터리 : 운석 낙하,3 ,140 ,151 ,129 ,0 ,0 ,<color=#6EDCFF>,운석 낙하 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,321 ,50 ,1 ,0 ,1 ,0 
79,마스터리 : 돌개바람,3 ,141 ,126 ,58 ,0 ,0 ,<color=#6EDCFF>,돌개바람 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,391 ,50 ,1 ,0 ,1 ,0 
80,마스터리 : 전기충격,3 ,142 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,전기충격 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,421 ,50 ,1 ,0 ,1 ,0 
81,마스터리 : 소각,3 ,144 ,212 ,132 ,0 ,0 ,<color=#6EDCFF>,소각 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,461 ,50 ,1 ,0 ,1 ,0 
82,마스터리 : 에너지탄,3 ,143 ,161 ,131 ,0 ,0 ,<color=#6EDCFF>,에너지탄 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,481 ,50 ,1 ,0 ,1 ,0 
83,마스터리 : 눈보라,3 ,145 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,눈보라 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,511 ,50 ,1 ,0 ,1 ,0 
84,마스터리 : 비전 광선,3 ,119 ,161 ,137 ,0 ,0 ,<color=#6EDCFF>,비전 광선 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,531 ,50 ,1 ,0 ,1 ,0 
85,마스터리 : 용암지대,3 ,148 ,208 ,212 ,0 ,0 ,<color=#6EDCFF>,용암지대 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,581 ,50 ,1 ,0 ,1 ,0 
86,마스터리 : 섬광 충격,3 ,150 ,208 ,125 ,0 ,0 ,<color=#6EDCFF>,섬광 충격 피해량 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,601 ,50 ,1 ,0 ,1 ,0 
87,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
88,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
89,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
90,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
91,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
92,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
93,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
94,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
95,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
96,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
97,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
98,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
99,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
100,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
