ID,이름,개수,ID_01,ID_02,ID_03,ID_04,ID_05,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,시너지 고유값,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값
10,Todesblick,4 ,50 ,154 ,170 ,64 ,0 ,<color=#F5F5E1>,Während der Wirkungsdauer von 『##50##』 tritt immer ein [Kritischer Treffer] ein.,<color=#64FF32>,Erhöhe den Multiplikator für kritische Treffer um 50%,<color=#FFFFFF>,`,100 ,15 ,50 ,1 ,0 ,1 ,0 
11,Trickser,4 ,158 ,69 ,70 ,121 ,0 ,<color=#F5F5E1>,Ein [Kritischer Treffer] von 『##70##』 aktiviert den Effekt von 『##158##』.,<color=#64FF32>,Erhöhe Kritische Trefferquote um 7%,<color=#FFFFFF>,`,100 ,14 ,7 ,1 ,0 ,1 ,0 
12,Scharfschütze,4 ,105 ,44 ,77 ,180 ,0 ,<color=#F5F5E1>,"Verursache 〈25%〉 [zusätzlichen Schaden] bei Gegnern, deren [LP] 〈75%〉 oder mehr beträgt.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,93 ,25 ,1 ,0 ,1 ,0 
13,Nuklear,4 ,68 ,76 ,178 ,59 ,0 ,<color=#F5F5E1>,Erhöhe [ANG] um 〈1%〉 pro 〈3%〉 Erhöhung der Zaubergröße.,<color=#64FF32>,Erhöhe alle Magiegrößen um 20%,<color=#FFFFFF>,`,1 ,8 ,20 ,1 ,0 ,1 ,0 
14,Null-auf-Hundert,4 ,78 ,199 ,174 ,67 ,0 ,<color=#F5F5E1>,Der {Verstärkungseffekt} von 『##199##』 erhöht sich um 〈x3〉.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,200 ,1 ,0 ,1 ,0 ,1 ,0 
15,Richter,4 ,79 ,179 ,221 ,169 ,0 ,<color=#EB96FF>,"Gesamter magischer Schadensbonus x1,25",<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
16,Chronos,4 ,185 ,200 ,99 ,53 ,0 ,<color=#F5F5E1>,Verstärke [ANG] um 〈1%〉 pro [3%] Abklingzeitverringerung aller Zauber,<color=#64FF32>,Verringere die Abklingzeit aller Magie um 5%,<color=#FFFFFF>,`,1 ,6 ,5 ,1 ,0 ,1 ,0 
17,Monarch,4 ,177 ,42 ,175 ,63 ,0 ,<color=#F5F5E1>,Erhöhe [ANG] um 〈1%〉 pro [Allgemeinem] Artefakt im Besitz,<color=#F5F5E1>,Erhöhe [ANG] um 〈3%〉 pro [Seltenem] Artefakt im Besitz,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
18,Architekt,5 ,163 ,159 ,155 ,94 ,120 ,<color=#FF76DE>,Verstärke ANG um 100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,16 ,100 ,1 ,0 ,1 ,0 
19,Magnum Opus,5 ,66 ,84 ,195 ,116 ,167 ,<color=#F5F5E1>,{Alle} [Synergie]-〈Bedingungen〉 sind 《1》 『erfüllt.』,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
20,Gotteshand,4 ,201 ,221 ,181 ,90 ,0 ,<color=#F5F5E1>,Der Blitz von 『##201##』 vereint sich zu einem Schlag und wird {verstärkt}.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
21,Paladin,4 ,94 ,108 ,104 ,54 ,0 ,<color=#F5F5E1>,"Wenn du dich im [Unverwundbarkeitszustand] befindest, wird [ANG] um 〈100%〉 verstärkt.",<color=#64FF32>,Verringere den erlittenen Schaden um 5%,<color=#FFFFFF>,`,100 ,23 ,5 ,1 ,0 ,1 ,0 
22,AGI,4 ,204 ,116 ,41 ,48 ,0 ,<color=#F5F5E1>,[ANG] wird um den Effekt von 『##204##』 〈erhöht〉 & {verstärkt}.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
23,Schatzjäger,4 ,165 ,96 ,190 ,61 ,0 ,<color=#F5F5E1>,〈2〉 [Schatztruhen] werden an einem zufälligen Ort erstellt.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,2 ,1 ,0 ,1 ,0 ,1 ,0 
24,Blutmond,4 ,196 ,194 ,164 ,100 ,0 ,<color=#F5F5E1>,Der Effekt der {Rune des Wahnsinns} gilt auch im deaktivierten Zustand @ und verursacht im aktivierten Zustand 〈25%〉 [Zusätzlichen Schaden].,<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
25,Herzensbrecher,5 ,213 ,60 ,49 ,188 ,55 ,<color=#EB96FF>,"Kritischer Multiplikator x1,25",<color=#FFFFFF>,`,<color=#FFFFFF>,`,25 ,1 ,0 ,1 ,0 ,1 ,0 
26,Wunderland,4 ,162 ,179 ,219 ,107 ,0 ,<color=#F5F5E1>,Verringere die [Größe] aller Gegner und des Charakters um 〈9%〉.,<color=#F5F5E1>,Verringere [Max LP] aller Gegner um 〈9%〉.,<color=#FFFFFF>,`,0 ,33 ,-9 ,32 ,-9 ,54 ,-9 
27,Kosmischer Horror,3 ,115 ,195 ,152 ,0 ,0 ,<color=#F5F5E1>,Das 【Debuff】 von 『##115##』 verschwindet.,<color=#F5F5E1>,Das 【Debuff】 von 『##195##』 verschwindet.,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
28,Android,3 ,215 ,166 ,52 ,0 ,0 ,<color=#F5F5E1>,Das 【Debuff】 von 『##215##』 verschwindet.,<color=#64FF32>,Erhöhe ANG um 30%,<color=#FFFFFF>,`,1 ,4 ,30 ,1 ,0 ,1 ,0 
29,Schwerkraft,3 ,76 ,72 ,89 ,0 ,0 ,<color=#F5F5E1>,Die Welle von 『##72##』 wird stark erweitert.,<color=#F5F5E1>,Verringere die [Bewegungsgeschwindigkeit] aller Gegner um 〈5%〉.,<color=#FFFFFF>,`,1 ,55 ,-5 ,1 ,0 ,1 ,0 
30,Genie,4 ,155 ,217 ,82 ,184 ,0 ,<color=#F5F5E1>,Erhöhe die Obergrenze der [Zusätzlichen Level] nach dem Maximallevel um 〈10〉.,<color=#64FF32>,Erhöhe Mana-Erwerb um 25%,<color=#FFFFFF>,`,0 ,43 ,10 ,38 ,25 ,1 ,0 
31,Conflux,4 ,202 ,182 ,41 ,160 ,0 ,<color=#F5F5E1>,"Der Effekt von 『##202##』 erhöht sich um das 〈1,5-fache〉.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
32,Schlächter,4 ,111 ,164 ,47 ,170 ,0 ,<color=#F5F5E1>,Verursache 〈15%〉 [Zusätzlichen Schaden] bei {Boss-Wellenmonstern}.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,732 ,15 ,1 ,0 ,1 ,0 
33,Gilgamesch,5 ,75 ,176 ,177 ,198 ,218 ,<color=#F5F5E1>,"Der Effekt der {Rune der Gier} wird ausgelöst, nachdem [2500 Gegner] besiegt wurden.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,733 ,2500 ,1 ,0 ,1 ,0 
34,Homunkulus,4 ,118 ,66 ,91 ,106 ,0 ,<color=#F5F5E1>,Bei Tod erfolgt mit einer Wahrscheinlichkeit von 〈30%〉 eine {Wiederbelebung}.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,730 ,30 ,1 ,0 ,1 ,0 
35,Broker,4 ,214 ,66 ,99 ,77 ,0 ,<color=#F5F5E1>,Die {25% reduzierten Gegenstände} des [Händlers] werden 〈kostenlos〉.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
36,Requiem,4 ,87 ,193 ,110 ,172 ,0 ,<color=#F5F5E1>,"Gegner, die durch den Effekt von 『##193##』 {sofort getötet} werden, erhöhen die Stapel von 『##87##』.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
37,Fanatiker,3 ,216 ,115 ,154 ,0 ,0 ,<color=#F5F5E1>,Der Effekt von 『##154##』 erhöht sich um das 〈2-fache〉 und die Aktivierungszeit wird um das 〈2-fache〉 beschleunigt.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
38,Medusa,4 ,102 ,216 ,108 ,88 ,0 ,<color=#F5F5E1>,Verursacht [Zusätzlichen Schaden] entsprechend der Anzahl der auf das Ziel angewendeten 『##102##』-Stapel.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,1 ,0 ,1 ,0 ,1 ,0 
39,Dominus,4 ,168 ,186 ,56 ,173 ,0 ,<color=#F5F5E1>,Erhöhe den Schaden der Kombinationsmagie um 〈25%〉 pro aktivierter [Schaden der Kombinationsmagie].,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,731 ,25 ,1 ,0 ,1 ,0 
40,Elixier,3 ,73 ,71 ,65 ,0 ,0 ,<color=#F5F5E1>,『##65##』 stellt sofort wieder her und reduziert die [Abklingzeit] um 〈20 Sekunden〉.,<color=#64FF32>,Erhöhe die LP-Erholung der Lebenskugel um 50%,<color=#FFFFFF>,`,1 ,36 ,50 ,1 ,0 ,1 ,0 
41,Heilfaktor,3 ,91 ,106 ,51 ,0 ,0 ,<color=#F5F5E1>,Das [Zusätzliche HP] von 『##106##』 erhöht auch die [HP-Regeneration pro Sekunde].,<color=#64FF32>,"Erhöhe die LP-Regeneration pro Sek. um 0,5%",<color=#FFFFFF>,`,1 ,24 ,50 ,1 ,0 ,1 ,0 
42,Steampunk,3 ,85 ,81 ,52 ,0 ,0 ,<color=#F5F5E1>,Verringere die [Abklingzeit aller Artefakte] um〈12%〉.,<color=#64FF32>,Erhöhe alle Magiedauer um 12%,<color=#FFFFFF>,`,0 ,110 ,-12 ,10 ,12 ,1 ,0 
43,Nymphe,4 ,124 ,125 ,126 ,127 ,0 ,<color=#6EDCFF>,Erhöhe den gesamten Magieschaden um 100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,17 ,100 ,1 ,0 ,1 ,0 
44,Chaos,4 ,83 ,187 ,156 ,183 ,0 ,<color=#F5F5E1>,"Ein Zauber, der durch 『##83##』 aktiviert wurde, verursacht 〈doppelten〉 Schaden.",<color=#FFFFFF>,`,<color=#FFFFFF>,`,100 ,1 ,0 ,1 ,0 ,1 ,0 
45,Dschinn,4 ,207 ,206 ,112 ,175 ,0 ,<color=#F5F5E1>,"Normale Gegner lassen gelegentlich [Große Manakugel] fallen, wenn sie getötet werden.",<color=#64FF32>,Erhöhe Mana-Erwerb um 10%,<color=#FFFFFF>,`,1 ,38 ,10 ,1 ,0 ,1 ,0 
46,Kriegsmaschine,4 ,171 ,123 ,120 ,52 ,0 ,<color=#F5F5E1>,Die Stapel von 『##171##』 werden sofort auf das Maximum gesetzt.,<color=#64FF32>,Erhöhe ANG um 20%,<color=#FFFFFF>,`,1 ,4 ,20 ,1 ,0 ,1 ,0 
47,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
48,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
49,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
50,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
51,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
52,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
53,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
54,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
55,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
56,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
57,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
58,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
59,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
60,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
61,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
62,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
63,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
64,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
65,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
66,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
67,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
68,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
69,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
70,Meisterschaft : Magiebolzen,4 ,209 ,97 ,128 ,210 ,0 ,<color=#6EDCFF>,Erhöhe den Schaden von Magiebolzen um 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,151 ,50 ,1 ,0 ,1 ,0 
71,Meisterschaft : Feuerball,3 ,138 ,151 ,132 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Feuerball-Schaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,181 ,50 ,1 ,0 ,1 ,0 
72,Meisterschaft : Geist,4 ,93 ,97 ,210 ,135 ,0 ,<color=#6EDCFF>,Erhöhe den Geisterschaden um 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,271 ,50 ,1 ,0 ,1 ,0 
73,Meisterschaft : Satellit,4 ,147 ,113 ,46 ,136 ,0 ,<color=#6EDCFF>,Erhöhe Satellitenschaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,306 ,50 ,1 ,0 ,1 ,0 
74,Meisterschaft : Frostnova,3 ,80 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,Erhöht den Frostnova-Schaden um 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,371 ,50 ,1 ,0 ,1 ,0 
75,Meisterschaft : Gewitter,3 ,139 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Gewitterschaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,211 ,50 ,1 ,0 ,1 ,0 
76,Meisterschaft : Elektrische Zone,3 ,205 ,46 ,130 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Schaden der Elektrischen Zone um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,291 ,50 ,1 ,0 ,1 ,0 
77,Meisterschaft : Tsunami,3 ,146 ,208 ,126 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Tsunami-Schaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,251 ,50 ,1 ,0 ,1 ,0 
78,Meisterschaft : Meteor,3 ,140 ,151 ,129 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Meteor-Schaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,321 ,50 ,1 ,0 ,1 ,0 
79,Meisterschaft : Zyklon,3 ,141 ,126 ,58 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Zyklon-Schaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,391 ,50 ,1 ,0 ,1 ,0 
80,Meisterschaft : Elektroschock,3 ,142 ,125 ,133 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Elektroschock-Schaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,421 ,50 ,1 ,0 ,1 ,0 
81,Meisterschaft : Verbrennung,3 ,144 ,212 ,132 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Verbrennungsschaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,461 ,50 ,1 ,0 ,1 ,0 
82,Meisterschaft : Energiebolzen,3 ,143 ,161 ,131 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Energiebolzen-Schaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,481 ,50 ,1 ,0 ,1 ,0 
83,Meisterschaft : Blizzard,3 ,145 ,220 ,134 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Blizzard-Schaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,511 ,50 ,1 ,0 ,1 ,0 
84,Meisterschaft : Arkaner Strahl,3 ,119 ,161 ,137 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Schaden des arkanen Strahls um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,531 ,50 ,1 ,0 ,1 ,0 
85,Meisterschaft : Lava-Zone,3 ,148 ,208 ,212 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Lava-Zonen-Schaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,581 ,50 ,1 ,0 ,1 ,0 
86,Meisterschaft : Blitzschock,3 ,150 ,208 ,125 ,0 ,0 ,<color=#6EDCFF>,Erhöhe den Blitzschock-Schaden um 50%.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,601 ,50 ,1 ,0 ,1 ,0 
87,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
88,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
89,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
90,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
91,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
92,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
93,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
94,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
95,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
96,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
97,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
98,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
99,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
100,`,0 ,0 ,0 ,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,0 ,1 ,0 ,1 ,0 ,1 ,0 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
